clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250512 203439	1000.0	1000	1	0.6	5.0	0	120	0.07999992370605469
20250512 203440	1000.0	1000	1	0.6	5.0	0	120	1.0700013637542725
20250512 203441	1000.0	1000	1	0.6	5.0	0	120	2.070002555847168
20250512 203442	1000.0	1000	1	0.6	5.0	0	120	3.0700042247772217
20250512 203443	1000.0	1000	1	0.6	5.0	0	120	4.070005416870117
20250512 203444	1000.0	1000	1	0.6	5.0	0	120	5.070006847381592
20250512 203445	1000.0	1000	1	0.6	5.0	0	120	6.070008277893066
20250512 203446	1000.0	1000	1	0.6	5.0	0	120	7.070009708404541
20250512 203447	1000.0	1000	1	0.6	5.0	0	120	8.070011138916016
20250512 203448	1000.0	1000	1	0.6	5.0	0	120	9.07001256942749
20250512 203449	1000.0	1000	1	0.6	5.0	0	120	10.070013761520386
20250512 203450	1000.0	1000	1	0.6	5.0	0	120	11.07001543045044
20250512 203451	1000.0	1000	1	0.6	5.0	0	120	12.070016622543335
20250512 203452	1000.0	1000	1	0.6	5.0	0	120	13.07001805305481
20250512 203453	1000.0	1000	1	0.6	5.0	0	120	14.070019483566284
20250512 203454	1000.0	1000	1	0.6	5.0	0	120	15.07002067565918
20250512 203455	1000.0	1000	1	0.6	5.0	0	120	16.070022344589233
20250512 203456	1000.0	1000	1	0.6	5.0	0	120	17.07002353668213
20250512 203457	1000.0	1000	1	0.6	5.0	0	120	18.070025205612183
20250512 203458	1000.0	1000	1	0.6	5.0	0	120	19.070026397705078
20250512 203459	1000.0	1000	1	0.6	5.0	0	120	20.070027828216553
20250512 203500	1000.0	1000	1	0.6	5.0	0	120	21.070029258728027
20250512 203501	1000.0	1000	1	0.6	5.0	0	120	22.070030689239502
20250512 203502	1000.0	1000	1	0.6	5.0	0	120	23.070032119750977
20250512 203503	1000.0	1000	1	0.6	5.0	0	120	24.07003355026245
20250512 203504	1000.0	1000	1	0.6	5.0	0	120	25.070034742355347
20250512 203505	1000.0	1000	1	0.6	5.0	0	120	26.0700364112854
20250512 203506	1000.0	1000	1	0.6	5.0	0	120	27.070037603378296
20250512 203507	1000.0	1000	1	0.6	5.0	0	120	28.07003927230835
20250512 203508	1000.0	1000	1	0.6	5.0	0	120	29.070040464401245
20250512 203509	1000.0	1000	1	0.6	5.0	0	120	30.07004165649414
20250512 203510	1000.0	1000	1	0.6	5.0	0	120	31.070043325424194
20250512 203511	1000.0	1000	1	0.6	5.0	0	120	32.07004451751709
20250512 203512	1000.0	1000	1	0.6	5.0	0	120	33.070046186447144
20250512 203513	1000.0	1000	1	0.6	5.0	0	120	34.07004737854004
20250512 203514	1000.0	1000	1	0.6	5.0	0	120	35.070048809051514
20250512 203515	1000.0	1000	1	0.6	5.0	0	120	36.07005023956299
20250512 203516	1000.0	1000	1	0.6	5.0	0	120	37.07005167007446
20250512 203517	1000.0	1000	1	0.6	5.0	0	120	38.07005310058594
20250512 203518	1000.0	1000	1	0.6	5.0	0	120	39.07005453109741
20250512 203519	1000.0	1000	1	0.6	5.0	0	120	40.07005572319031
20250512 203520	1000.0	1000	1	0.6	5.0	0	120	41.07005739212036
20250512 203521	1000.0	1000	1	0.6	5.0	0	120	42.07005858421326
20250512 203522	1000.0	1000	1	0.6	5.0	0	120	43.07006025314331
20250512 203523	1000.0	1000	1	0.6	5.0	0	120	44.070061445236206
20250512 203524	1000.0	1000	1	0.6	5.0	0	120	45.07006287574768
20250512 203525	1000.0	1000	1	0.6	5.0	0	120	46.070064306259155
20250512 203526	1000.0	1000	1	0.6	5.0	0	120	47.07006549835205
20250512 203527	1000.0	1000	1	0.6	5.0	0	120	48.070067167282104
20250512 203528	1000.0	1000	1	0.6	5.0	0	120	49.070068359375
20250512 203529	1000.0	1000	1	0.6	5.0	0	120	50.070069789886475
20250512 203530	1000.0	1000	1	0.6	5.0	0	120	51.07007122039795
20250512 203531	1000.0	1000	1	0.6	5.0	0	120	52.070072650909424
20250512 203532	1000.0	1000	1	0.6	5.0	0	120	53.0700740814209
20250512 203533	1000.0	1000	1	0.6	5.0	0	120	54.07007551193237
20250512 203534	1000.0	1000	1	0.6	5.0	0	120	55.07007670402527
20250512 203535	1000.0	1000	1	0.6	5.0	0	120	56.07007837295532
20250512 203536	1000.0	1000	1	0.6	5.0	0	120	57.07007956504822
20250512 203537	1000.0	1000	1	0.6	5.0	0	120	58.07008123397827
20250512 203538	1000.0	1000	1	0.6	5.0	0	120	59.07008242607117
20250512 203539	1000.0	1000	1	0.6	5.0	0	120	60.07008409500122
20250512 203540	1000.0	1000	1	0.6	5.0	0	120	61.070085287094116
20250512 203541	1000.0	1000	1	0.6	5.0	0	120	62.07008647918701
20250512 203542	1000.0	1000	1	0.6	5.0	0	120	63.070088148117065
20250512 203543	1000.0	1000	1	0.6	5.0	0	120	64.07008934020996
20250512 203544	1000.0	1000	1	0.6	5.0	0	120	65.07009100914001
20250512 203545	1000.0	1000	1	0.6	5.0	0	120	66.07009220123291
20250512 203546	1000.0	1000	1	0.6	5.0	0	120	67.07009363174438
20250512 203547	1000.0	1000	1	0.6	5.0	0	120	68.07009506225586
20250512 203548	1000.0	1000	1	0.6	5.0	0	120	69.07009649276733
20250512 203549	1000.0	1000	1	0.6	5.0	0	120	70.07009792327881
20250512 203550	1000.0	1000	1	0.6	5.0	0	120	71.07009935379028
20250512 203551	1000.0	1000	1	0.6	5.0	0	120	72.07010054588318
20250512 203552	1000.0	1000	1	0.6	5.0	0	120	73.07010221481323
20250512 203553	1000.0	1000	1	0.6	5.0	0	120	74.07010340690613
20250512 203554	1000.0	1000	1	0.6	5.0	0	120	75.07010507583618
20250512 203555	1000.0	1000	1	0.6	5.0	0	120	76.07010626792908
20250512 203556	1000.0	1000	1	0.6	5.0	0	120	77.07010746002197
20250512 203557	1000.0	1000	1	0.6	5.0	0	120	78.07010912895203
20250512 203558	1000.0	1000	1	0.6	5.0	0	120	79.07011032104492
20250512 203559	1000.0	1000	1	0.6	5.0	0	120	80.07011198997498
20250512 203600	1000.0	1000	1	0.6	5.0	0	120	81.07011318206787
20250512 203601	1000.0	1000	1	0.6	5.0	0	120	82.07011461257935
20250512 203602	1000.0	1000	1	0.6	5.0	0	120	83.07011604309082
20250512 203603	1000.0	1000	1	0.6	5.0	0	120	84.0701174736023
20250512 203604	1000.0	1000	1	0.6	5.0	0	120	85.07011890411377
20250512 203605	1000.0	1000	1	0.6	5.0	0	120	86.07012033462524
20250512 203606	1000.0	1000	1	0.6	5.0	0	120	87.07012152671814
20250512 203607	1000.0	1000	1	0.6	5.0	0	120	88.0701231956482
20250512 203608	1000.0	1000	1	0.6	5.0	0	120	89.07012438774109
20250512 203609	1000.0	1000	1	0.6	5.0	0	120	90.07012605667114
20250512 203610	1000.0	1000	1	0.6	5.0	0	120	91.07012724876404
20250512 203611	1000.0	1000	1	0.6	5.0	0	120	92.07012867927551
20250512 203612	1000.0	1000	1	0.6	5.0	0	120	93.07013010978699
20250512 203613	1000.0	1000	1	0.6	5.0	0	120	94.07013130187988
