clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250509 132241	-0.3	0	1	20.0	22.0	27	10	0.06999993324279785
20250509 132242	-0.3	0	1	20.0	22.0	27	10	1.0600013732910156
20250509 132243	-0.3	0	1	20.0	22.0	27	10	2.0600030422210693
20250509 132244	-0.3	0	1	20.0	22.0	27	10	3.060004234313965
20250509 132245	-0.2	0	1	20.0	22.0	27	10	4.0600056648254395
20250509 132246	-0.3	0	1	20.0	22.0	27	10	5.060007095336914
20250509 132247	-0.3	0	1	20.0	22.0	27	10	6.060008525848389
20250509 132248	-0.3	0	1	20.0	22.0	27	10	7.060009956359863
20250509 132249	-0.3	0	1	20.1	22.0	27	10	8.060011148452759
20250509 132250	-0.3	0	1	20.1	22.0	27	10	9.060012578964233
20250509 132251	-0.3	100	2	20.1	22.0	27	10	10.120014190673828
20250509 132252	-0.2	100	2	20.2	22.0	27	10	11.110015392303467
20250509 132253	-0.1	100	2	20.2	22.0	27	10	12.110016822814941
20250509 132254	0.0	100	2	20.2	22.0	27	10	13.110018253326416
20250509 132255	0.2	100	2	20.3	22.0	27	10	14.11001968383789
20250509 132256	0.5	100	2	20.3	22.0	27	10	15.110021114349365
20250509 132257	0.9	100	2	20.3	22.0	27	10	16.11002254486084
20250509 132258	2.0	100	2	20.4	22.0	27	10	17.110023736953735
20250509 132259	9.1	100	2	20.4	22.0	27	10	18.11002540588379
20250509 132300	64.7	100	2	20.4	22.0	27	10	19.110026597976685
20250509 132301	93.5	200	3	20.4	22.0	27	10	20.17002820968628
20250509 132302	173.3	200	3	20.5	22.0	27	10	21.160029649734497
20250509 132303	195.6	200	3	20.5	22.0	27	10	22.160030841827393
20250509 132304	201.9	200	3	20.5	22.0	27	10	23.160032510757446
20250509 132305	200.7	200	3	20.6	22.0	27	10	24.160033702850342
20250509 132306	199.1	200	3	20.6	22.0	27	10	25.160035133361816
20250509 132307	199.9	200	3	20.6	22.0	27	10	26.16003656387329
20250509 132308	200.5	200	3	20.7	22.0	27	10	27.160037994384766
20250509 132309	200.1	200	3	20.7	22.0	27	10	28.16003942489624
20250509 132310	199.7	200	3	20.7	22.0	27	10	29.160040855407715
20250509 132311	199.9	300	4	20.8	22.0	27	10	30.22004246711731
20250509 132312	276.4	300	4	20.8	22.0	27	10	31.21004366874695
20250509 132313	296.6	300	4	20.8	22.0	27	10	32.21004509925842
20250509 132314	301.7	300	4	20.9	22.0	27	10	33.21004629135132
20250509 132315	300.6	300	4	20.9	22.0	27	10	34.21004796028137
20250509 132316	299.1	300	4	20.9	22.0	27	10	35.21004915237427
20250509 132317	299.9	300	4	21.0	22.0	27	10	36.21005058288574
20250509 132318	300.6	300	4	21.0	22.0	27	10	37.21005201339722
20250509 132319	300.3	300	4	21.0	22.0	27	10	38.21005344390869
20250509 132320	299.9	300	4	21.1	22.0	27	10	39.210054874420166
20250509 132321	299.7	400	5	21.1	22.0	27	10	40.27005624771118
20250509 132322	377.2	400	5	21.1	22.0	27	10	41.2600576877594
20250509 132323	396.9	400	5	21.1	22.0	27	10	42.26005935668945
20250509 132324	401.5	400	5	21.2	22.0	27	10	43.26006054878235
20250509 132325	400.5	400	5	21.2	22.0	27	10	44.26006197929382
20250509 132326	399.1	400	5	21.2	22.0	27	10	45.2600634098053
20250509 132327	399.8	400	5	21.3	22.0	27	10	46.26006460189819
20250509 132328	400.4	400	5	21.3	22.0	27	10	47.26006627082825
