clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250510 142801	1000.0	1000	1	20.0	23.6	20	300	0.08000040054321289
20250510 142802	1000.0	1000	1	20.0	23.6	20	300	1.0700013637542725
20250510 142803	1000.0	1000	1	20.0	23.6	20	300	2.070003032684326
20250510 142804	1000.0	1000	1	20.0	23.6	20	300	3.0700042247772217
20250510 142805	1000.0	1000	1	20.0	23.6	20	300	4.070005893707275
20250510 142806	1000.0	1000	1	20.0	23.5	20	300	5.070007085800171
20250510 142807	1000.0	1000	1	20.0	23.5	20	300	6.070008754730225
20250510 142808	1000.0	1000	1	20.0	23.5	20	300	7.07000994682312
20250510 142809	1000.0	1000	1	20.0	23.5	20	300	8.070011377334595
20250510 142810	1000.0	1000	1	20.0	23.5	20	300	9.07001280784607
20250510 142811	1000.0	1000	1	20.0	23.5	20	300	10.070014238357544
20250510 142812	1000.0	1000	1	20.0	23.5	20	300	11.070015668869019
20250510 142813	1000.0	1000	1	20.0	23.5	20	300	12.070017099380493
20250510 142814	1000.0	1000	1	20.0	23.5	20	300	13.070018291473389
20250510 142815	1000.0	1000	1	20.0	23.5	20	300	14.070019960403442
20250510 142816	1000.0	1000	1	20.0	23.5	20	300	15.070021152496338
20250510 142817	1000.0	1000	1	20.0	23.5	20	300	16.07002282142639
20250510 142818	1000.0	1000	1	20.0	23.5	20	300	17.070024013519287
20250510 142819	1000.0	1000	1	20.0	23.4	20	300	18.070025205612183
20250510 142820	1000.0	1000	1	20.0	23.4	20	300	19.070026874542236
20250510 142821	1000.0	1000	1	20.0	23.4	20	300	20.070028066635132
20250510 142822	1000.0	1000	1	20.0	23.4	20	300	21.070029735565186
20250510 142823	1000.0	1000	1	20.0	23.4	20	300	22.07003092765808
20250510 142824	1000.0	1000	1	20.0	23.4	20	300	23.070032358169556
20250510 142825	1000.0	1000	1	20.0	23.4	20	300	24.07003378868103
20250510 142826	1000.0	1000	1	20.0	23.4	20	300	25.070035219192505
20250510 142827	1000.0	1000	1	20.0	23.4	20	300	26.07003664970398
20250510 142828	1000.0	1000	1	20.0	23.4	20	300	27.070038080215454
20250510 142829	1000.0	1000	1	20.0	23.4	20	300	28.07003927230835
20250510 142830	1000.0	1000	1	20.0	23.4	20	300	29.070040941238403
20250510 142831	1000.0	1000	1	20.0	23.4	20	300	30.0700421333313
20250510 142832	1000.0	1000	1	20.0	23.4	20	300	31.070043802261353
20250510 142833	1000.0	1000	1	20.0	23.4	20	300	32.07004499435425
20250510 142834	1000.0	1000	1	20.0	23.3	20	300	33.07004642486572
20250510 142835	1000.0	1000	1	20.0	23.3	20	300	34.0700478553772
20250510 142836	1000.0	1000	1	20.0	23.3	20	300	35.07004904747009
20250510 142837	1000.0	1000	1	20.0	23.3	20	300	36.07005071640015
20250510 142838	1000.0	1000	1	20.0	23.3	20	300	37.07005190849304
