clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250511 135432	900.2	1000	1	20.0	21.9	20	60	0.08000040054321289
20250511 135433	980.0	1000	1	20.0	21.9	20	60	1.0700016021728516
20250511 135434	997.8	1000	1	20.0	21.9	20	60	2.070003032684326
20250511 135435	1001.1	1000	1	20.0	21.9	20	60	3.0700042247772217
20250511 135436	1000.3	1000	1	20.0	21.9	20	60	4.070005893707275
20250511 135437	999.4	1000	1	20.0	21.9	20	60	5.070007085800171
20250511 135438	999.8	1000	1	20.0	21.9	20	60	6.0700085163116455
20250511 135439	1000.3	1000	1	20.0	21.9	20	60	7.07000994682312
20250511 135440	1000.1	1000	1	20.0	21.9	20	60	8.070011138916016
20250511 135441	999.9	1000	1	20.0	21.9	20	60	9.07001280784607
20250511 135442	999.8	1000	1	20.0	21.9	20	60	10.070013999938965
20250511 135443	1000.0	1000	1	20.0	21.9	20	60	11.070015668869019
20250511 135444	1000.0	1000	1	20.0	21.9	20	60	12.070016860961914
20250511 135445	1000.0	1000	1	20.0	21.9	20	60	13.070018529891968
20250511 135446	1000.0	1000	1	20.0	21.9	20	60	14.070019721984863
20250511 135447	1000.0	1000	1	20.0	21.9	20	60	15.070021152496338
20250511 135448	1000.0	1000	1	20.0	21.9	20	60	16.070022583007812
20250511 135449	1000.0	1000	1	20.0	21.9	20	60	17.070024013519287
20250511 135450	1000.0	1000	1	20.0	21.9	20	60	18.07002544403076
20250511 135451	1000.0	1000	1	20.0	21.9	20	60	19.070026874542236
20250511 135452	1000.0	1000	1	20.0	21.9	20	60	20.070028066635132
20250511 135453	1000.0	1000	1	20.0	21.9	20	60	21.070029735565186
20250511 135454	1000.0	1000	1	20.0	21.9	20	60	22.07003092765808
20250511 135455	1000.0	1000	1	20.0	21.9	20	60	23.070032119750977
20250511 135456	1000.0	1000	1	20.0	21.9	20	60	24.07003378868103
20250511 135457	1000.0	1000	1	20.0	21.9	20	60	25.070034980773926
20250511 135458	1000.0	1000	1	20.0	21.9	20	60	26.07003664970398
20250511 135459	1000.0	1000	1	20.0	21.9	20	60	27.070037841796875
20250511 135500	1000.0	1000	1	20.0	21.9	20	60	28.07003951072693
20250511 135501	1000.0	1000	1	20.0	21.9	20	60	29.070040702819824
20250511 135502	1000.0	1000	1	20.0	21.9	20	60	30.0700421333313
20250511 135503	1000.0	1000	1	20.0	21.9	20	60	31.070043563842773
20250511 135504	1000.0	1000	1	20.0	21.9	20	60	32.07004499435425
20250511 135505	1000.0	1000	1	20.0	21.9	20	60	33.07004642486572
20250511 135506	1000.0	1000	1	20.0	21.9	20	60	34.0700478553772
20250511 135507	1000.0	1000	1	20.0	21.9	20	60	35.07004904747009
20250511 135508	1000.0	1000	1	20.0	21.9	20	60	36.07005071640015
20250511 135509	1000.0	1000	1	20.0	21.9	20	60	37.07005190849304
20250511 135510	1000.0	1000	1	20.0	21.9	20	60	38.07005333900452
20250511 135511	1000.0	1000	1	20.0	21.9	20	60	39.07005476951599
20250511 135512	1000.0	1000	1	20.0	21.9	20	60	40.07005596160889
20250511 135513	1000.0	1000	1	20.0	21.9	20	60	41.07005763053894
20250511 135514	1000.0	1000	1	20.0	21.9	20	60	42.070058822631836
20250511 135515	1000.0	1000	1	20.0	21.9	20	60	43.07006049156189
20250511 135516	1000.0	1000	1	20.0	21.9	20	60	44.070061683654785
20250511 135517	1000.0	1000	1	20.0	21.9	20	60	45.07006311416626
20250511 135518	1000.0	1000	1	20.0	21.9	20	60	46.070064544677734
20250511 135519	1000.0	1000	1	20.0	21.9	20	60	47.07006597518921
20250511 135520	1000.0	1000	1	20.0	21.9	20	60	48.070067405700684
20250511 135521	1000.0	1000	1	20.0	21.9	20	60	49.07006883621216
20250511 135522	1000.0	1000	1	20.0	21.9	20	60	50.070070028305054
20250511 135523	1000.0	1000	1	20.0	21.9	20	60	51.07007169723511
20250511 135524	1000.0	1000	1	20.0	21.9	20	60	52.070072889328
20250511 135525	1000.0	1000	1	20.0	21.9	20	60	53.07007431983948
20250511 135526	1000.0	1000	1	20.0	21.9	20	60	54.07007575035095
20250511 135527	1000.0	1000	1	20.0	21.9	20	60	55.07007694244385
20250511 135528	1000.0	1000	1	20.0	21.9	20	60	56.0700786113739
20250511 135529	1000.0	1000	1	20.0	21.9	20	60	57.0700798034668
20250511 135530	1000.0	1000	1	20.0	21.9	20	60	58.07008147239685
20250511 135531	1000.0	1000	1	20.0	21.9	20	60	59.070082664489746
20250511 135532	1000.0	900	2	20.0	21.9	20	60	60.13008427619934
20250511 135533	920.2	900	2	20.0	21.9	20	60	61.12008571624756
20250511 135534	902.5	900	2	20.0	21.9	20	60	62.12008714675903
20250511 135535	898.7	900	2	20.0	21.9	20	60	63.12008833885193
20250511 135536	899.6	900	2	20.0	21.9	20	60	64.12009000778198
20250511 135537	900.7	900	2	20.0	21.9	20	60	65.12009119987488
20250511 135538	900.3	900	2	20.0	21.9	20	60	66.12009263038635
20250511 135539	899.6	900	2	20.0	21.9	20	60	67.12009406089783
20250511 135540	899.8	900	2	20.0	21.9	20	60	68.12009525299072
20250511 135541	900.1	900	2	20.0	21.9	20	60	69.12009692192078
20250511 135542	900.2	900	2	20.0	21.9	20	60	70.12009811401367
20250511 135543	900.1	900	2	20.0	21.9	20	60	71.12009978294373
20250511 135544	900.0	900	2	20.0	21.9	20	60	72.12010097503662
20250511 135545	900.0	900	2	20.0	21.9	20	60	73.1201024055481
20250511 135546	900.0	900	2	20.0	21.9	20	60	74.12010383605957
20250511 135547	900.1	900	2	20.0	21.9	20	60	75.12010526657104
20250511 135548	900.1	900	2	20.0	21.9	20	60	76.12010669708252
20250511 135549	900.1	900	2	20.0	21.9	20	60	77.120108127594
20250511 135550	900.1	900	2	20.0	21.9	20	60	78.12010931968689
20250511 135551	900.1	900	2	20.0	21.9	20	60	79.12011098861694
20250511 135552	900.2	900	2	20.0	21.9	20	60	80.12011218070984
20250511 135553	900.2	900	2	20.0	21.9	20	60	81.12011384963989
20250511 135554	900.2	900	2	20.0	21.9	20	60	82.12011504173279
20250511 135555	900.2	900	2	20.0	21.9	20	60	83.12011623382568
20250511 135556	900.2	900	2	20.0	21.9	20	60	84.12011790275574
20250511 135557	900.2	900	2	20.0	21.9	20	60	85.12011909484863
20250511 135558	900.2	900	2	20.0	21.9	20	60	86.12012076377869
20250511 135559	900.2	900	2	20.0	21.9	20	60	87.12012195587158
20250511 135600	900.2	900	2	20.0	21.9	20	60	88.12012338638306
20250511 135601	900.2	900	2	20.0	21.9	20	60	89.12012481689453
20250511 135602	900.2	900	2	20.0	21.9	20	60	90.120126247406
20250511 135603	900.2	900	2	20.0	21.9	20	60	91.12012767791748
20250511 135604	900.2	900	2	20.0	21.9	20	60	92.12012910842896
20250511 135605	900.2	900	2	20.0	21.9	20	60	93.12013030052185
20250511 135606	900.2	900	2	20.0	21.9	20	60	94.1201319694519
20250511 135607	900.2	900	2	20.0	21.9	20	60	95.1201331615448
20250511 135608	900.2	900	2	20.0	21.9	20	60	96.12013483047485
20250511 135609	900.2	900	2	20.0	21.9	20	60	97.12013602256775
20250511 135610	900.2	900	2	20.0	21.9	20	60	98.12013721466064
20250511 135611	900.2	900	2	20.0	21.9	20	60	99.1201388835907
20250511 135612	900.2	900	2	20.0	21.9	20	60	100.1201400756836
20250511 135613	900.2	900	2	20.0	21.9	20	60	101.12014174461365
