clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250512 105221	1000.0	1000	1	0.6	5.1	0	240	0.06999993324279785
20250512 105222	1000.0	1000	1	0.6	5.1	0	240	1.0700013637542725
20250512 105223	1000.0	1000	1	0.6	5.1	0	240	2.070002794265747
20250512 105224	1000.0	1000	1	0.6	5.1	0	240	3.0700042247772217
20250512 105225	1000.0	1000	1	0.6	5.1	0	240	4.070005655288696
20250512 105226	1000.0	1000	1	0.6	5.1	0	240	5.070006847381592
20250512 105227	1000.0	1000	1	0.7	5.1	0	240	6.0700085163116455
20250512 105228	1000.0	1000	1	0.6	5.1	0	240	7.070009708404541
20250512 105229	1000.0	1000	1	0.6	5.1	0	240	8.070011138916016
20250512 105230	1000.0	1000	1	0.7	5.1	0	240	9.07001256942749
20250512 105231	1000.0	1000	1	0.6	5.1	0	240	10.070013761520386
20250512 105232	1000.0	1000	1	0.6	5.1	0	240	11.07001543045044
20250512 105233	1000.0	1000	1	0.6	5.1	0	240	12.070016622543335
20250512 105234	1000.0	1000	1	0.6	5.1	0	240	13.070018291473389
20250512 105235	1000.0	1000	1	0.6	5.1	0	240	14.070019483566284
20250512 105236	1000.0	1000	1	0.6	5.1	0	240	15.070020914077759
20250512 105237	1000.0	1000	1	0.6	5.1	0	240	16.070022344589233
20250512 105238	1000.0	1000	1	0.6	5.1	0	240	17.070023775100708
20250512 105239	1000.0	1000	1	0.6	5.1	0	240	18.070025205612183
20250512 105240	1000.0	1000	1	0.6	5.1	0	240	19.0600266456604
20250512 105241	1000.0	1000	1	0.7	5.1	0	240	20.070027828216553
20250512 105242	1000.0	1000	1	0.6	5.1	0	240	21.070029497146606
20250512 105243	1000.0	1000	1	0.6	5.1	0	240	22.070030689239502
20250512 105244	1000.0	1000	1	0.7	5.1	0	240	23.070032358169556
20250512 105245	1000.0	1000	1	0.6	5.1	0	240	24.07003355026245
20250512 105246	1000.0	1000	1	0.6	5.1	0	240	25.070034742355347
20250512 105247	1000.0	1000	1	0.7	5.1	0	240	26.0700364112854
20250512 105248	1000.0	1000	1	0.6	5.1	0	240	27.070037603378296
20250512 105249	1000.0	1000	1	0.7	5.1	0	240	28.07003927230835
20250512 105250	1000.0	1000	1	0.6	5.1	0	240	29.070040464401245
20250512 105251	1000.0	1000	1	0.6	5.1	0	240	30.0700421333313
20250512 105252	1000.0	1000	1	0.7	5.1	0	240	31.070043325424194
20250512 105253	1000.0	1000	1	0.7	5.1	0	240	32.07004475593567
20250512 105254	1000.0	1000	1	0.6	5.1	0	240	33.070046186447144
20250512 105255	1000.0	1000	1	0.7	5.1	0	240	34.07004761695862
20250512 105256	1000.0	1000	1	0.6	5.1	0	240	35.07004904747009
20250512 105257	1000.0	1000	1	0.6	5.1	0	240	36.07005047798157
20250512 105258	1000.0	1000	1	0.7	5.1	0	240	37.07005167007446
20250512 105259	1000.0	1000	1	0.7	5.1	0	240	38.07005333900452
20250512 105300	1000.0	1000	1	0.6	5.1	0	240	39.07005453109741
20250512 105301	1000.0	1000	1	0.7	5.1	0	240	40.07005572319031
20250512 105302	1000.0	1000	1	0.7	5.1	0	240	41.07005739212036
20250512 105303	1000.0	1000	1	0.7	5.1	0	240	42.07005858421326
20250512 105304	1000.0	1000	1	0.7	5.1	0	240	43.07006025314331
20250512 105305	1000.0	1000	1	0.6	5.1	0	240	44.070061445236206
20250512 105306	1000.0	1000	1	0.7	5.1	0	240	45.07006311416626
