clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250513 094259	1000.0	1000	1	20.0	22.0	20	120	0.07000017166137695
20250513 094300	1000.0	1000	1	20.0	22.0	20	120	1.0700016021728516
20250513 094301	1000.0	1000	1	20.0	22.0	20	120	2.0600030422210693
20250513 094302	1000.0	1000	1	20.0	22.0	20	120	3.060004472732544
20250513 094303	1000.0	1000	1	20.0	22.0	20	120	4.0600059032440186
20250513 094304	1000.0	1000	1	20.0	22.0	20	120	5.060007333755493
20250513 094305	1000.0	1000	1	20.0	22.0	20	120	6.060008525848389
20250513 094306	1000.0	1000	1	20.0	22.0	20	120	7.060009956359863
20250513 094307	1000.0	1000	1	20.0	22.0	20	120	8.060011386871338
20250513 094308	1000.0	1000	1	20.0	22.0	20	120	9.060012817382812
20250513 094309	1000.0	1000	1	20.0	22.0	20	120	10.060014247894287
20250513 094310	1000.0	1000	1	20.0	22.0	20	120	11.060015678405762
20250513 094311	1000.0	1000	1	20.0	22.0	20	120	12.060016870498657
20250513 094312	1000.0	1000	1	20.0	22.0	20	120	13.060018539428711
20250513 094313	1000.0	1000	1	20.0	22.0	20	120	14.060019731521606
20250513 094314	1000.0	1000	1	20.0	22.0	20	120	15.06002140045166
20250513 094315	1000.0	1000	1	20.0	22.0	20	120	16.060022592544556
20250513 094316	1000.0	1000	1	20.0	22.0	20	120	17.06002402305603
20250513 094317	1000.0	1000	1	20.0	22.0	20	120	18.060025453567505
20250513 094318	1000.0	1000	1	20.0	22.0	20	120	19.06002688407898
20250513 094319	1000.0	1000	1	20.0	22.0	20	120	20.060028314590454
20250513 094320	1000.0	1000	1	20.0	22.0	20	120	21.06002950668335
20250513 094321	1000.0	1000	1	20.0	22.0	20	120	22.060030937194824
20250513 094322	1000.0	1000	1	20.0	22.0	20	120	23.0600323677063
20250513 094323	1000.0	1000	1	20.0	22.0	20	120	24.060033798217773
20250513 094324	1000.0	1000	1	20.0	22.0	20	120	25.060035228729248
20250513 094325	1000.0	1000	1	20.0	22.0	20	120	26.060036659240723
20250513 094326	1000.0	1000	1	20.0	22.0	20	120	27.060037851333618
20250513 094327	1000.0	1000	1	20.0	22.0	20	120	28.060039520263672
20250513 094328	1000.0	1000	1	20.0	22.0	20	120	29.070040941238403
20250513 094329	1000.0	1000	1	20.0	22.0	20	120	30.06004238128662
20250513 094330	1000.0	1000	1	20.0	22.0	20	120	31.060043573379517
20250513 094331	1000.0	1000	1	20.0	22.0	20	120	32.06004500389099
20250513 094332	1000.0	1000	1	20.0	22.0	20	120	33.060046434402466
20250513 094333	1000.0	1000	1	20.0	22.0	20	120	34.06004786491394
20250513 094334	1000.0	1000	1	20.0	22.0	20	120	35.060049295425415
20250513 094335	1000.0	1000	1	20.0	22.0	20	120	36.06005072593689
20250513 094336	1000.0	1000	1	20.0	22.0	20	120	37.060051918029785
20250513 094337	1000.0	1000	1	20.0	22.0	20	120	38.06005334854126
20250513 094338	1000.0	1000	1	20.0	22.0	20	120	39.060054779052734
20250513 094339	1000.0	1000	1	20.0	22.0	20	120	40.06005620956421
20250513 094340	1000.0	1000	1	20.0	22.0	20	120	41.060057640075684
20250513 094341	1000.0	1000	1	20.0	22.0	20	120	42.06005883216858
20250513 094342	1000.0	1000	1	20.0	22.0	20	120	43.06006050109863
20250513 094343	1000.0	1000	1	20.0	22.0	20	120	44.06006169319153
20250513 094344	1000.0	1000	1	20.0	22.0	20	120	45.06006336212158
20250513 094345	1000.0	1000	1	20.0	22.0	20	120	46.06006455421448
20250513 094346	1000.0	1000	1	20.0	22.0	20	120	47.06006598472595
20250513 094347	1000.0	1000	1	20.0	22.0	20	120	48.06006741523743
20250513 094348	1000.0	1000	1	20.0	22.0	20	120	49.0600688457489
20250513 094349	1000.0	1000	1	20.0	22.0	20	120	50.060070276260376
20250513 094350	1000.0	1000	1	20.0	22.0	20	120	51.06007170677185
20250513 094351	1000.0	1000	1	20.0	22.0	20	120	52.060072898864746
20250513 094352	1000.0	1000	1	20.0	22.0	20	120	53.06007432937622
20250513 094353	1000.0	1000	1	20.0	22.0	20	120	54.060075759887695
20250513 094354	1000.0	1000	1	20.0	22.0	20	120	55.06007719039917
20250513 094355	1000.0	1000	1	20.0	22.0	20	120	56.060078620910645
20250513 094356	1000.0	1000	1	20.0	22.0	20	120	57.06007981300354
20250513 094357	1000.0	1000	1	20.0	22.0	20	120	58.060081481933594
20250513 094358	1000.0	1000	1	20.0	22.0	20	120	59.06008267402649
20250513 094359	1000.0	1000	1	20.0	22.0	20	120	60.06008434295654
20250513 094400	1000.0	1000	1	20.0	22.0	20	120	61.06008553504944
20250513 094401	1000.0	1000	1	20.0	22.0	20	120	62.06008720397949
20250513 094402	1000.0	1000	1	20.0	22.0	20	120	63.06008839607239
20250513 094403	1000.0	1000	1	20.0	22.0	20	120	64.06008982658386
20250513 094404	1000.0	1000	1	20.0	22.0	20	120	65.06009125709534
20250513 094405	1000.0	1000	1	20.0	22.0	20	120	66.06009268760681
20250513 094406	1000.0	1000	1	20.0	22.0	20	120	67.06009411811829
20250513 094407	1000.0	1000	1	20.0	22.0	20	120	68.06009554862976
20250513 094408	1000.0	1000	1	20.0	22.0	20	120	69.06009674072266
20250513 094409	1000.0	1000	1	20.0	22.0	20	120	70.06009817123413
20250513 094410	1000.0	1000	1	20.0	22.0	20	120	71.0600996017456
20250513 094411	1000.0	1000	1	20.0	22.0	20	120	72.0601007938385
20250513 094412	1000.0	1000	1	20.0	22.0	20	120	73.06010246276855
20250513 094413	1000.0	1000	1	20.0	22.0	20	120	74.06010365486145
20250513 094414	1000.0	1000	1	20.0	22.0	20	120	75.07010507583618
20250513 094415	1000.0	1000	1	20.0	22.0	20	120	76.0601065158844
20250513 094416	1000.0	1000	1	20.0	22.0	20	120	77.07010793685913
20250513 094417	1000.0	1000	1	20.0	22.0	20	120	78.06010937690735
20250513 094418	1000.0	1000	1	20.0	22.0	20	120	79.06011080741882
20250513 094419	1000.0	1000	1	20.0	22.0	20	120	80.0601122379303
20250513 094420	1000.0	1000	1	20.0	22.0	20	120	81.06011366844177
20250513 094421	1000.0	1000	1	20.0	22.0	20	120	82.06011509895325
20250513 094422	1000.0	1000	1	20.0	22.0	20	120	83.07011651992798
20250513 094423	1000.0	1000	1	20.0	22.0	20	120	84.07011795043945
20250513 094424	1000.0	1000	1	20.0	22.0	20	120	85.06011915206909
20250513 094425	1000.0	1000	1	20.0	22.0	20	120	86.06012058258057
20250513 094426	1000.0	1000	1	20.0	22.0	20	120	87.06012201309204
20250513 094427	1000.0	1000	1	20.0	22.0	20	120	88.06012344360352
20250513 094428	1000.0	1000	1	20.0	22.0	20	120	89.06012463569641
20250513 094429	1000.0	1000	1	20.0	22.0	20	120	90.06012630462646
20250513 094430	1000.0	1000	1	20.0	22.0	20	120	91.06012749671936
20250513 094431	1000.0	1000	1	20.0	22.0	20	120	92.06012916564941
20250513 094432	1000.0	1000	1	20.0	22.0	20	120	93.06013035774231
20250513 094433	1000.0	1000	1	20.0	22.0	20	120	94.06013178825378
20250513 094434	1000.0	1000	1	20.0	22.0	20	120	95.06013321876526
20250513 094435	1000.0	1000	1	20.0	22.0	20	120	96.06013464927673
20250513 094436	1000.0	1000	1	20.0	22.0	20	120	97.06013607978821
20250513 094437	1000.0	1000	1	20.0	22.0	20	120	98.06013751029968
