clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250512 165635	300.0	300	118	50.0	49.2	50	60	0.08000040054321289
20250512 165636	300.0	300	118	50.0	49.2	50	60	1.0700016021728516
20250512 165637	300.0	300	118	50.0	49.2	50	60	2.070003032684326
20250512 165638	300.0	300	118	50.0	49.2	50	60	3.0700042247772217
20250512 165639	300.0	300	118	50.0	49.2	50	60	4.070005893707275
20250512 165640	300.0	300	118	50.0	49.2	50	60	5.070007085800171
20250512 165641	300.0	300	118	50.0	49.2	50	60	6.070008754730225
20250512 165642	300.0	300	118	50.0	49.2	50	60	7.07000994682312
20250512 165643	300.0	300	118	50.0	49.2	50	60	8.070011615753174
20250512 165644	300.0	300	118	50.0	49.2	50	60	9.07001280784607
20250512 165645	300.0	300	118	50.0	49.2	50	60	10.070014238357544
20250512 165646	300.0	300	118	50.0	49.2	50	60	11.070015668869019
20250512 165647	300.0	300	118	50.0	49.2	50	60	12.070017099380493
20250512 165648	300.0	300	118	50.0	49.2	50	60	13.070018529891968
20250512 165649	300.0	300	118	50.0	49.2	50	60	14.070019721984863
20250512 165650	300.0	300	118	50.0	49.2	50	60	15.070021152496338
