clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250626 133535	1000.0	1000	1	0.6	5.0	0	60	0.07999992370605469
20250626 133536	1000.0	1000	1	0.6	5.0	0	60	1.0700013637542725
20250626 133537	1000.0	1000	1	0.6	5.0	0	60	2.070003032684326
20250626 133538	1000.0	1000	1	0.6	5.0	0	60	3.0700042247772217
20250626 133539	1000.0	1000	1	0.6	5.0	0	60	4.070005655288696
20250626 133540	1000.0	1000	1	0.6	5.0	0	60	5.070007085800171
20250626 133541	1000.1	1000	1	0.6	5.0	0	60	6.070008277893066
20250626 133542	1000.1	1000	1	0.6	5.0	0	60	7.07000994682312
20250626 133543	1000.1	1000	1	0.6	5.0	0	60	8.070011138916016
20250626 133544	1000.1	1000	1	0.6	5.0	0	60	9.07001280784607
20250626 133545	1000.1	1000	1	0.6	5.0	0	60	10.070013999938965
20250626 133546	1000.1	1000	1	0.6	5.0	0	60	11.07001543045044
20250626 133547	1000.0	1000	1	0.6	5.0	0	60	12.070016860961914
20250626 133548	1000.0	1000	1	0.6	5.0	0	60	13.070018291473389
20250626 133549	1000.0	1000	1	0.6	5.0	0	60	14.070019721984863
20250626 133550	1000.0	1000	1	0.6	5.0	0	60	15.070021152496338
20250626 133551	1000.0	1000	1	0.6	5.0	0	60	16.070022344589233
20250626 133552	1000.0	1000	1	0.6	5.0	0	60	17.070024013519287
20250626 133553	1000.0	1000	1	0.6	5.0	0	60	18.070025205612183
20250626 133554	1000.0	1000	1	0.6	5.0	0	60	19.070026636123657
20250626 133555	1000.0	1000	1	0.6	5.0	0	60	20.070028066635132
20250626 133556	1000.0	1000	1	0.6	5.0	0	60	21.070029258728027
20250626 133557	1000.0	1000	1	0.6	5.0	0	60	22.07003092765808
20250626 133558	1000.0	1000	1	0.6	5.0	0	60	23.070032119750977
20250626 133559	1000.0	1000	1	0.6	5.0	0	60	24.07003378868103
20250626 133600	1000.0	1000	1	0.6	5.0	0	60	25.070034980773926
20250626 133601	1000.0	1000	1	0.6	5.0	0	60	26.0700364112854
20250626 133602	1000.0	1000	1	0.6	5.0	0	60	27.070037841796875
20250626 133603	1000.0	1000	1	0.6	5.0	0	60	28.07003927230835
20250626 133604	1000.0	1000	1	0.6	5.0	0	60	29.070040702819824
20250626 133605	1000.0	1000	1	0.6	5.0	0	60	30.0700421333313
20250626 133606	1000.0	1000	1	0.6	5.0	0	60	31.070043325424194
20250626 133607	1000.0	1000	1	0.6	5.0	0	60	32.07004499435425
20250626 133608	1000.0	1000	1	0.6	5.0	0	60	33.070046186447144
20250626 133609	1000.0	1000	1	0.6	5.0	0	60	34.07004761695862
20250626 133610	1000.0	1000	1	0.6	5.0	0	60	35.07004904747009
20250626 133611	1000.0	1000	1	0.6	5.0	0	60	36.07005023956299
20250626 133612	1000.0	1000	1	0.6	5.0	0	60	37.07005190849304
20250626 133613	1000.0	1000	1	0.6	5.0	0	60	38.07005310058594
20250626 133614	1000.0	1000	1	0.6	5.0	0	60	39.07005476951599
20250626 133615	1000.0	1000	1	0.6	5.0	0	60	40.07005596160889
20250626 133616	1000.0	1000	1	0.6	5.0	0	60	41.07005739212036
20250626 133617	1000.0	1000	1	0.6	5.0	0	60	42.070058822631836
20250626 133618	1000.0	1000	1	0.6	5.0	0	60	43.07006025314331
20250626 133619	1000.0	1000	1	0.6	5.0	0	60	44.070061683654785
20250626 133620	1000.0	1000	1	0.6	5.0	0	60	45.07006311416626
20250626 133621	1000.0	1000	1	0.6	5.0	0	60	46.070064306259155
20250626 133622	1000.0	1000	1	0.6	5.0	0	60	47.07006597518921
20250626 133623	1000.0	1000	1	0.6	5.0	0	60	48.070067167282104
20250626 133624	1000.0	1000	1	0.6	5.0	0	60	49.07006883621216
20250626 133625	1000.0	1000	1	0.6	5.0	0	60	50.070070028305054
20250626 133626	1000.0	1000	1	0.6	5.0	0	60	51.07007122039795
