clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250515 183055	1000.1	1000	1	0.6	4.8	0	60	0.08000016212463379
20250515 183056	1000.0	1000	1	0.6	4.8	0	60	1.0700013637542725
20250515 183057	1000.0	1000	1	0.6	4.8	0	60	2.070003032684326
20250515 183058	1000.0	1000	1	0.6	4.8	0	60	3.0700042247772217
20250515 183059	1000.0	1000	1	0.6	4.8	0	60	4.070005893707275
20250515 183100	1000.0	1000	1	0.6	4.8	0	60	5.070007085800171
20250515 183101	1000.0	1000	1	0.6	4.8	0	60	6.0700085163116455
20250515 183102	1000.0	1000	1	0.6	4.8	0	60	7.07000994682312
20250515 183103	1000.0	1000	1	0.6	4.8	0	60	8.070011377334595
20250515 183104	1000.0	1000	1	0.6	4.8	0	60	9.07001280784607
20250515 183105	1000.0	1000	1	0.6	4.8	0	60	10.070014238357544
20250515 183106	1000.0	1000	1	0.6	4.8	0	60	11.07001543045044
20250515 183107	1000.0	1000	1	0.6	4.8	0	60	12.070017099380493
20250515 183108	1000.0	1000	1	0.6	4.8	0	60	13.070018291473389
20250515 183109	1000.0	1000	1	0.6	4.8	0	60	14.070019721984863
20250515 183110	1000.0	1000	1	0.6	4.8	0	60	15.070021152496338
20250515 183111	1000.0	1000	1	0.6	4.8	0	60	16.070022344589233
20250515 183112	1000.0	1000	1	0.6	4.8	0	60	17.070024013519287
20250515 183113	1000.0	1000	1	0.6	4.8	0	60	18.070025205612183
20250515 183114	1000.0	1000	1	0.6	4.8	0	60	19.070026874542236
20250515 183115	1000.0	1000	1	0.6	4.8	0	60	20.070028066635132
20250515 183116	1000.0	1000	1	0.6	4.8	0	60	21.070029497146606
20250515 183117	1000.0	1000	1	0.6	4.8	0	60	22.07003092765808
20250515 183118	1000.0	1000	1	0.6	4.8	0	60	23.070032358169556
20250515 183119	1000.0	1000	1	0.6	4.8	0	60	24.07003378868103
20250515 183120	1000.0	1000	1	0.6	4.8	0	60	25.070035219192505
20250515 183121	1000.0	1000	1	0.6	4.8	0	60	26.0700364112854
20250515 183122	1000.0	1000	1	0.6	4.8	0	60	27.070038080215454
20250515 183123	1000.0	1000	1	0.6	4.8	0	60	28.07003927230835
