clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250514 191007	1000.0	1000	1	0.3	19.4	0	60	0.08000016212463379
20250514 191008	1000.0	1000	1	0.3	19.4	0	60	1.0700016021728516
20250514 191009	1000.0	1000	1	0.3	19.4	0	60	2.070003032684326
20250514 191010	1000.0	1000	1	0.3	19.4	0	60	3.0700042247772217
20250514 191011	1000.0	1000	1	0.3	19.4	0	60	4.070005893707275
20250514 191012	1000.0	1000	1	0.3	19.4	0	60	5.070007085800171
20250514 191013	1000.0	1000	1	0.3	19.4	0	60	6.070008754730225
20250514 191014	1000.0	1000	1	0.3	19.4	0	60	7.07000994682312
20250514 191015	1000.0	1000	1	0.3	19.4	0	60	8.070011377334595
20250514 191016	1000.0	1000	1	0.3	19.4	0	60	9.07001280784607
20250514 191017	1000.0	1000	1	0.3	19.4	0	60	10.070013999938965
20250514 191018	1000.0	1000	1	0.3	19.4	0	60	11.070015668869019
20250514 191019	1000.0	1000	1	0.3	19.4	0	60	12.070016860961914
20250514 191020	1000.0	1000	1	0.3	19.4	0	60	13.070018291473389
20250514 191021	1000.0	1000	1	0.3	19.4	0	60	14.070019721984863
20250514 191022	1000.0	1000	1	0.3	19.4	0	60	15.070021152496338
20250514 191023	1000.0	1000	1	0.3	19.4	0	60	16.070022583007812
20250514 191024	1000.0	1000	1	0.3	19.4	0	60	17.070024013519287
20250514 191025	1000.0	1000	1	0.3	19.4	0	60	18.070025205612183
20250514 191026	1000.0	1000	1	0.3	19.4	0	60	19.070026874542236
20250514 191027	1000.0	1000	1	0.3	19.4	0	60	20.070028066635132
20250514 191028	1000.0	1000	1	0.3	19.4	0	60	21.070029735565186
20250514 191029	1000.0	1000	1	0.3	19.4	0	60	22.07003092765808
20250514 191030	1000.1	1000	1	0.3	19.4	0	60	23.070032358169556
20250514 191031	1000.0	1000	1	0.3	19.4	0	60	24.07003378868103
20250514 191032	1000.0	1000	1	0.3	19.5	0	60	25.070034980773926
20250514 191033	1000.0	1000	1	0.3	19.4	0	60	26.07003664970398
20250514 191034	1000.0	1000	1	0.3	19.5	0	60	27.070037841796875
20250514 191035	1000.0	1000	1	0.3	19.5	0	60	28.07003927230835
20250514 191036	1000.0	1000	1	0.3	19.5	0	60	29.070040702819824
20250514 191037	1000.0	1000	1	0.3	19.5	0	60	30.0700421333313
20250514 191038	1000.0	1000	1	0.3	19.5	0	60	31.070043563842773
20250514 191039	1000.0	1000	1	0.3	19.5	0	60	32.07004499435425
20250514 191040	1000.0	1000	1	0.3	19.5	0	60	33.070046186447144
20250514 191041	1000.0	1000	1	0.3	19.5	0	60	34.0700478553772
20250514 191042	1000.0	1000	1	0.3	19.5	0	60	35.07004904747009
20250514 191043	1000.0	1000	1	0.3	19.5	0	60	36.07005071640015
20250514 191044	1000.0	1000	1	0.3	19.5	0	60	37.07005190849304
20250514 191045	1000.0	1000	1	0.3	19.5	0	60	38.070053577423096
20250514 191046	1000.0	1000	1	0.3	19.5	0	60	39.07005476951599
20250514 191047	1000.0	1000	1	0.3	19.5	0	60	40.070056200027466
20250514 191048	1000.0	1000	1	0.3	19.5	0	60	41.07005763053894
20250514 191049	1000.0	1000	1	0.3	19.5	0	60	42.070058822631836
20250514 191050	1000.0	1000	1	0.3	19.5	0	60	43.07006049156189
20250514 191051	1000.0	1000	1	0.3	19.5	0	60	44.070061683654785
20250514 191052	1000.0	1000	1	0.3	19.5	0	60	45.07006311416626
20250514 191053	1000.0	1000	1	0.3	19.5	0	60	46.070064544677734
20250514 191054	1000.0	1000	1	0.3	19.5	0	60	47.07006597518921
20250514 191055	1000.0	1000	1	0.3	19.5	0	60	48.070067405700684
20250514 191056	1000.0	1000	1	0.3	19.5	0	60	49.07006883621216
20250514 191057	1000.0	1000	1	0.3	19.5	0	60	50.070070028305054
20250514 191058	1000.0	1000	1	0.3	19.5	0	60	51.07007169723511
20250514 191059	1000.0	1000	1	0.3	19.5	0	60	52.070072889328
20250514 191100	1000.0	1000	1	0.3	19.5	0	60	53.07007455825806
20250514 191101	1000.0	1000	1	0.3	19.5	0	60	54.07007575035095
20250514 191102	1000.0	1000	1	0.3	19.5	0	60	55.07007718086243
20250514 191103	1000.1	1000	1	0.3	19.5	0	60	56.0700786113739
20250514 191104	1000.0	1000	1	0.3	19.5	0	60	57.070080041885376
20250514 191105	1000.0	1000	1	0.2	19.5	0	60	58.07008147239685
20250514 191106	1000.0	1000	1	0.2	19.5	0	60	59.070082664489746
20250514 191107	1000.0	900	2	0.2	19.5	0	60	60.13008427619934
20250514 191108	921.7	900	2	0.2	19.5	0	60	61.12008547782898
20250514 191109	903.0	900	2	0.2	19.5	0	60	62.12008714675903
20250514 191110	898.5	900	2	0.2	19.5	0	60	63.12008833885193
20250514 191111	899.6	900	2	0.2	19.5	0	60	64.12009000778198
