clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250509 133453	400.0	1000	1	19.8	22.1	20	300	0.07000017166137695
20250509 133454	525.5	1000	1	19.8	22.1	20	300	1.0600013732910156
20250509 133455	672.1	1000	1	19.8	22.1	20	300	2.0600028038024902
20250509 133456	823.5	1000	1	19.8	22.1	20	300	3.060004234313965
20250509 133457	962.2	1000	1	19.8	22.1	20	300	4.0600056648254395
20250509 133458	995.5	1000	1	19.8	22.1	20	300	5.060007095336914
20250509 133459	1000.6	1000	1	19.8	22.1	20	300	6.06000828742981
20250509 133500	1000.4	1000	1	19.8	22.1	20	300	7.060009956359863
20250509 133501	999.6	1000	1	19.8	22.1	20	300	8.060011148452759
20250509 133502	999.5	1000	1	19.8	22.1	20	300	9.060012817382812
20250509 133503	1000.5	1000	1	19.8	22.1	20	300	10.060014009475708
20250509 133504	1000.3	1000	1	19.8	22.1	20	300	11.060015439987183
20250509 133505	999.9	1000	1	19.8	22.1	20	300	12.060016870498657
20250509 133506	999.7	1000	1	19.8	22.1	20	300	13.060018062591553
20250509 133507	999.9	1000	1	19.8	22.1	20	300	14.060019731521606
20250509 133508	1000.3	1000	1	19.8	22.1	20	300	15.060020923614502
20250509 133509	1000.1	1000	1	19.8	22.1	20	300	16.060022354125977
20250509 133510	999.9	1000	1	19.8	22.1	20	300	17.06002378463745
20250509 133511	999.8	1000	1	19.8	22.1	20	300	18.060025215148926
20250509 133512	1000.2	1000	1	19.8	22.1	20	300	19.0600266456604
20250509 133513	1000.0	1000	1	19.8	22.1	20	300	20.060028076171875
20250509 133514	999.9	1000	1	19.9	22.1	20	300	21.06002926826477
20250509 133515	1000.0	1000	1	19.9	22.1	20	300	22.060030937194824
20250509 133516	1000.0	1000	1	19.9	22.1	20	300	23.06003212928772
20250509 133517	1000.0	1000	1	19.9	22.1	20	300	24.060033798217773
20250509 133518	1000.1	1000	1	19.9	22.1	20	300	25.06003499031067
20250509 133519	1000.0	1000	1	19.9	22.1	20	300	26.060036420822144
20250509 133520	1000.0	1000	1	19.9	22.1	20	300	27.060037851333618
20250509 133521	1000.1	1000	1	19.9	22.1	20	300	28.060039281845093
20250509 133522	1000.0	1000	1	19.9	22.1	20	300	29.060040712356567
20250509 133523	1000.0	1000	1	19.9	22.1	20	300	30.060041904449463
20250509 133524	1000.0	1000	1	19.9	22.1	20	300	31.060043334960938
20250509 133525	1000.0	1000	1	19.9	22.1	20	300	32.06004476547241
20250509 133526	1000.0	1000	1	19.9	22.1	20	300	33.06004619598389
20250509 133527	1000.0	1000	1	19.9	22.1	20	300	34.06004762649536
20250509 133528	1000.1	1000	1	19.9	22.1	20	300	35.060049057006836
20250509 133529	1000.0	1000	1	19.9	22.1	20	300	36.06005024909973
20250509 133530	1000.0	1000	1	19.9	22.1	20	300	37.060051918029785
20250509 133531	1000.0	1000	1	19.9	22.1	20	300	38.06005311012268
20250509 133532	1000.1	1000	1	19.9	22.1	20	300	39.060054779052734
20250509 133533	1000.0	1000	1	19.9	22.1	20	300	40.06005597114563
20250509 133534	1000.0	1000	1	19.9	22.1	20	300	41.060057640075684
20250509 133535	1000.0	1000	1	19.9	22.1	20	300	42.06005883216858
20250509 133536	1000.1	1000	1	19.9	22.1	20	300	43.060060262680054
20250509 133537	1000.0	1000	1	20.0	22.1	20	300	44.06006169319153
20250509 133538	1000.0	1000	1	20.0	22.1	20	300	45.060062885284424
20250509 133539	1000.0	1000	1	20.0	22.1	20	300	46.06006455421448
20250509 133540	1000.1	1000	1	20.0	22.1	20	300	47.06006574630737
20250509 133541	1000.0	1000	1	20.0	22.1	20	300	48.06006717681885
20250509 133542	1000.0	1000	1	20.0	22.1	20	300	49.06006860733032
