clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250514 120310	1000.0	1000	1	20.0	22.1	20	120	0.07000017166137695
20250514 120311	1000.0	1000	1	20.0	22.1	20	120	1.0600016117095947
20250514 120312	1000.0	1000	1	20.0	22.1	20	120	2.0600028038024902
20250514 120313	1000.0	1000	1	20.0	22.1	20	120	3.060004472732544
20250514 120314	1000.0	1000	1	20.0	22.1	20	120	4.0600056648254395
20250514 120315	1000.0	1000	1	20.0	22.0	20	120	5.060007333755493
20250514 120316	1000.0	1000	1	20.0	22.1	20	120	6.060008525848389
20250514 120317	1000.0	1000	1	20.0	22.1	20	120	7.060010194778442
20250514 120318	1000.0	1000	1	20.0	22.0	20	120	8.060011386871338
20250514 120319	1000.0	1000	1	20.0	22.1	20	120	9.060012817382812
20250514 120320	1000.0	1000	1	20.0	22.0	20	120	10.060014247894287
20250514 120321	1000.0	1000	1	20.0	22.1	20	120	11.060015678405762
20250514 120322	1000.0	1000	1	20.0	22.0	20	120	12.060017108917236
20250514 120323	1000.0	1000	1	20.0	22.0	20	120	13.060018301010132
20250514 120324	1000.0	1000	1	20.0	22.0	20	120	14.060019731521606
20250514 120325	1000.0	1000	1	20.0	22.0	20	120	15.060021162033081
20250514 120326	1000.0	1000	1	20.0	22.0	20	120	16.060022592544556
20250514 120327	1000.0	1000	1	20.0	22.0	20	120	17.06002402305603
20250514 120328	1000.0	1000	1	20.0	22.0	20	120	18.060025453567505
20250514 120329	1000.0	1000	1	20.0	22.0	20	120	19.0600266456604
20250514 120330	1000.0	1000	1	20.0	22.0	20	120	20.060028314590454
20250514 120331	1000.0	1000	1	20.0	22.0	20	120	21.06002950668335
20250514 120332	1000.0	1000	1	20.0	22.0	20	120	22.060031175613403
20250514 120333	1000.0	1000	1	20.0	22.0	20	120	23.0600323677063
20250514 120334	1000.0	1000	1	20.0	22.0	20	120	24.060033798217773
20250514 120335	1000.0	1000	1	20.0	22.0	20	120	25.060035228729248
20250514 120336	1000.0	1000	1	20.0	22.0	20	120	26.060036659240723
20250514 120337	1000.0	1000	1	20.0	22.0	20	120	27.060038089752197
20250514 120338	1000.0	1000	1	20.0	22.0	20	120	28.060039520263672
20250514 120339	1000.0	1000	1	20.0	22.0	20	120	29.060040712356567
20250514 120340	1000.0	1000	1	20.0	22.0	20	120	30.060042142868042
20250514 120341	1000.0	1000	1	20.0	22.0	20	120	31.060043573379517
