clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250509 132823	0.2	0	1	20.0	23.3	27	10	0.04999995231628418
20250509 132824	0.2	0	1	20.0	23.3	27	10	1.040001392364502
20250509 132825	0.2	0	1	19.9	23.3	27	10	2.0400025844573975
20250509 132826	0.2	0	1	19.9	23.3	27	10	3.040004253387451
20250509 132827	0.2	0	1	19.9	23.3	27	10	4.040005445480347
20250509 132828	0.2	0	1	19.9	23.3	27	10	5.040006875991821
20250509 132829	0.2	0	1	19.9	23.3	27	10	6.040008306503296
20250509 132830	0.2	0	1	19.9	23.3	27	10	7.0400097370147705
20250509 132831	0.2	0	1	19.9	23.3	27	10	8.040011167526245
20250509 132832	0.2	0	1	19.9	23.3	27	10	9.04001259803772
20250509 132833	0.2	100	2	20.0	23.3	27	10	10.100014209747314
20250509 132834	0.6	100	2	20.0	23.3	27	10	11.200015306472778
20250509 132835	1.2	100	2	20.0	23.3	27	10	12.190016746520996
20250509 132836	3.3	100	2	20.1	23.3	27	10	13.19001841545105
20250509 132837	32.4	100	2	20.1	23.3	27	10	14.190019607543945
20250509 132838	82.3	100	2	20.2	23.3	27	10	15.190021276473999
20250509 132839	99.2	100	2	20.2	23.3	27	10	16.190022468566895
20250509 132840	103.1	100	2	20.2	23.3	27	10	17.19002389907837
20250509 132841	99.1	100	2	20.3	23.3	27	10	18.190025329589844
20250509 132842	99.1	100	2	20.3	23.3	27	10	19.19002676010132
20250509 132843	100.6	200	3	20.3	23.3	27	10	20.250028371810913
20250509 132844	175.1	200	3	20.4	23.2	27	10	21.24002981185913
20250509 132845	196.1	200	3	20.4	23.2	27	10	22.240031003952026
20250509 132846	201.9	200	3	20.4	23.2	27	10	23.240032196044922
20250509 132847	200.6	200	3	20.5	23.2	27	10	24.240033864974976
20250509 132848	199.1	200	3	20.5	23.2	27	10	25.24003505706787
20250509 132849	200.0	200	3	20.5	23.2	27	10	26.240036725997925
20250509 132850	200.5	200	3	20.6	23.2	27	10	27.24003791809082
20250509 132851	200.0	200	3	20.6	23.2	27	10	28.240039587020874
20250509 132852	199.7	200	3	20.6	23.2	27	10	29.24004077911377
20250509 132853	199.9	300	4	20.7	23.2	27	10	30.300042390823364
20250509 132854	276.5	300	4	20.7	23.2	27	10	31.290043592453003
20250509 132855	296.6	300	4	20.7	23.2	27	10	32.29004526138306
20250509 132856	301.6	300	4	20.8	23.2	27	10	33.29004645347595
20250509 132857	300.6	300	4	20.8	23.2	27	10	34.290048122406006
20250509 132858	299.1	300	4	20.8	23.2	27	10	35.2900493144989
20250509 132859	299.9	300	4	20.9	23.2	27	10	36.2900505065918
20250509 132900	300.5	300	4	20.9	23.2	27	10	37.29005217552185
20250509 132901	300.1	300	4	20.9	23.1	27	10	38.290053367614746
20250509 132902	299.7	300	4	21.0	23.1	27	10	39.2900550365448
20250509 132903	299.9	400	5	21.0	23.1	27	10	40.350056171417236
20250509 132904	377.4	400	5	21.0	23.1	27	10	41.340057611465454
20250509 132905	396.9	400	5	21.1	23.1	27	10	42.34005928039551
20250509 132906	401.5	400	5	21.1	23.1	27	10	43.3400604724884
20250509 132907	400.5	400	5	21.1	23.1	27	10	44.34006190299988
20250509 132908	399.1	400	5	21.2	23.1	27	10	45.34006333351135
20250509 132909	399.9	400	5	21.2	23.1	27	10	46.34006476402283
20250509 132910	400.5	400	5	21.2	23.1	27	10	47.3400661945343
