clock	state	temp_act	temp_ext	temp_int	temp_set	time	watch
20250513 203858	1	1.81	0.6	5.0	0	3600	654.6509168148041
20250513 203900	1	1.81	0.6	5.0	0	3600	656.310919046402
20250513 203902	1	1.81	0.6	5.0	0	3600	657.9709212779999
20250513 203903	1	1.81	0.6	5.0	0	3600	659.6309235095978
20250513 203905	1	1.81	0.6	5.0	0	3600	661.2909259796143
20250513 203907	1	1.81	0.6	5.0	0	3600	662.9509282112122
20250513 203908	1	1.81	0.6	5.0	0	3600	664.6109304428101
20250513 203910	1	1.81	0.6	5.0	0	3600	666.2709329128265
20250513 203912	1	1.81	0.6	5.0	0	3600	667.9309351444244
20250513 203913	1	1.81	0.6	5.0	0	3600	669.5909373760223
20250513 203915	1	1.81	0.6	5.0	0	3600	671.2509398460388
20250513 203917	1	1.81	0.6	5.0	0	3600	672.9109420776367
20250513 203918	1	1.81	0.6	5.0	0	3600	674.5709445476532
