clock	state	temp_act	temp_ext	temp_int	temp_set	time	watch
20250513 220517	2	10.13	10.0	12.8	10	3600	5833.418166875839
20250513 220519	2	10.13	10.0	12.8	10	3600	5835.078169107437
20250513 220520	2	10.13	10.0	12.8	10	3600	5836.738171577454
20250513 220522	2	10.13	10.0	12.8	10	3600	5838.3981738090515
20250513 220524	2	10.13	10.0	12.8	10	3600	5840.058176040649
20250513 220525	2	10.13	10.0	12.8	10	3600	5841.7181787490845
20250513 220527	2	10.13	10.0	12.8	10	3600	5843.378180742264
20250513 220529	2	10.13	10.0	12.8	10	3600	5845.038182973862
20250513 220530	2	10.13	10.0	12.8	10	3600	5846.69818520546
20250513 220532	2	10.13	10.0	12.8	10	3600	5848.358187913895
20250513 220534	2	10.13	10.0	12.8	10	3600	5850.018190145493
20250513 220535	2	10.13	10.0	12.8	10	3600	5851.67819237709
20250513 220537	2	10.13	10.0	12.8	10	3600	5853.338194847107
20250513 220539	2	10.13	10.0	12.8	10	3600	5854.998197078705
20250513 220540	2	10.13	10.0	12.8	10	3600	5856.658199310303
20250513 220542	2	10.13	10.0	12.8	10	3600	5858.318201780319
20250513 220544	2	10.13	10.0	12.8	10	3600	5859.978204011917
20250513 220545	2	10.13	10.0	12.8	10	3600	5861.638206243515
20250513 220547	2	10.13	10.0	12.8	10	3600	5863.2982087135315
20250513 220549	2	10.13	10.0	12.8	10	3600	5864.958210945129
20250513 220550	2	10.13	10.0	12.8	10	3600	5866.618213176727
20250513 220552	2	10.13	10.0	12.8	10	3600	5868.278215408325
20250513 220554	2	10.13	10.0	12.8	10	3600	5869.93821811676
20250513 220555	2	10.13	10.0	12.8	10	3600	5871.598220348358
20250513 220557	2	10.13	10.0	12.8	10	3600	5873.258222579956
20250513 220559	2	10.13	10.0	12.8	10	3600	5874.9182250499725
20250513 220600	2	10.13	10.0	12.8	10	3600	5876.57822728157
20250513 220602	2	10.13	10.0	12.8	10	3600	5878.238229513168
20250513 220604	2	10.13	10.0	12.8	10	3600	5879.898231983185
20250513 220605	2	10.13	10.0	12.8	10	3600	5881.558234214783
20250513 220607	2	10.13	10.0	12.8	10	3600	5883.218236446381
20250513 220609	2	10.13	10.0	12.8	10	3600	5884.878238916397
20250513 220610	2	10.13	10.0	12.8	10	3600	5886.538241147995
20250513 220612	2	10.13	10.0	12.8	10	3600	5888.198243379593
20250513 220614	2	10.13	10.0	12.8	10	3600	5889.858246088028
20250513 220615	2	10.13	10.0	12.8	10	3600	5891.518248319626
20250513 220617	2	10.13	10.0	12.8	10	3600	5893.178250551224
20250513 220619	2	10.13	10.0	12.8	10	3600	5894.83825302124
20250513 220620	2	10.13	10.0	12.8	10	3600	5896.498255252838
20250513 220622	2	10.13	10.0	12.8	10	3600	5898.158257484436
20250513 220623	2	10.13	10.0	12.8	10	3600	5899.818259716034
20250513 220625	2	10.13	10.0	12.8	10	3600	5901.47826218605
20250513 220627	2	10.13	10.0	12.8	10	3600	5903.138264417648
20250513 220628	2	10.13	10.0	12.8	10	3600	5904.798266649246
20250513 220630	2	10.13	10.0	12.8	10	3600	5906.458269119263
20250513 220632	2	10.13	10.0	12.8	10	3600	5908.118271350861
20250513 220633	2	10.13	10.0	12.8	10	3600	5909.7782735824585
20250513 220635	2	10.13	10.0	12.8	10	3600	5911.438276290894
20250513 220637	2	10.13	10.0	12.8	10	3600	5913.0982785224915
20250513 220638	2	10.13	10.0	12.8	10	3600	5914.758280754089
20250513 220640	2	10.13	10.0	12.8	10	3600	5916.418283224106
20250513 220642	2	10.13	10.0	12.8	10	3600	5918.078285455704
20250513 220643	2	10.13	10.0	12.8	10	3600	5919.738287687302
20250513 220645	2	10.13	10.0	12.8	10	3600	5921.3982899188995
20250513 220647	2	10.13	10.0	12.8	10	3600	5923.058292388916
20250513 220648	2	10.13	10.0	12.8	10	3600	5924.718294620514
20250513 220650	2	10.13	10.0	12.8	10	3600	5926.378296852112
20250513 220652	2	10.13	10.0	12.8	10	3600	5928.038299322128
20250513 220653	2	10.13	10.0	12.8	10	3600	5929.698301553726
20250513 220655	2	10.13	10.0	12.8	10	3600	5931.358304023743
20250513 220657	2	10.13	10.0	12.8	10	3600	5933.018306493759
20250513 220658	2	10.13	10.0	12.8	10	3600	5934.678308725357
20250513 220700	2	10.13	10.0	12.8	10	3600	5936.338310956955
20250513 220702	2	10.13	10.0	12.8	10	3600	5937.998313426971
20250513 220703	2	10.13	10.0	12.8	10	3600	5939.658315658569
20250513 220705	2	10.13	10.0	12.8	10	3600	5941.318317890167
20250513 220707	2	10.13	10.0	12.8	10	3600	5942.978320121765
20250513 220708	2	10.13	10.0	12.8	10	3600	5944.638322591782
20250513 220710	2	10.13	10.0	12.8	10	3600	5946.2983248233795
20250513 220712	2	10.13	10.0	12.8	10	3600	5947.958327054977
20250513 220713	2	10.13	10.0	12.8	10	3600	5949.618329524994
20250513 220715	2	10.13	10.0	12.8	10	3600	5951.278331756592
20250513 220717	2	10.13	10.0	12.8	10	3600	5952.938334226608
20250513 220718	2	10.13	10.0	12.8	10	3600	5954.598336696625
20250513 220720	2	10.13	10.0	12.8	10	3600	5956.258338928223
20250513 220722	2	10.13	10.0	12.8	10	3600	5957.918341159821
20250513 220723	2	10.13	10.0	12.8	10	3600	5959.578343629837
20250513 220725	2	10.13	10.0	12.8	10	3600	5961.238345861435
20250513 220727	2	10.13	10.0	12.8	10	3600	5962.898348093033
20250513 220728	2	10.13	10.0	12.8	10	3600	5964.558350324631
20250513 220730	2	10.13	10.0	12.8	10	3600	5966.218352794647
20250513 220732	2	10.13	10.0	12.8	10	3600	5967.878355026245
20250513 220733	2	10.13	10.0	12.8	10	3600	5969.538357257843
20250513 220735	2	10.13	10.0	12.8	10	3600	5971.1983597278595
20250513 220737	2	10.13	10.0	12.8	10	3600	5972.858362197876
20250513 220738	2	10.13	10.0	12.8	10	3600	5974.518364429474
20250513 220740	2	10.13	10.0	12.8	10	3600	5976.17836689949
20250513 220742	2	10.13	10.0	12.8	10	3600	5977.838369131088
20250513 220743	2	10.13	10.0	12.8	10	3600	5979.498371362686
20250513 220745	2	10.13	10.0	12.8	10	3600	5981.158373832703
20250513 220746	2	10.13	10.0	12.8	10	3600	5982.8183760643005
20250513 220748	2	10.13	10.0	12.8	10	3600	5984.478378295898
20250513 220750	2	10.13	10.0	12.8	10	3600	5986.138380527496
20250513 220751	2	10.13	10.0	12.8	10	3600	5987.798382997513
20250513 220753	2	10.13	10.0	12.8	10	3600	5989.458385229111
20250513 220755	2	10.13	10.0	12.8	10	3600	5991.118387460709
20250513 220756	2	10.13	10.0	12.8	10	3600	5992.778389930725
20250513 220758	2	10.13	10.0	12.8	10	3600	5994.438392400742
20250513 220800	2	10.13	10.0	12.8	10	3600	5996.0983946323395
20250513 220801	2	10.13	10.0	12.8	10	3600	5997.758397102356
20250513 220803	2	10.13	10.0	12.8	10	3600	5999.418399333954
20250513 220805	2	10.13	10.0	12.8	10	3600	6001.078401565552
20250513 220806	2	10.13	10.0	12.8	10	3600	6002.738404035568
20250513 220808	2	10.13	10.0	12.8	10	3600	6004.398406267166
20250513 220810	2	10.13	10.0	12.8	10	3600	6006.058408498764
20250513 220811	2	10.13	10.0	12.8	10	3600	6007.7184109687805
20250513 220813	2	10.13	10.0	12.8	10	3600	6009.378413200378
20250513 220815	2	10.13	10.0	12.8	10	3600	6011.038415431976
20250513 220816	2	10.13	10.0	12.8	10	3600	6012.698417663574
20250513 220818	2	10.13	10.0	12.8	10	3600	6014.358420372009
20250513 220820	2	10.13	10.0	12.8	10	3600	6016.018422603607
20250513 220821	2	10.13	10.0	12.8	10	3600	6017.678424835205
20250513 220823	2	10.13	10.0	12.8	10	3600	6019.338427305222
20250513 220825	2	10.13	10.0	12.8	10	3600	6020.9984295368195
20250513 220826	2	10.13	10.0	12.8	10	3600	6022.658431768417
20250513 220828	2	10.13	10.0	12.8	10	3600	6024.318434238434
20250513 220830	2	10.13	10.0	12.8	10	3600	6025.978436470032
20250513 220831	2	10.13	10.0	12.8	10	3600	6027.63843870163
20250513 220833	2	10.13	10.0	12.8	10	3600	6029.298441171646
20250513 220835	2	10.13	10.0	12.8	10	3600	6030.958443403244
20250513 220836	2	10.13	10.0	12.8	10	3600	6032.618445634842
20250513 220838	2	10.13	10.0	12.8	10	3600	6034.27844786644
20250513 220840	2	10.13	10.0	12.8	10	3600	6035.938450574875
20250513 220841	2	10.13	10.0	12.8	10	3600	6037.598452806473
20250513 220843	2	10.13	10.0	12.8	10	3600	6039.258455038071
20250513 220845	2	10.13	10.0	12.8	10	3600	6040.918457508087
20250513 220846	2	10.13	10.0	12.8	10	3600	6042.578459739685
20250513 220848	2	10.13	10.0	12.8	10	3600	6044.238461971283
20250513 220850	2	10.13	10.0	12.8	10	3600	6045.898464441299
20250513 220851	2	10.13	10.0	12.8	10	3600	6047.558466672897
20250513 220853	2	10.13	10.0	12.8	10	3600	6049.218468904495
20250513 220855	2	10.13	10.0	12.8	10	3600	6050.878471374512
20250513 220856	2	10.13	10.0	12.8	10	3600	6052.53847360611
20250513 220858	2	10.13	10.0	12.8	10	3600	6054.1984758377075
20250513 220900	2	10.13	10.0	12.8	10	3600	6055.858478546143
20250513 220901	2	10.13	10.0	12.8	10	3600	6057.5184807777405
20250513 220903	2	10.13	10.0	12.8	10	3600	6059.178483009338
20250513 220905	2	10.13	10.0	12.8	10	3600	6060.838485240936
20250513 220906	2	10.13	10.0	12.8	10	3600	6062.498487710953
20250513 220908	2	10.13	10.0	12.8	10	3600	6064.158489942551
20250513 220909	2	10.13	10.0	12.8	10	3600	6065.818492174149
20250513 220911	2	10.13	10.0	12.8	10	3600	6067.478494644165
20250513 220913	2	10.13	10.0	12.8	10	3600	6069.138496875763
20250513 220914	2	10.13	10.0	12.8	10	3600	6070.798499107361
20250513 220916	2	10.13	10.0	12.8	10	3600	6072.458501577377
20250513 220918	2	10.13	10.0	12.8	10	3600	6074.118503808975
20250513 220919	2	10.13	10.0	12.8	10	3600	6075.778506040573
20250513 220921	2	10.13	10.0	12.8	10	3600	6077.438508749008
20250513 220923	2	10.13	10.0	12.8	10	3600	6079.098510980606
20250513 220924	2	10.13	10.0	12.8	10	3600	6080.758513212204
20250513 220926	2	10.13	10.0	12.8	10	3600	6082.418515443802
20250513 220928	2	10.13	10.0	12.8	10	3600	6084.078517913818
20250513 220929	2	10.13	10.0	12.8	10	3600	6085.738520145416
20250513 220931	2	10.13	10.0	12.8	10	3600	6087.398522377014
20250513 220933	2	10.13	10.0	12.8	10	3600	6089.058524847031
20250513 220934	2	10.13	10.0	12.8	10	3600	6090.7185270786285
20250513 220936	2	10.13	10.0	12.8	10	3600	6092.378529310226
20250513 220938	2	10.13	10.0	12.8	10	3600	6094.038531780243
20250513 220939	2	10.13	10.0	12.8	10	3600	6095.698534011841
20250513 220941	2	10.13	10.0	12.8	10	3600	6097.358536481857
20250513 220943	2	10.13	10.0	12.8	10	3600	6099.018538951874
20250513 220944	2	10.13	10.0	12.8	10	3600	6100.678541183472
20250513 220946	2	10.13	10.0	12.8	10	3600	6102.33854341507
20250513 220948	2	10.13	10.0	12.8	10	3600	6103.998545408249
20250513 220949	2	10.13	10.0	12.8	10	3600	6105.658548116684
20250513 220951	2	10.13	10.0	12.8	10	3600	6107.318550348282
20250513 220953	2	10.13	10.0	12.8	10	3600	6108.97855257988
20250513 220954	2	10.13	10.0	12.8	10	3600	6110.638555049896
20250513 220956	2	10.13	10.0	12.8	10	3600	6112.298557281494
20250513 220958	2	10.13	10.0	12.8	10	3600	6113.958559513092
20250513 220959	2	10.13	10.0	12.8	10	3600	6115.6185619831085
20250513 221001	2	10.13	10.0	12.8	10	3600	6117.278564214706
20250513 221003	2	10.13	10.0	12.8	10	3600	6118.938566684723
20250513 221004	2	10.13	10.0	12.8	10	3600	6120.598569154739
20250513 221006	2	10.13	10.0	12.8	10	3600	6122.258571386337
20250513 221008	2	10.13	10.0	12.8	10	3600	6123.918573379517
20250513 221009	2	10.13	10.0	12.8	10	3600	6125.578576087952
20250513 221011	2	10.13	10.0	12.8	10	3600	6127.23857831955
20250513 221013	2	10.13	10.0	12.8	10	3600	6128.8985805511475
20250513 221014	2	10.13	10.0	12.8	10	3600	6130.558582782745
20250513 221016	2	10.13	10.0	12.8	10	3600	6132.218585252762
20250513 221018	2	10.13	10.0	12.8	10	3600	6133.87858748436
20250513 221019	2	10.13	10.0	12.8	10	3600	6135.538589715958
20250513 221021	2	10.13	10.0	12.8	10	3600	6137.198592185974
20250513 221023	2	10.13	10.0	12.8	10	3600	6138.858594655991
20250513 221024	2	10.13	10.0	12.8	10	3600	6140.51859664917
20250513 221026	2	10.13	10.0	12.8	10	3600	6142.178599119186
20250513 221028	2	10.13	10.0	12.8	10	3600	6143.838601350784
20250513 221029	2	10.13	10.0	12.8	10	3600	6145.498603582382
20250513 221031	2	10.13	10.0	12.8	10	3600	6147.168606042862
20250513 221033	2	10.13	10.0	12.8	10	3600	6148.838608503342
20250513 221034	2	10.13	10.0	12.8	10	3600	6150.49861073494
20250513 221036	2	10.13	10.0	12.8	10	3600	6152.158613204956
20250513 221037	2	10.13	10.0	12.8	10	3600	6153.818615436554
20250513 221039	2	10.13	10.0	12.8	10	3600	6155.478617668152
20250513 221041	2	10.13	10.0	12.8	10	3600	6157.13861989975
20250513 221042	2	10.13	10.0	12.8	10	3600	6158.798622369766
20250513 221044	2	10.13	10.0	12.8	10	3600	6160.458624601364
20250513 221046	2	10.13	10.0	12.8	10	3600	6162.118626832962
20250513 221047	2	10.13	10.0	12.8	10	3600	6163.7786293029785
20250513 221049	2	10.13	10.0	12.8	10	3600	6165.438631772995
20250513 221051	2	10.13	10.0	12.8	10	3600	6167.098634004593
20250513 221052	2	10.13	10.0	12.8	10	3600	6168.758636474609
20250513 221054	2	10.13	10.0	12.8	10	3600	6170.418638706207
20250513 221056	2	10.13	10.0	12.8	10	3600	6172.078640937805
20250513 221057	2	10.13	10.0	12.8	10	3600	6173.738643407822
20250513 221059	2	10.13	10.0	12.8	10	3600	6175.39864563942
20250513 221101	2	10.13	10.0	12.8	10	3600	6177.0586478710175
20250513 221102	2	10.13	10.0	12.8	10	3600	6178.718650102615
20250513 221104	2	10.13	10.0	12.8	10	3600	6180.378652572632
20250513 221106	2	10.13	10.0	12.8	10	3600	6182.03865480423
20250513 221107	2	10.13	10.0	12.8	10	3600	6183.698657035828
20250513 221109	2	10.13	10.0	12.8	10	3600	6185.358659744263
20250513 221111	2	10.13	10.0	12.8	10	3600	6187.018661975861
20250513 221112	2	10.13	10.0	12.8	10	3600	6188.6786642074585
20250513 221114	2	10.13	10.0	12.8	10	3600	6190.338666677475
20250513 221116	2	10.13	10.0	12.8	10	3600	6191.998668909073
20250513 221117	2	10.13	10.0	12.8	10	3600	6193.658671140671
20250513 221119	2	10.13	10.0	12.8	10	3600	6195.318673610687
20250513 221121	2	10.13	10.0	12.8	10	3600	6196.978675842285
20250513 221122	2	10.13	10.0	12.8	10	3600	6198.638678073883
20250513 221124	2	10.13	10.0	12.8	10	3600	6200.298680305481
20250513 221126	2	10.13	10.0	12.8	10	3600	6201.958682775497
20250513 221127	2	10.13	10.0	12.8	10	3600	6203.618685007095
20250513 221129	2	10.13	10.0	12.8	10	3600	6205.278687238693
20250513 221131	2	10.13	10.0	12.8	10	3600	6206.938689947128
20250513 221132	2	10.13	10.0	12.8	10	3600	6208.598692178726
20250513 221134	2	10.13	10.0	12.8	10	3600	6210.258694410324
20250513 221136	2	10.13	10.0	12.8	10	3600	6211.918696880341
20250513 221137	2	10.13	10.0	12.8	10	3600	6213.5786991119385
20250513 221139	2	10.13	10.0	12.8	10	3600	6215.238701343536
20250513 221141	2	10.13	10.0	12.8	10	3600	6216.898703813553
20250513 221142	2	10.13	10.0	12.8	10	3600	6218.558706045151
20250513 221144	2	10.13	10.0	12.8	10	3600	6220.218708276749
20250513 221146	2	10.13	10.0	12.8	10	3600	6221.878710746765
20250513 221147	2	10.13	10.0	12.8	10	3600	6223.538712978363
20250513 221149	2	10.13	10.0	12.8	10	3600	6225.198715209961
20250513 221151	2	10.13	10.0	12.8	10	3600	6226.858717679977
20250513 221152	2	10.13	10.0	12.8	10	3600	6228.518720149994
20250513 221154	2	10.13	10.0	12.8	10	3600	6230.178722381592
20250513 221156	2	10.13	10.0	12.9	10	3600	6231.83872461319
20250513 221157	2	10.13	10.0	12.8	10	3600	6233.498727083206
20250513 221159	2	10.13	10.0	12.8	10	3600	6235.158729314804
20250513 221200	2	10.13	10.0	12.8	10	3600	6236.818731546402
20250513 221202	2	10.13	10.0	12.8	10	3600	6238.4787340164185
20250513 221204	2	10.13	10.0	12.8	10	3600	6240.138736248016
20250513 221205	2	10.13	10.0	12.8	10	3600	6241.798738479614
20250513 221207	2	10.13	10.0	12.8	10	3600	6243.458740949631
20250513 221209	2	10.13	10.0	12.8	10	3600	6245.118743181229
20250513 221210	2	10.13	10.0	12.8	10	3600	6246.7787454128265
20250513 221212	2	10.13	10.0	12.8	10	3600	6248.438748121262
20250513 221214	2	10.13	10.0	12.9	10	3600	6250.0987503528595
20250513 221215	2	10.13	10.0	12.8	10	3600	6251.758752584457
20250513 221217	2	10.13	10.0	12.8	10	3600	6253.418754816055
20250513 221219	2	10.13	10.0	12.8	10	3600	6255.078757286072
20250513 221220	2	10.13	10.0	12.8	10	3600	6256.73875951767
20250513 221222	2	10.13	10.0	12.8	10	3600	6258.398761749268
20250513 221224	2	10.13	10.0	12.8	10	3600	6260.058764219284
20250513 221225	2	10.13	10.0	12.8	10	3600	6261.718766450882
20250513 221227	2	10.13	10.0	12.8	10	3600	6263.37876868248
20250513 221229	2	10.13	10.0	12.8	10	3600	6265.038771152496
20250513 221230	2	10.13	10.0	12.8	10	3600	6266.698773384094
20250513 221232	2	10.13	10.0	12.8	10	3600	6268.358775854111
20250513 221234	2	10.13	10.0	12.8	10	3600	6270.018778324127
20250513 221235	2	10.13	10.0	12.9	10	3600	6271.678780555725
20250513 221237	2	10.13	10.0	12.9	10	3600	6273.338782787323
20250513 221239	2	10.13	10.0	12.9	10	3600	6274.998785018921
20250513 221240	2	10.13	10.0	12.9	10	3600	6276.658787488937
20250513 221242	2	10.13	10.0	12.9	10	3600	6278.318789720535
20250513 221244	2	10.13	10.0	12.8	10	3600	6279.978791952133
20250513 221245	2	10.13	10.0	12.8	10	3600	6281.63879442215
20250513 221247	2	10.13	10.0	12.8	10	3600	6283.298796653748
20250513 221249	2	10.13	10.0	12.8	10	3600	6284.9587988853455
20250513 221250	2	10.13	10.0	12.8	10	3600	6286.618801355362
20250513 221252	2	10.13	10.0	12.9	10	3600	6288.27880358696
20250513 221254	2	10.13	10.0	12.8	10	3600	6289.938806056976
20250513 221255	2	10.13	10.0	12.9	10	3600	6291.598808526993
20250513 221257	2	10.13	10.0	12.8	10	3600	6293.258810758591
20250513 221259	2	10.13	10.0	12.8	10	3600	6294.918812990189
20250513 221300	2	10.13	10.0	12.8	10	3600	6296.5788152217865
20250513 221302	2	10.13	10.0	12.8	10	3600	6298.238817691803
20250513 221304	2	10.13	10.0	12.8	10	3600	6299.898819923401
20250513 221305	2	10.13	10.0	12.8	10	3600	6301.558822154999
20250513 221307	2	10.13	10.0	12.9	10	3600	6303.218824625015
20250513 221309	2	10.13	10.0	12.9	10	3600	6304.878826856613
20250513 221310	2	10.13	10.0	12.9	10	3600	6306.538829088211
20250513 221312	2	10.13	10.0	12.9	10	3600	6308.1988315582275
20250513 221314	2	10.13	10.0	12.9	10	3600	6309.858834028244
20250513 221315	2	10.13	10.0	12.9	10	3600	6311.518836259842
20250513 221317	2	10.13	10.0	12.9	10	3600	6313.178838729858
20250513 221319	2	10.13	10.0	12.9	10	3600	6314.838840961456
20250513 221320	2	10.13	10.0	12.9	10	3600	6316.498843193054
20250513 221322	2	10.13	10.0	12.9	10	3600	6318.158845424652
20250513 221323	2	10.13	10.0	12.8	10	3600	6319.818847894669
20250513 221325	2	10.13	10.0	12.8	10	3600	6321.4788501262665
20250513 221327	2	10.13	10.0	12.8	10	3600	6323.138852357864
20250513 221328	2	10.13	10.0	12.8	10	3600	6324.798854827881
20250513 221330	2	10.13	10.0	12.8	10	3600	6326.458857059479
20250513 221332	2	10.13	10.0	12.8	10	3600	6328.118859291077
20250513 221333	2	10.13	10.0	12.8	10	3600	6329.778861761093
20250513 221335	2	10.13	10.0	12.8	10	3600	6331.43886423111
20250513 221337	2	10.13	10.0	12.8	10	3600	6333.0988664627075
20250513 221338	2	10.13	10.0	12.8	10	3600	6334.758868932724
20250513 221340	2	10.13	10.0	12.8	10	3600	6336.418871164322
20250513 221342	2	10.13	10.0	12.8	10	3600	6338.07887339592
20250513 221343	2	10.13	10.0	12.8	10	3600	6339.738875865936
20250513 221345	2	10.13	10.0	12.8	10	3600	6341.398878097534
20250513 221347	2	10.13	10.0	12.8	10	3600	6343.058880329132
20250513 221348	2	10.13	10.0	12.8	10	3600	6344.71888256073
20250513 221350	2	10.13	10.0	12.8	10	3600	6346.3788850307465
20250513 221352	2	10.13	10.0	12.8	10	3600	6348.038887262344
20250513 221353	2	10.13	10.0	12.8	10	3600	6349.698889493942
20250513 221355	2	10.13	10.0	12.8	10	3600	6351.358892202377
20250513 221357	2	10.13	10.0	12.8	10	3600	6353.018894433975
20250513 221358	2	10.13	10.0	12.8	10	3600	6354.678896665573
20250513 221400	2	10.13	10.0	12.8	10	3600	6356.33889913559
20250513 221402	2	10.13	10.0	12.8	10	3600	6357.9989013671875
20250513 221403	2	10.13	10.0	12.8	10	3600	6359.658903598785
20250513 221405	2	10.13	10.0	12.8	10	3600	6361.318906068802
20250513 221407	2	10.13	10.0	12.8	10	3600	6362.9789083004
20250513 221408	2	10.13	10.0	12.8	10	3600	6364.638910531998
20250513 221410	2	10.13	10.0	12.8	10	3600	6366.298912763596
20250513 221412	2	10.13	10.0	12.8	10	3600	6367.958915233612
20250513 221413	2	10.13	10.0	12.8	10	3600	6369.61891746521
20250513 221415	2	10.13	10.0	12.8	10	3600	6371.278919696808
20250513 221417	2	10.13	10.0	12.8	10	3600	6372.938922405243
20250513 221418	2	10.13	10.0	12.8	10	3600	6374.598924636841
20250513 221420	2	10.13	10.0	12.8	10	3600	6376.258926868439
20250513 221422	2	10.13	10.0	12.8	10	3600	6377.918929338455
20250513 221423	2	10.13	10.0	12.8	10	3600	6379.578931570053
20250513 221425	2	10.13	10.0	12.8	10	3600	6381.238933801651
20250513 221427	2	10.13	10.0	12.8	10	3600	6382.8989362716675
20250513 221428	2	10.13	10.0	12.8	10	3600	6384.558938503265
20250513 221430	2	10.13	10.0	12.8	10	3600	6386.218940734863
20250513 221432	2	10.13	10.0	12.8	10	3600	6387.878942966461
20250513 221433	2	10.13	10.0	12.8	10	3600	6389.538945436478
20250513 221435	2	10.13	10.0	12.8	10	3600	6391.198947668076
20250513 221437	2	10.13	10.0	12.8	10	3600	6392.858950138092
20250513 221438	2	10.13	10.0	12.8	10	3600	6394.5189526081085
20250513 221440	2	10.13	10.0	12.8	10	3600	6396.178954839706
20250513 221442	2	10.13	10.0	12.8	10	3600	6397.838957071304
20250513 221443	2	10.13	10.0	12.8	10	3600	6399.498959541321
20250513 221445	2	10.13	10.0	12.8	10	3600	6401.158961772919
20250513 221446	2	10.13	10.0	12.8	10	3600	6402.818964004517
20250513 221448	2	10.13	10.0	12.9	10	3600	6404.478966474533
20250513 221450	2	10.13	10.0	12.9	10	3600	6406.138968706131
20250513 221451	2	10.13	10.0	12.9	10	3600	6407.798970937729
20250513 221453	2	10.13	10.0	12.9	10	3600	6409.458973169327
20250513 221455	2	10.13	10.0	12.9	10	3600	6411.118975639343
20250513 221456	2	10.13	10.0	12.9	10	3600	6412.778977870941
20250513 221458	2	10.13	10.0	12.9	10	3600	6414.438980340958
20250513 221500	2	10.13	10.0	12.9	10	3600	6416.098982810974
20250513 221501	2	10.13	10.0	12.9	10	3600	6417.758985042572
20250513 221503	2	10.13	10.0	12.9	10	3600	6419.418987035751
20250513 221505	2	10.13	10.0	12.9	10	3600	6421.078989744186
20250513 221506	2	10.13	10.0	12.9	10	3600	6422.738991975784
20250513 221508	2	10.13	10.0	12.9	10	3600	6424.398994207382
20250513 221510	2	10.13	10.0	12.9	10	3600	6426.058996677399
20250513 221511	2	10.13	10.0	12.9	10	3600	6427.718998908997
20250513 221513	2	10.13	10.0	12.9	10	3600	6429.3790011405945
20250513 221515	2	10.13	10.0	12.9	10	3600	6431.039003610611
20250513 221516	2	10.13	10.0	12.9	10	3600	6432.699005842209
20250513 221518	2	10.13	10.0	12.9	10	3600	6434.359008312225
20250513 221520	2	10.13	10.0	12.9	10	3600	6436.019010543823
20250513 221521	2	10.13	10.0	12.9	10	3600	6437.67901301384
20250513 221523	2	10.13	10.0	12.9	10	3600	6439.339015007019
20250513 221525	2	10.19	10.0	12.9	10	3600	6440.999017238617
20250513 221526	2	10.13	10.0	12.9	10	3600	6442.659019947052
20250513 221528	2	10.13	10.0	12.9	10	3600	6444.31902217865
20250513 221530	2	10.13	10.0	12.9	10	3600	6445.979024410248
20250513 221531	2	10.13	10.0	12.9	10	3600	6447.639026880264
20250513 221533	2	10.13	10.0	12.9	10	3600	6449.299029111862
20250513 221535	2	10.13	10.0	12.9	10	3600	6450.95903134346
20250513 221536	2	10.13	10.0	12.9	10	3600	6452.619033813477
20250513 221538	2	10.13	10.0	12.9	10	3600	6454.2790360450745
20250513 221540	2	10.13	10.0	12.9	10	3600	6455.939038276672
20250513 221541	2	10.13	10.0	12.9	10	3600	6457.59904050827
20250513 221543	2	10.13	10.0	12.9	10	3600	6459.259042978287
20250513 221545	2	10.13	10.0	12.9	10	3600	6460.919045209885
20250513 221546	2	10.13	10.0	12.9	10	3600	6462.579047679901
20250513 221548	2	10.13	10.0	12.9	10	3600	6464.239050149918
20250513 221550	2	10.13	10.0	12.9	10	3600	6465.8990523815155
20250513 221551	2	10.13	10.0	12.9	10	3600	6467.559054613113
20250513 221553	2	10.13	10.0	12.9	10	3600	6469.21905708313
20250513 221555	2	10.19	10.0	12.9	10	3600	6470.879059314728
20250513 221556	2	10.19	10.0	12.9	10	3600	6472.539061546326
20250513 221558	2	10.13	10.0	12.9	10	3600	6474.199064016342
20250513 221600	2	10.13	10.0	12.9	10	3600	6475.85906624794
20250513 221601	2	10.13	10.0	12.9	10	3600	6477.519068479538
20250513 221603	2	10.13	10.0	12.9	10	3600	6479.179070711136
20250513 221605	2	10.13	10.0	12.9	10	3600	6480.839073181152
20250513 221606	2	10.13	10.0	12.9	10	3600	6482.49907541275
20250513 221608	2	10.13	10.0	12.9	10	3600	6484.159077882767
20250513 221609	2	10.13	10.0	12.9	10	3600	6485.819080352783
20250513 221611	2	10.13	10.0	12.9	10	3600	6487.479082584381
20250513 221613	2	10.13	10.0	12.9	10	3600	6489.139084815979
20250513 221614	2	10.13	10.0	12.9	10	3600	6490.7990872859955
20250513 221616	2	10.19	10.0	12.9	10	3600	6492.459089517593
20250513 221618	2	10.13	10.0	12.9	10	3600	6494.119091749191
20250513 221619	2	10.13	10.0	12.9	10	3600	6495.779094219208
20250513 221621	2	10.19	10.0	12.9	10	3600	6497.439096450806
20250513 221623	2	10.13	10.0	12.9	10	3600	6499.099098682404
20250513 221624	2	10.13	10.0	12.9	10	3600	6500.7591009140015
20250513 221626	2	10.13	10.0	12.9	10	3600	6502.419103384018
20250513 221628	2	10.13	10.0	12.9	10	3600	6504.079105854034
20250513 221629	2	10.13	10.0	12.9	10	3600	6505.739108085632
20250513 221631	2	10.13	10.0	12.9	10	3600	6507.399110555649
20250513 221633	2	10.19	10.0	12.9	10	3600	6509.059112787247
20250513 221634	2	10.13	10.0	12.9	10	3600	6510.719115018845
