clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250511 134849	1000.0	1000	1	20.0	22.0	20	300	0.07000017166137695
20250511 134850	1000.0	1000	1	20.0	22.0	20	300	1.0700016021728516
20250511 134851	1000.0	1000	1	20.0	22.0	20	300	2.070002794265747
20250511 134852	1000.0	1000	1	20.0	22.0	20	300	3.070004463195801
20250511 134853	1000.0	1000	1	20.0	22.0	20	300	4.070005655288696
20250511 134854	1000.0	1000	1	20.0	22.0	20	300	5.07000732421875
20250511 134855	1000.0	1000	1	20.0	22.0	20	300	6.0700085163116455
20250511 134856	1000.0	1000	1	20.0	22.0	20	300	7.070010185241699
20250511 134857	1000.0	1000	1	20.0	22.0	20	300	8.070011377334595
20250511 134858	1000.0	1000	1	20.0	22.0	20	300	9.07001256942749
20250511 134859	1000.0	1000	1	20.0	22.0	20	300	10.070014238357544
20250511 134900	1000.0	1000	1	20.0	22.0	20	300	11.07001543045044
20250511 134901	1000.0	1000	1	20.0	22.0	20	300	12.070017099380493
20250511 134902	1000.0	1000	1	20.0	22.0	20	300	13.070018291473389
20250511 134903	1000.0	1000	1	20.0	22.0	20	300	14.070019721984863
20250511 134904	1000.0	1000	1	20.0	22.0	20	300	15.070021152496338
20250511 134905	1000.0	1000	1	20.0	22.0	20	300	16.070022583007812
20250511 134906	1000.0	1000	1	20.0	22.0	20	300	17.070024013519287
20250511 134907	1000.0	1000	1	20.0	22.0	20	300	18.07002544403076
20250511 134908	1000.0	1000	1	20.0	22.0	20	300	19.070026636123657
20250511 134909	1000.0	1000	1	20.0	22.0	20	300	20.07002830505371
20250511 134910	1000.0	1000	1	20.0	22.0	20	300	21.070029497146606
20250511 134911	1000.0	1000	1	20.0	22.0	20	300	22.07003116607666
20250511 134912	1000.0	1000	1	20.0	22.0	20	300	23.070032358169556
20250511 134913	1000.0	1000	1	20.0	22.0	20	300	24.07003355026245
20250511 134914	1000.0	1000	1	20.0	22.0	20	300	25.070035219192505
20250511 134915	1000.0	1000	1	20.0	22.0	20	300	26.0700364112854
20250511 134916	1000.0	1000	1	20.0	22.0	20	300	27.080037832260132
20250511 134917	1000.0	1000	1	20.0	22.0	20	300	28.07003927230835
20250511 134918	1000.0	1000	1	20.0	22.0	20	300	29.070040702819824
20250511 134919	1000.0	1000	1	20.0	22.0	20	300	30.0700421333313
20250511 134920	1000.0	1000	1	20.0	22.0	20	300	31.070043563842773
20250511 134921	1000.0	1000	1	20.0	22.0	20	300	32.07004499435425
20250511 134922	1000.0	1000	1	20.0	22.0	20	300	33.07004642486572
20250511 134923	1000.0	1000	1	20.0	22.0	20	300	34.07004761695862
20250511 134924	1000.0	1000	1	20.0	22.0	20	300	35.07004928588867
20250511 134925	1000.0	1000	1	20.0	22.0	20	300	36.07005047798157
20250511 134926	1000.0	1000	1	20.0	22.0	20	300	37.07005214691162
20250511 134927	1000.0	1000	1	20.0	22.0	20	300	38.07005333900452
