clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250514 120557	900.2	1000	1	20.0	22.0	20	20	0.07000017166137695
20250514 120558	977.5	1000	1	20.0	22.0	20	20	1.0600016117095947
20250514 120559	997.2	1000	1	20.0	22.0	20	20	2.0600028038024902
20250514 120600	1001.3	1000	1	20.0	22.0	20	20	3.060004472732544
20250514 120601	1000.4	1000	1	20.0	22.0	20	20	4.0600056648254395
20250514 120602	999.2	1000	1	20.0	22.0	20	20	5.060007333755493
20250514 120603	999.9	1000	1	20.0	22.0	20	20	6.060008525848389
20250514 120604	1000.4	1000	1	20.0	22.0	20	20	7.060009956359863
20250514 120605	1000.1	1000	1	20.0	22.0	20	20	8.060011386871338
20250514 120606	999.7	1000	1	20.0	22.0	20	20	9.060012817382812
20250514 120607	999.8	1000	1	20.0	22.0	20	20	10.060014247894287
20250514 120608	1000.0	1000	1	20.0	22.0	20	20	11.060015678405762
20250514 120609	1000.2	1000	1	20.0	22.0	20	20	12.060016870498657
20250514 120610	1000.2	1000	1	20.0	22.0	20	20	13.060018539428711
20250514 120611	1000.2	1000	1	20.0	22.0	20	20	14.060019731521606
20250514 120612	1000.2	1000	1	20.0	22.0	20	20	15.060021162033081
20250514 120613	1000.1	1000	1	20.0	22.0	20	20	16.060022592544556
20250514 120614	1000.1	1000	1	20.0	22.0	20	20	17.06002378463745
20250514 120615	1000.1	1000	1	20.0	22.0	20	20	18.060025453567505
20250514 120616	1000.1	1000	1	20.0	22.0	20	20	19.0600266456604
20250514 120617	1000.0	900	2	20.0	22.0	20	60	20.120028257369995
20250514 120618	921.5	900	2	20.0	22.0	20	60	21.110029697418213
20250514 120619	902.9	900	2	20.0	22.0	20	60	22.11003088951111
20250514 120620	898.5	900	2	20.0	22.0	20	60	23.110032320022583
20250514 120621	899.6	900	2	20.0	22.0	20	60	24.110033750534058
20250514 120622	900.9	900	2	20.0	22.0	20	60	25.110035181045532
20250514 120623	900.0	900	2	20.0	22.0	20	60	26.110036611557007
20250514 120624	899.4	900	2	20.0	22.0	20	60	27.11003804206848
20250514 120625	899.9	900	2	20.0	22.0	20	60	28.110039234161377
20250514 120626	900.3	900	2	20.0	22.0	20	60	29.11004090309143
20250514 120627	900.2	900	2	20.0	22.0	20	60	30.110042095184326
20250514 120628	899.8	900	2	20.0	22.0	20	60	31.1100435256958
20250514 120629	899.8	900	2	20.0	22.0	20	60	32.110044956207275
20250514 120630	900.0	900	2	20.0	22.0	20	60	33.11004614830017
20250514 120631	900.0	900	2	20.0	22.0	20	60	34.110047817230225
20250514 120632	900.1	900	2	20.0	22.0	20	60	35.11004900932312
20250514 120633	900.1	900	2	20.0	22.0	20	60	36.110050678253174
20250514 120634	900.1	900	2	20.0	22.0	20	60	37.11005187034607
20250514 120635	900.1	900	2	20.0	22.0	20	60	38.11005353927612
20250514 120636	900.1	900	2	20.0	22.0	20	60	39.11005473136902
20250514 120637	900.2	900	2	20.0	22.0	20	60	40.11005616188049
20250514 120638	900.2	900	2	20.0	22.0	20	60	41.11005759239197
20250514 120639	900.2	900	2	20.0	22.0	20	60	42.11005902290344
20250514 120640	900.2	900	2	20.0	22.0	20	60	43.11006045341492
20250514 120641	900.2	900	2	20.0	22.0	20	60	44.11006188392639
20250514 120642	900.2	900	2	20.0	22.0	20	60	45.11006307601929
20250514 120643	900.2	900	2	20.0	22.0	20	60	46.11006474494934
20250514 120644	900.2	900	2	20.0	22.0	20	60	47.110065937042236
20250514 120645	900.2	900	2	20.0	22.0	20	60	48.11006736755371
20250514 120646	900.2	900	2	20.0	22.0	20	60	49.110068798065186
20250514 120647	900.2	900	2	20.0	22.0	20	60	50.11006999015808
20250514 120648	900.2	900	2	20.0	22.0	20	60	51.110071659088135
20250514 120649	900.2	900	2	20.0	22.0	20	60	52.11007285118103
20250514 120650	900.2	900	2	20.0	22.0	20	60	53.110074520111084
20250514 120651	900.2	900	2	20.0	22.0	20	60	54.11007571220398
20250514 120652	900.2	900	2	20.0	22.0	20	60	55.110077142715454
20250514 120653	900.2	900	2	20.0	22.0	20	60	56.11007857322693
20250514 120654	900.2	900	2	20.0	22.0	20	60	57.1100800037384
20250514 120655	900.2	900	2	20.0	22.0	20	60	58.11008143424988
20250514 120656	900.2	900	2	20.0	22.0	20	60	59.11008286476135
20250514 120657	900.2	900	2	20.0	22.0	20	60	60.11008405685425
20250514 120658	900.2	900	2	20.0	22.0	20	60	61.1100857257843
20250514 120659	900.2	900	2	20.0	22.0	20	60	62.1100869178772
20250514 120700	900.2	900	2	20.0	22.0	20	60	63.11008834838867
20250514 120701	900.2	900	2	20.0	22.0	20	60	64.11008977890015
20250514 120702	900.2	900	2	20.0	22.0	20	60	65.11009097099304
20250514 120703	900.2	900	2	20.0	22.0	20	60	66.1100926399231
20250514 120704	900.2	900	2	20.0	22.0	20	60	67.11009383201599
20250514 120705	900.2	900	2	20.0	22.0	20	60	68.11009550094604
20250514 120706	900.2	900	2	20.0	22.0	20	60	69.11009669303894
20250514 120707	900.2	900	2	20.0	22.0	20	60	70.11009812355042
20250514 120708	900.2	900	2	20.0	22.0	20	60	71.11009955406189
20250514 120709	900.2	900	2	20.0	22.0	20	60	72.11010098457336
20250514 120710	900.2	900	2	20.0	22.0	20	60	73.11010241508484
20250514 120711	900.2	900	2	20.0	22.0	20	60	74.11010384559631
20250514 120712	900.2	900	2	20.0	22.0	20	60	75.11010503768921
20250514 120713	900.2	900	2	20.0	22.0	20	60	76.11010670661926
20250514 120714	900.2	900	2	20.0	22.0	20	60	77.11010789871216
20250514 120715	900.2	900	2	20.0	22.0	20	60	78.11010956764221
20250514 120716	900.2	900	2	20.0	22.0	20	60	79.11011075973511
20250514 120717	900.2	800	3	20.0	22.0	20	60	80.1701123714447
20250514 120718	822.1	800	3	20.0	22.0	20	60	81.16011381149292
20250514 120719	803.2	800	3	20.0	22.0	20	60	82.16011500358582
20250514 120720	798.4	800	3	20.0	22.0	20	60	83.16011643409729
20250514 120721	799.5	800	3	20.0	22.0	20	60	84.16011786460876
20250514 120722	801.0	800	3	20.0	22.0	20	60	85.16011929512024
20250514 120723	800.2	800	3	20.0	22.0	20	60	86.16012072563171
20250514 120724	799.4	800	3	20.0	22.0	20	60	87.16012215614319
20250514 120725	799.9	800	3	20.0	22.0	20	60	88.16012334823608
20250514 120726	800.4	800	3	20.0	22.0	20	60	89.16012501716614
20250514 120727	800.3	800	3	20.0	22.0	20	60	90.16012620925903
20250514 120728	799.9	800	3	20.0	22.0	20	60	91.16012787818909
20250514 120729	799.8	800	3	20.0	22.0	20	60	92.16012907028198
20250514 120730	800.0	800	3	20.0	22.0	20	60	93.16013026237488
20250514 120731	800.0	800	3	20.0	22.0	20	60	94.16013193130493
20250514 120732	800.1	800	3	20.0	22.0	20	60	95.16013312339783
20250514 120733	800.1	800	3	20.0	22.0	20	60	96.16013479232788
20250514 120734	800.2	800	3	20.0	22.0	20	60	97.16013598442078
20250514 120735	800.2	800	3	20.0	22.0	20	60	98.16013741493225
20250514 120736	800.2	800	3	20.0	22.0	20	60	99.16013884544373
20250514 120737	800.2	800	3	20.0	22.0	20	60	100.1601402759552
20250514 120738	800.3	800	3	20.0	22.0	20	60	101.16014170646667
20250514 120739	800.2	800	3	20.0	22.0	20	60	102.16014313697815
20250514 120740	800.2	800	3	20.0	22.0	20	60	103.16014432907104
20250514 120741	800.2	800	3	20.0	22.0	20	60	104.1601459980011
20250514 120742	800.3	800	3	20.0	22.0	20	60	105.160147190094
20250514 120743	800.2	800	3	20.0	22.0	20	60	106.16014885902405
20250514 120744	800.2	800	3	20.0	22.0	20	60	107.16015005111694
20250514 120745	800.2	800	3	20.0	22.0	20	60	108.16015124320984
20250514 120746	800.3	800	3	20.0	21.9	20	60	109.16015291213989
20250514 120747	800.2	800	3	20.0	22.0	20	60	110.16015410423279
20250514 120748	800.2	800	3	20.0	21.9	20	60	111.16015577316284
20250514 120749	800.2	800	3	20.0	22.0	20	60	112.16015696525574
20250514 120750	800.2	800	3	20.0	21.9	20	60	113.16015863418579
20250514 120751	800.3	800	3	20.0	21.9	20	60	114.16015982627869
20250514 120752	800.2	800	3	20.0	22.0	20	60	115.16016125679016
20250514 120753	800.3	800	3	20.0	21.9	20	60	116.16016268730164
20250514 120754	800.2	800	3	20.0	22.0	20	60	117.16016411781311
20250514 120755	800.2	800	3	20.0	21.9	20	60	118.16016554832458
20250514 120756	800.2	800	3	20.0	22.0	20	60	119.16016697883606
20250514 120757	800.2	800	3	20.0	21.9	20	60	120.16016817092896
20250514 120758	800.2	800	3	20.0	21.9	20	60	121.16016983985901
20250514 120759	800.2	800	3	20.0	22.0	20	60	122.1601710319519
20250514 120800	800.2	800	3	20.0	21.9	20	60	123.1601722240448
20250514 120801	800.2	800	3	20.0	22.0	20	60	124.16017389297485
20250514 120802	800.2	800	3	20.0	21.9	20	60	125.16017508506775
20250514 120803	800.2	800	3	20.0	22.0	20	60	126.1601767539978
20250514 120804	800.2	800	3	20.0	21.9	20	60	127.1601779460907
20250514 120805	800.2	800	3	20.0	21.9	20	60	128.16017961502075
20250514 120806	800.2	800	3	20.0	22.0	20	60	129.16018080711365
