clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250626 132939	1.3	1000	1	0.6	5.1	0	60	0.07999992370605469
20250626 132940	4.2	1000	1	0.6	5.1	0	60	1.0700013637542725
20250626 132941	68.3	1000	1	0.6	5.1	0	60	2.070003032684326
20250626 132942	180.0	1000	1	0.6	5.0	0	60	3.0700042247772217
20250626 132943	298.2	1000	1	0.6	5.1	0	60	4.070005655288696
20250626 132944	421.0	1000	1	0.6	5.1	0	60	5.070007085800171
20250626 132945	548.0	1000	1	0.6	5.1	0	60	6.070008277893066
20250626 132946	679.2	1000	1	0.6	5.1	0	60	7.07000994682312
20250626 132947	815.3	1000	1	0.6	5.0	0	60	8.070011138916016
20250626 132948	948.7	1000	1	0.6	5.1	0	60	9.07001256942749
20250626 132949	992.1	1000	1	0.6	5.0	0	60	10.070013999938965
20250626 132950	1000.3	1000	1	0.6	5.1	0	60	11.07001543045044
20250626 132951	1001.0	1000	1	0.6	5.1	0	60	12.070016860961914
20250626 132952	1000.2	1000	1	0.6	5.0	0	60	13.070018291473389
20250626 132953	999.6	1000	1	0.6	5.1	0	60	14.070019483566284
20250626 132954	999.6	1000	1	0.6	5.0	0	60	15.070021152496338
20250626 132955	1000.4	1000	1	0.6	5.1	0	60	16.070022344589233
20250626 132956	999.9	1000	1	0.6	5.1	0	60	17.070024013519287
20250626 132957	999.6	1000	1	0.6	5.1	0	60	18.070025205612183
20250626 132958	1000.2	1000	1	0.6	5.1	0	60	19.070026636123657
20250626 132959	1000.1	1000	1	0.6	5.0	0	60	20.070028066635132
20250626 133000	999.8	1000	1	0.6	5.1	0	60	21.070029258728027
20250626 133001	1000.0	1000	1	0.6	5.1	0	60	22.07003092765808
20250626 133002	1000.0	1000	1	0.6	5.1	0	60	23.070032119750977
20250626 133003	1000.0	1000	1	0.6	5.1	0	60	24.07003355026245
20250626 133004	1000.0	1000	1	0.6	5.1	0	60	25.070034980773926
20250626 133005	1000.0	1000	1	0.6	5.1	0	60	26.0700364112854
20250626 133006	1000.0	1000	1	0.6	5.1	0	60	27.070037841796875
20250626 133007	1000.0	1000	1	0.6	5.1	0	60	28.07003927230835
