clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250517 120928	1000.0	1000	1	0.5	4.8	0	60	0.07999992370605469
20250517 120929	1000.0	1000	1	0.5	4.8	0	60	1.0700013637542725
20250517 120930	1000.0	1000	1	0.5	4.8	0	60	2.070003032684326
20250517 120931	1000.0	1000	1	0.5	4.8	0	60	3.0700042247772217
20250517 120932	1000.0	1000	1	0.5	4.8	0	60	4.070005655288696
20250517 120933	1000.0	1000	1	0.5	4.8	0	60	5.070007085800171
20250517 120934	1000.0	1000	1	0.6	4.8	0	60	6.0700085163116455
20250517 120935	1000.0	1000	1	0.5	4.8	0	60	7.07000994682312
20250517 120936	1000.0	1000	1	0.5	4.8	0	60	8.070011377334595
20250517 120937	1000.0	1000	1	0.6	4.8	0	60	9.07001256942749
20250517 120938	1000.0	1000	1	0.5	4.8	0	60	10.070014238357544
20250517 120939	1000.0	1000	1	0.5	4.8	0	60	11.07001543045044
20250517 120940	1000.0	1000	1	0.5	4.8	0	60	12.070017099380493
20250517 120941	1000.0	1000	1	0.5	4.8	0	60	13.070018291473389
20250517 120942	1000.0	1000	1	0.5	4.8	0	60	14.070019721984863
20250517 120943	1000.0	1000	1	0.5	4.8	0	60	15.070021152496338
20250517 120944	1000.0	1000	1	0.6	4.8	0	60	16.070022344589233
20250517 120945	1000.0	1000	1	0.5	4.8	0	60	17.070024013519287
20250517 120946	1000.0	1000	1	0.5	4.8	0	60	18.070025205612183
20250517 120947	1000.0	1000	1	0.5	4.8	0	60	19.070026636123657
20250517 120948	1000.0	1000	1	0.5	4.8	0	60	20.070028066635132
20250517 120949	1000.0	1000	1	0.5	4.8	0	60	21.070029497146606
20250517 120950	1000.0	1000	1	0.5	4.8	0	60	22.07003092765808
20250517 120951	1000.0	1000	1	0.5	4.8	0	60	23.070032358169556
20250517 120952	1000.0	1000	1	0.5	4.8	0	60	24.07003355026245
20250517 120953	1000.0	1000	1	0.5	4.8	0	60	25.070035219192505
20250517 120954	1000.0	1000	1	0.5	4.8	0	60	26.0700364112854
20250517 120955	1000.0	1000	1	0.5	4.8	0	60	27.070038080215454
20250517 120956	1000.0	1000	1	0.5	4.8	0	60	28.07003927230835
20250517 120957	1000.0	1000	1	0.5	4.8	0	60	29.070040702819824
20250517 120958	1000.0	1000	1	0.5	4.8	0	60	30.0700421333313
20250517 120959	1000.0	1000	1	0.5	4.8	0	60	31.070043325424194
20250517 121000	1000.0	1000	1	0.5	4.8	0	60	32.07004499435425
20250517 121001	1000.0	1000	1	0.5	4.8	0	60	33.070046186447144
20250517 121002	1000.0	1000	1	0.5	4.8	0	60	34.07004761695862
20250517 121003	1000.0	1000	1	0.5	4.8	0	60	35.07004904747009
20250517 121004	1000.0	1000	1	0.5	4.8	0	60	36.07005047798157
20250517 121005	1000.0	1000	1	0.5	4.8	0	60	37.07005190849304
20250517 121006	1000.0	1000	1	0.5	4.8	0	60	38.07005333900452
20250517 121007	1000.0	1000	1	0.5	4.8	0	60	39.07005453109741
20250517 121008	1000.0	1000	1	0.5	4.8	0	60	40.070056200027466
20250517 121009	1000.0	1000	1	0.5	4.8	0	60	41.07005739212036
20250517 121010	1000.0	1000	1	0.5	4.8	0	60	42.070059061050415
20250517 121011	1000.0	1000	1	0.5	4.8	0	60	43.07006025314331
20250517 121012	1000.0	1000	1	0.5	4.8	0	60	44.070061922073364
20250517 121013	1000.0	1000	1	0.5	4.8	0	60	45.07006311416626
