clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250509 123226	-0.1	0	1	26.5	28.5	27	10	0.08000016212463379
20250509 123227	-0.1	0	1	26.5	28.5	27	10	1.170001745223999
20250509 123228	-0.1	0	1	26.5	28.5	27	10	2.270003318786621
20250509 123229	-0.1	0	1	26.5	28.5	27	10	3.370004892349243
20250509 123230	-0.1	0	1	26.4	28.5	27	10	4.470006465911865
20250509 123232	-0.1	0	1	26.4	28.5	27	10	5.570007801055908
20250509 123233	-0.1	0	1	26.4	28.5	27	10	6.67000937461853
20250509 123234	-0.1	0	1	26.4	28.5	27	10	7.770010948181152
20250509 123235	-0.1	0	1	26.4	28.5	27	10	8.870012521743774
20250509 123236	-0.1	0	1	26.4	28.5	27	10	9.970014095306396
20250509 123237	-0.1	100	2	26.3	28.5	27	10	11.13001561164856
20250509 123238	0.1	100	2	26.3	28.5	27	10	12.220017194747925
20250509 123239	0.4	100	2	26.3	28.5	27	10	13.320018768310547
20250509 123240	0.7	100	2	26.3	28.5	27	10	14.420020341873169
20250509 123242	1.7	100	2	26.3	28.5	27	10	15.520021915435791
20250509 123243	9.4	100	2	26.3	28.5	27	10	16.620023488998413
20250509 123244	70.5	100	2	26.3	28.5	27	10	17.720024824142456
20250509 123245	96.2	100	2	26.3	28.5	27	10	18.820026397705078
20250509 123246	103.3	100	2	26.3	28.5	27	10	19.9200279712677
20250509 123247	99.3	100	2	26.2	28.5	27	10	21.020029544830322
20250509 123248	99.1	200	3	26.2	28.5	27	10	22.180031299591064
20250509 123249	178.5	200	3	26.2	28.5	27	10	23.27003264427185
20250509 123250	198.0	200	3	26.2	28.5	27	10	24.370034217834473
20250509 123251	201.9	200	3	26.2	28.5	27	10	25.470035791397095
20250509 123253	199.3	200	3	26.2	28.5	27	10	26.570037364959717
20250509 123254	199.4	200	3	26.2	28.5	27	10	27.67003893852234
20250509 123255	200.6	200	3	26.2	28.5	27	10	28.77004051208496
20250509 123256	200.2	200	3	26.2	28.5	27	10	29.870041847229004
20250509 123257	199.7	200	3	26.2	28.5	27	10	30.970043420791626
20250509 123258	199.8	200	3	26.2	28.5	27	10	32.07004499435425
20250509 123259	200.2	300	4	26.2	28.5	27	10	33.23004651069641
20250509 123300	280.5	300	4	26.2	28.5	27	10	34.320048093795776
20250509 123301	298.4	300	4	26.2	28.5	27	10	35.4200496673584
20250509 123303	301.6	300	4	26.1	28.5	27	10	36.52005124092102
20250509 123304	299.5	300	4	26.2	28.5	27	10	37.62005281448364
20250509 123305	299.4	300	4	26.1	28.5	27	10	38.720054388046265
20250509 123306	300.5	300	4	26.1	28.5	27	10	39.82005596160889
20250509 123307	300.3	300	4	26.1	28.5	27	10	40.92005753517151
20250509 123308	299.7	300	4	26.1	28.5	27	10	42.02005887031555
