1bar_Ex340_Em440,,1bar_Ex340_Em490,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
226.5041656,279.1958008,226.5144806,224.0533295,
227.0041656,278.4414063,227.0145416,230.5117188,
227.5041656,274.7973328,227.5144806,226.1673584,
228.0041656,279.1918945,228.0144806,216.9864655,
228.5041656,274.2063293,228.5144806,224.8372345,
229.0041656,275.6981812,229.0144806,219.3519745,
229.5041656,274.4769897,229.5144806,232.4871521,
230.0041656,268.0880432,230.0144806,220.7676392,
230.5041656,265.1554565,230.5144806,224.6325073,
231.0041656,267.8352356,231.0144806,218.6608734,
231.5041656,260.5279541,231.5144806,216.8457489,
232.0041656,253.6788635,232.0144806,217.4105072,
232.5041656,248.1444702,232.5144806,216.6857758,
233.0041656,253.9228516,233.0144806,215.2202911,
233.5041656,254.6757507,233.5144806,215.2309723,
234.0041656,245.3562775,234.0144806,209.8783569,
234.5041656,240.7136383,234.5144806,211.9966431,
235.0041656,238.9909058,235.0144806,206.7743683,
235.5041656,238.5737915,235.5144806,206.7639313,
236.0041656,233.3098145,236.0144806,206.8197479,
236.5041656,228.2047577,236.5144806,202.0434418,
237.0041656,229.9678802,237.0144806,204.2355804,
237.5041656,233.0318146,237.5144806,200.9405975,
238.0041656,230.3073883,238.0144806,201.8612213,
238.5041656,226.305603,238.5144806,202.4302063,
239.0041656,226.5123291,239.0144806,195.818512,
239.5041656,220.947052,239.5144806,201.1091309,
240.0041656,224.817337,240.0144806,199.1707458,
240.5041656,221.932312,240.5144806,201.1042786,
241.0041656,223.0447388,241.0144806,199.2383423,
241.5041656,220.7210541,241.5144806,197.8427887,
242.0041656,221.243576,242.0144806,200.2318726,
242.5041656,222.2717285,242.5144806,198.2816772,
243.0041656,218.9189453,243.0144806,199.8075256,
243.5041656,220.4153748,243.5144806,199.4889679,
244.0041656,227.7533264,244.0144806,203.1626282,
244.5041656,222.8688049,244.5144806,196.895813,
245.0041656,217.4512939,245.0145416,205.0466309,
245.5041656,220.6140137,245.5144806,198.6738739,
246.0041656,218.7742767,246.0144806,197.5599823,
246.5041656,219.7746582,246.5144806,196.2375641,
247.0041656,215.912384,247.0144806,194.0576782,
247.5041656,217.7557983,247.5144806,195.2238617,
248.0041656,220.0007324,248.0144806,195.0910797,
248.5041656,214.8925171,248.5144806,195.9905853,
249.0041656,212.8210144,249.0144806,197.2902222,
249.5041656,220.2713928,249.5144806,199.9461365,
250.0041656,216.6583252,250.0144806,196.7854614,
250.5041656,218.8104248,250.5144806,197.2793274,
251.0041656,214.3225861,251.0144806,197.2799988,
251.5041656,220.9317932,251.5144806,199.7710876,
252.0041656,219.3597107,252.0144806,195.5128632,
252.5041656,222.5389404,252.5144806,199.3069916,
253.0041656,215.0238037,253.0144806,198.7955475,
253.5041656,213.9418182,253.5144806,200.7090607,
254.0041656,214.0811615,254.0144806,199.1764984,
254.5041656,211.9207611,254.5144806,199.9653473,
255.0041656,216.5722504,255.0144806,193.7017365,
255.5041656,211.0457001,255.5144806,195.6883087,
256.0041809,215.0053864,256.0144958,190.2631226,
256.5041809,209.1484985,256.5144958,188.8867035,
257.0041809,206.1782684,257.0144958,191.4400482,
257.5041809,207.608017,257.5144958,189.768631,
258.0041809,199.0049744,258.0145264,191.2258301,
258.5041809,196.8894196,258.5144958,188.8786926,
259.0041809,200.6610565,259.0144958,184.8343048,
259.5041809,193.2450256,259.5144958,188.9766541,
260.0041809,186.6734467,260.0144958,189.756073,
260.5041809,183.6931152,260.5144958,191.4215851,
261.0041809,180.7931824,261.0144958,183.463562,
261.5041809,180.3132477,261.5144958,184.4614716,
262.0041809,174.7758179,262.0144958,185.1565094,
262.5041809,171.7659607,262.5144958,178.6677246,
263.0041809,172.947403,263.0144958,184.7005768,
263.5041809,167.9254913,263.5144958,177.8235168,
264.0041809,167.0713348,264.0145264,179.1838379,
264.5041809,162.4834747,264.5144958,179.7225952,
265.0041809,162.1749268,265.0144958,180.2131042,
265.5041809,157.9769745,265.5144958,176.6110077,
266.0041809,161.3025513,266.0144958,177.7042084,
266.5041809,163.0515594,266.5144958,176.2637634,
267.0041809,164.5252686,267.0144958,176.2391205,
267.5041809,171.1967773,267.5144958,177.1412201,
268.0041809,168.8109741,268.0144958,173.2971497,
268.5041809,172.5791016,268.5144958,177.560379,
269.0041809,170.160553,269.0144958,179.3384094,
269.5041809,175.8488159,269.5144958,182.0478363,
270.0041809,183.1568604,270.0144958,181.0855255,
270.5041809,185.3051758,270.5144958,183.4731903,
271.0041809,182.418808,271.0144958,185.5194092,
271.5041809,184.0474243,271.5144958,181.845047,
272.0041809,196.4376678,272.0144958,186.4829712,
272.5041809,192.6896973,272.5144958,188.2274933,
273.0041809,192.3478088,273.0144958,189.0883789,
273.5041809,197.6717224,273.5144958,188.2502136,
274.0041809,196.7008514,274.0144958,193.316864,
274.5041809,203.2812042,274.5144958,189.3450317,
275.0041809,201.4710083,275.0144958,189.5606079,
275.5041809,207.169693,275.5144958,195.3251495,
276.0041809,207.5622711,276.0144958,191.2412262,
276.5041809,212.2334137,276.5144958,191.2121429,
277.0041809,211.5384674,277.0144958,196.6455841,
277.5041809,209.7020721,277.5144958,193.4357758,
278.0041809,207.7690735,278.0144958,192.197113,
278.5041809,210.6056519,278.5144958,191.7994995,
