eid	id	rab	struc	class	tails	hydrox	carbon	dbonds	rt	hydrsn1	carbsn1	dbonsn1	hydrsn2	carbsn2	dbonsn2	hydrsn3	carbsn3	dbonsn3	stereo	ms2	annot	frac_molar	sp	pres_gro	time_gro	rep	remarks
K562 1b 6hrs 1	P-PE 28:1_12.05 | P-10:0/18:1	0.6606682830829113	NA	P-PE	2	NA	28	1	12.05	NA	10	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-10:0/18:1	1.65335170113832e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 29:1_13.21 | P-11:0/18:1	0.33552041235290847	NA	P-PE	2	NA	29	1	13.21	NA	11	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-11:0/18:1	8.396547234592992e-6	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 30:0_17.46 | P-16:0/14:0	3.5868332645762906	NA	P-PE	2	NA	30	0	17.46	NA	16	0	NA	14	0	NA	NA	NA	TRUE	TRUE	P-16:0/14:0	8.976209440558986e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 30:1_14.57 | P-12:0/18:1	3.9937566869373433	NA	P-PE	2	NA	30	1	14.57	NA	12	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-12:0/18:1	9.994553365674036e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 30:1_14.57 | P-14:0/16:1	1.424728813745561	NA	P-PE	2	NA	30	1	14.57	NA	14	0	NA	16	1	NA	NA	NA	TRUE	TRUE	P-14:0/16:1	3.565447090747337e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 32:0_18.76 | P-16:0	4.181702344689685	NA	P-PE	2	NA	32	0	18.76	NA	16	0	NA	16	0	NA	NA	NA	FALSE	TRUE	P-16:0	1.0464895715871888e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 32:0_21.60 | P-16:0	11.376976706488488	NA	P-PE	2	NA	32	0	21.6	NA	16	0	NA	16	0	NA	NA	NA	FALSE	TRUE	P-16:0	2.847138915721672e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 32:0_21.60 | P-18:0/14:0	3.392081661378654	NA	P-PE	2	NA	32	0	21.6	NA	18	0	NA	14	0	NA	NA	NA	TRUE	TRUE	P-18:0/14:0	8.488834909813095e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 32:1_18.23 | P-16:0/16:1	108.07955186504722	NA	P-PE	2	NA	32	1	18.23	NA	16	0	NA	16	1	NA	NA	NA	TRUE	TRUE	P-16:0/16:1	0.00270473875483315	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 32:4_12.41 | P-12:0/20:4	1.2680880756219437	NA	P-PE	2	NA	32	4	12.41	NA	12	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-12:0/20:4	3.173446691340025e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 33:1_20.23 | P-16:0/17:1	4.941076378510644	NA	P-PE	2	NA	33	1	20.23	NA	16	0	NA	17	1	NA	NA	NA	TRUE	TRUE	P-16:0/17:1	1.2365262939131776e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 33:1_20.23 | P-15:0/18:1	3.820896350792123	NA	P-PE	2	NA	33	1	20.23	NA	15	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-15:0/18:1	9.561962702336297e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 34:0_22.76 | P-18:0/16:0	65.45033249854939	NA	P-PE	2	NA	34	0	22.76	NA	18	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-18:0/16:0	0.00163792361987755	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 34:0_25.26 | P-18:0/16:0	32.88727622915849	NA	P-PE	2	NA	34	0	25.26	NA	18	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-18:0/16:0	8.230186841353375e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 34:1_22.23 | P-16:0/18:1	676.5667682622327	NA	P-PE	2	NA	34	1	22.23	NA	16	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-16:0/18:1	0.01693138365928848	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 34:2_18.85 | P-18:1/16:1	28.8926241921645	NA	P-PE	2	NA	34	2	18.85	NA	18	1	NA	16	1	NA	NA	NA	TRUE	TRUE	P-18:1/16:1	7.230507439460425e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 34:2_19.28 | P-16:0/18:2	27.67006515600887	NA	P-PE	2	NA	34	2	19.28	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-16:0/18:2	6.924556614526353e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 34:2_19.98 | P-16:0/18:2	22.435349198554217	NA	P-PE	2	NA	34	2	19.98	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-16:0/18:2	5.614545712709318e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 34:4_15.08 | P-14:0/20:4	3.3428445351057814	NA	P-PE	2	NA	34	4	15.08	NA	14	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-14:0/20:4	8.36561681600277e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 35:0_25.82 | P-18:0/17:0	0.6200397816614679	NA	P-PE	2	NA	35	0	25.82	NA	18	0	NA	17	0	NA	NA	NA	TRUE	TRUE	P-18:0/17:0	1.5516770730989808e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 35:1_23.51 | P-17:0/18:1	2.234936387172956	NA	P-PE	2	NA	35	1	23.51	NA	17	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-17:0/18:1	5.593027503039091e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 35:1_24.25 | P-17:0/18:1	5.568602032854951	NA	P-PE	2	NA	35	1	24.25	NA	17	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-17:0/18:1	1.3935673740868255e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 35:1_24.25 | P-18:0/17:1	3.326637812866459	NA	P-PE	2	NA	35	1	24.25	NA	18	0	NA	17	1	NA	NA	NA	TRUE	TRUE	P-18:0/17:1	8.325058774288972e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 35:2_20.89 | P-18:1/17:1	1.0889971790739232	NA	P-PE	2	NA	35	2	20.89	NA	18	1	NA	17	1	NA	NA	NA	TRUE	TRUE	P-18:1/17:1	2.7252637740606475e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 35:2_20.89 | P-17:1/18:1	0.6370226862727733	NA	P-PE	2	NA	35	2	20.89	NA	17	1	NA	18	1	NA	NA	NA	TRUE	TRUE	P-17:1/18:1	1.5941775456483005e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 35:2_21.94 | P-16:0/19:2	3.3687044676831785	NA	P-PE	2	NA	35	2	21.94	NA	16	0	NA	19	2	NA	NA	NA	TRUE	TRUE	P-16:0/19:2	8.430332445030168e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 35:4_16.87 | P-15:0/20:4	1.5943371427505826	NA	P-PE	2	NA	35	4	16.87	NA	15	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-15:0/20:4	3.989899461881503e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:0_21.96 | P-19:0/17:0	2.084402429096193	NA	P-PE	2	NA	36	0	21.96	NA	19	0	NA	17	0	NA	NA	NA	TRUE	TRUE	P-19:0/17:0	5.216309591738865e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:0_21.96 | P-18:0	0.7951918167919502	NA	P-PE	2	NA	36	0	21.96	NA	18	0	NA	18	0	NA	NA	NA	FALSE	TRUE	P-18:0	1.9900028148607955e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:0_21.96 | P-20:0/16:0	0.4308142928791503	NA	P-PE	2	NA	36	0	21.96	NA	20	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-20:0/16:0	1.0781318889453278e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:0_25.92 | P-18:0	32.324027173420554	NA	P-PE	2	NA	36	0	25.92	NA	18	0	NA	18	0	NA	NA	NA	FALSE	TRUE	P-18:0	8.089231265262552e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:0_25.92 | P-20:0/16:0	33.27834335650199	NA	P-PE	2	NA	36	0	25.92	NA	20	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-20:0/16:0	8.328053125661065e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:0_25.92 | P-16:0/20:0	6.7317372555058625	NA	P-PE	2	NA	36	0	25.92	NA	16	0	NA	20	0	NA	NA	NA	TRUE	TRUE	P-16:0/20:0	1.6846471259480852e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:1_25.62 | P-18:0/18:1	509.3086149921871	NA	P-PE	2	NA	36	1	25.62	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-18:0/18:1	0.01274567413880315	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:1_26.14 | P-18:0/18:1	22.271929259312778	NA	P-PE	2	NA	36	1	26.14	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-18:0/18:1	5.573649147600434e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:2_22.82 | P-18:1	273.6686612669798	NA	P-PE	2	NA	36	2	22.82	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	P-18:1	0.00684867971174006	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:2_23.39 | P-18:0/18:2	13.17878036392328	NA	P-PE	2	NA	36	2	23.39	NA	18	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-18:0/18:2	3.2980482780170625e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:2_23.39 | P-18:1	3.2627793356894803	NA	P-PE	2	NA	36	2	23.39	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	P-18:1	8.165250100895444e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:2_23.87 | P-16:0/20:2	41.297095651173926	NA	P-PE	2	NA	36	2	23.87	NA	16	0	NA	20	2	NA	NA	NA	TRUE	TRUE	P-16:0/20:2	0.00103347814773744	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:2_23.87 | P-18:0/18:2	17.136852526205114	NA	P-PE	2	NA	36	2	23.87	NA	18	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-18:0/18:2	4.288573403909271e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:2_23.87 | P-18:1	14.221083877451887	NA	P-PE	2	NA	36	2	23.87	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	P-18:1	3.5588893583779165e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:3_19.89 | P-18:1/18:2	27.33264633566808	NA	P-PE	2	NA	36	3	19.89	NA	18	1	NA	18	2	NA	NA	NA	TRUE	TRUE	P-18:1/18:2	6.840116057155671e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:3_20.53 | P-16:0/20:3	24.25082269299187	NA	P-PE	2	NA	36	3	20.53	NA	16	0	NA	20	3	NA	NA	NA	TRUE	TRUE	P-16:0/20:3	6.068876012386099e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:3_20.53 | P-18:1/18:2	9.374562252929376	NA	P-PE	2	NA	36	3	20.53	NA	18	1	NA	18	2	NA	NA	NA	TRUE	TRUE	P-18:1/18:2	2.3460258113166827e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:3_21.01 | P-16:0/20:3	9.26729541758582	NA	P-PE	2	NA	36	3	21.01	NA	16	0	NA	20	3	NA	NA	NA	TRUE	TRUE	P-16:0/20:3	2.3191818096849687e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:3_21.76 | P-16:0/20:3	10.79883982994762	NA	P-PE	2	NA	36	3	21.76	NA	16	0	NA	20	3	NA	NA	NA	TRUE	TRUE	P-16:0/20:3	2.702457596397662e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:4_19.01 | P-16:0/20:4	333.76020044957676	NA	P-PE	2	NA	36	4	19.01	NA	16	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-16:0/20:4	0.00835249715046972	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:5_16.44 | P-16:0/20:5	20.885891101753472	NA	P-PE	2	NA	36	5	16.44	NA	16	0	NA	20	5	NA	NA	NA	TRUE	TRUE	P-16:0/20:5	5.226786946958708e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 36:6_14.52 | P-14:0/22:6	1.3703227841082646	NA	P-PE	2	NA	36	6	14.52	NA	14	0	NA	22	6	NA	NA	NA	TRUE	TRUE	P-14:0/22:6	3.4292935868538904e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:1_26.25 | P-19:0/18:1	0.7997657101723961	NA	P-PE	2	NA	37	1	26.25	NA	19	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-19:0/18:1	2.00144918605043e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:1_26.51 | P-17:0/20:1	1.8457837045745713	NA	P-PE	2	NA	37	1	26.51	NA	17	0	NA	20	1	NA	NA	NA	TRUE	TRUE	P-17:0/20:1	4.619155642906469e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:2_24.51 | P-19:1/18:1	0.9660092512315406	NA	P-PE	2	NA	37	2	24.51	NA	19	1	NA	18	1	NA	NA	NA	TRUE	TRUE	P-19:1/18:1	2.4174810260092144e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:2_24.91 | P-16:0/21:2	1.7301322760686904	NA	P-PE	2	NA	37	2	24.91	NA	16	0	NA	21	2	NA	NA	NA	TRUE	TRUE	P-16:0/21:2	4.3297328100636235e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:2_25.46 | P-18:0/19:2	4.28239649195712	NA	P-PE	2	NA	37	2	25.46	NA	18	0	NA	19	2	NA	NA	NA	TRUE	TRUE	P-18:0/19:2	1.07168872885601e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:3_22.53 | P-18:1/19:2	1.5003862155321022	NA	P-PE	2	NA	37	3	22.53	NA	18	1	NA	19	2	NA	NA	NA	TRUE	TRUE	P-18:1/19:2	3.754783096653019e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:3_22.53 | P-16:0/21:3	0.6507443680747308	NA	P-PE	2	NA	37	3	22.53	NA	16	0	NA	21	3	NA	NA	NA	TRUE	TRUE	P-16:0/21:3	1.6285166633729788e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:4_20.35 | P-17:0/20:4	1.1996097839958917	NA	P-PE	2	NA	37	4	20.35	NA	17	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-17:0/20:4	3.0020767272444863e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 37:4_21.03 | P-17:0/20:4	3.193378029006132	NA	P-PE	2	NA	37	4	21.03	NA	17	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-17:0/20:4	7.991570250652449e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:0_27.23 | P-18:0/20:0	21.784251411184098	NA	P-PE	2	NA	38	0	27.23	NA	18	0	NA	20	0	NA	NA	NA	TRUE	TRUE	P-18:0/20:0	5.451605601624755e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:0_27.23 | P-22:0/16:0	9.754493285468795	NA	P-PE	2	NA	38	0	27.23	NA	22	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-22:0/16:0	2.4411052384738444e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:1_27.10 | P-16:0/22:1	61.67655148363505	NA	P-PE	2	NA	38	1	27.1	NA	16	0	NA	22	1	NA	NA	NA	TRUE	TRUE	P-16:0/22:1	0.00154348307504593	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:1_27.10 | P-18:0/20:1	40.289927256047854	NA	P-PE	2	NA	38	1	27.1	NA	18	0	NA	20	1	NA	NA	NA	TRUE	TRUE	P-18:0/20:1	0.00100827331163355	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:1_27.10 | P-20:0/18:1	20.831767082092064	NA	P-PE	2	NA	38	1	27.1	NA	20	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-20:0/18:1	5.213242170817486e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:2_25.96 | P-16:0/22:2	82.57709090974906	NA	P-PE	2	NA	38	2	25.96	NA	16	0	NA	22	2	NA	NA	NA	TRUE	TRUE	P-16:0/22:2	0.00206652835056035	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:2_25.96 | P-20:1/18:1	8.90390776722506	NA	P-PE	2	NA	38	2	25.96	NA	20	1	NA	18	1	NA	NA	NA	TRUE	TRUE	P-20:1/18:1	2.2282424373432184e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:2_25.96 | P-18:1/20:1	6.601649385080181	NA	P-PE	2	NA	38	2	25.96	NA	18	1	NA	20	1	NA	NA	NA	TRUE	TRUE	P-18:1/20:1	1.6520920589994923e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:2_26.33 | P-18:0/20:2	32.57678336786581	NA	P-PE	2	NA	38	2	26.33	NA	18	0	NA	20	2	NA	NA	NA	TRUE	TRUE	P-18:0/20:2	8.152484624741118e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:3_24.46 | P-18:0/20:3	31.743490050826157	NA	P-PE	2	NA	38	3	24.46	NA	18	0	NA	20	3	NA	NA	NA	TRUE	TRUE	P-18:0/20:3	7.943949273710531e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:3_24.46 | P-18:1/20:2	21.694765684673385	NA	P-PE	2	NA	38	3	24.46	NA	18	1	NA	20	2	NA	NA	NA	TRUE	TRUE	P-18:1/20:2	5.429211401397116e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:3_24.85 | P-18:0/20:3	11.061977801851052	NA	P-PE	2	NA	38	3	24.85	NA	18	0	NA	20	3	NA	NA	NA	TRUE	TRUE	P-18:0/20:3	2.7683090417630256e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:3_25.33 | P-18:0/20:3	10.630855564211169	NA	P-PE	2	NA	38	3	25.33	NA	18	0	NA	20	3	NA	NA	NA	TRUE	TRUE	P-18:0/20:3	2.6604187883253545e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:4_19.96 | P-18:0/20:4	21.13817188438642	NA	P-PE	2	NA	38	4	19.96	NA	18	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-18:0/20:4	5.289921332521204e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:4_21.21 | P-18:1/20:3	10.30357012486807	NA	P-PE	2	NA	38	4	21.21	NA	18	1	NA	20	3	NA	NA	NA	TRUE	TRUE	P-18:1/20:3	2.578514154524763e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:4_21.55 | P-18:1/20:3	2.406956151888303	NA	P-PE	2	NA	38	4	21.55	NA	18	1	NA	20	3	NA	NA	NA	TRUE	TRUE	P-18:1/20:3	6.02351459906613e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:4_21.55 | P-16:0/22:4	0.87529960176487	NA	P-PE	2	NA	38	4	21.55	NA	16	0	NA	22	4	NA	NA	NA	TRUE	TRUE	P-16:0/22:4	2.1904761022136533e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:4_21.89 | P-16:0/22:4	62.02516120879944	NA	P-PE	2	NA	38	4	21.89	NA	16	0	NA	22	4	NA	NA	NA	TRUE	TRUE	P-16:0/22:4	0.00155220718814312	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:4_23.07 | P-18:0/20:4	367.7732736617684	NA	P-PE	2	NA	38	4	23.07	NA	18	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-18:0/20:4	0.00920368940377276	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_18.75 | P-23:5/15:0	2.579999393907733	NA	P-PE	2	NA	38	5	18.75	NA	23	5	NA	15	0	NA	NA	NA	TRUE	TRUE	P-23:5/15:0	6.456562992472069e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_18.75 | P-22:5/16:0	2.947059369597296	NA	P-PE	2	NA	38	5	18.75	NA	22	5	NA	16	0	NA	NA	NA	TRUE	TRUE	P-22:5/16:0	7.375146873015292e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_18.75 | P-18:1/20:4	1.0002516264335726	NA	P-PE	2	NA	38	5	18.75	NA	18	1	NA	20	4	NA	NA	NA	TRUE	TRUE	P-18:1/20:4	2.503174089746302e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_18.75 | P-20:5/18:0	0.8885983105229978	NA	P-PE	2	NA	38	5	18.75	NA	20	5	NA	18	0	NA	NA	NA	TRUE	TRUE	P-20:5/18:0	2.2237567111231535e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_19.39 | P-18:1/20:4	145.22138641135936	NA	P-PE	2	NA	38	5	19.39	NA	18	1	NA	20	4	NA	NA	NA	TRUE	TRUE	P-18:1/20:4	0.00363422964917409	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_19.39 | P-16:0/22:5	81.9733426333831	NA	P-PE	2	NA	38	5	19.39	NA	16	0	NA	22	5	NA	NA	NA	TRUE	TRUE	P-16:0/22:5	0.00205141928198011	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_20.64 | P-18:0/20:5	11.288039639226197	NA	P-PE	2	NA	38	5	20.64	NA	18	0	NA	20	5	NA	NA	NA	TRUE	TRUE	P-18:0/20:5	2.8248820199060893e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_20.64 | P-16:0/22:5	8.700528823012723	NA	P-PE	2	NA	38	5	20.64	NA	16	0	NA	22	5	NA	NA	NA	TRUE	TRUE	P-16:0/22:5	2.177345953888603e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:5_20.64 | P-18:1/20:4	4.824726793767649	NA	P-PE	2	NA	38	5	20.64	NA	18	1	NA	20	4	NA	NA	NA	TRUE	TRUE	P-18:1/20:4	1.2074092939318986e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:6_17.01 | P-18:1/20:5	8.401659048337912	NA	P-PE	2	NA	38	6	17.01	NA	18	1	NA	20	5	NA	NA	NA	TRUE	TRUE	P-18:1/20:5	2.102552466289712e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 38:6_18.14 | P-16:0/22:6	148.91346104707418	NA	P-PE	2	NA	38	6	18.14	NA	16	0	NA	22	6	NA	NA	NA	TRUE	TRUE	P-16:0/22:6	0.00372662545560215	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 39:2_26.69 | P-17:0/22:2	1.5922257144700671	NA	P-PE	2	NA	39	2	26.69	NA	17	0	NA	22	2	NA	NA	NA	TRUE	TRUE	P-17:0/22:2	3.984615518897088e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 39:2_26.69 | P-18:0/21:2	0.7384022652067679	NA	P-PE	2	NA	39	2	26.69	NA	18	0	NA	21	2	NA	NA	NA	TRUE	TRUE	P-18:0/21:2	1.847884441503889e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 39:3_21.12 | P-21:3/18:0	1.7722780251411163	NA	P-PE	2	NA	39	3	21.12	NA	21	3	NA	18	0	NA	NA	NA	TRUE	TRUE	P-21:3/18:0	4.4352044176902e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 39:3_25.85 | P-18:0/21:3	0.5337227609781691	NA	P-PE	2	NA	39	3	25.85	NA	18	0	NA	21	3	NA	NA	NA	TRUE	TRUE	P-18:0/21:3	1.3356648977937317e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 39:4_17.57 | P-19:0/20:4	1.076726757520931	NA	P-PE	2	NA	39	4	17.57	NA	19	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-19:0/20:4	2.6945564995209096e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 39:4_17.57 | P-21:3/18:1	0.832105698954853	NA	P-PE	2	NA	39	4	17.57	NA	21	3	NA	18	1	NA	NA	NA	TRUE	TRUE	P-21:3/18:1	2.0823814433381e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 39:5_21.44 | P-17:0/22:5	0.3760430189293989	NA	P-PE	2	NA	39	5	21.44	NA	17	0	NA	22	5	NA	NA	NA	TRUE	TRUE	P-17:0/22:5	9.410643449491676e-6	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 40:1_27.96 | P-18:0/22:1	31.23412915910938	NA	P-PE	2	NA	40	1	27.96	NA	18	0	NA	22	1	NA	NA	NA	TRUE	TRUE	P-18:0/22:1	7.81647944984015e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 40:2_27.28 | P-18:0/22:2	71.8590794226932	NA	P-PE	2	NA	40	2	27.28	NA	18	0	NA	22	2	NA	NA	NA	TRUE	TRUE	P-18:0/22:2	0.00179830535607584	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 40:3_26.21 | P-18:1/22:2	13.58064841700397	NA	P-PE	2	NA	40	3	26.21	NA	18	1	NA	22	2	NA	NA	NA	TRUE	TRUE	P-18:1/22:2	3.3986175419286946e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 40:3_26.60 | P-18:0/22:3	2.2431545640284507	NA	P-PE	2	NA	40	3	26.6	NA	18	0	NA	22	3	NA	NA	NA	TRUE	TRUE	P-18:0/22:3	5.613593855370829e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 40:3_26.60 | P-18:1/22:2	0.8509318847135043	NA	P-PE	2	NA	40	3	26.6	NA	18	1	NA	22	2	NA	NA	NA	TRUE	TRUE	P-18:1/22:2	2.1294948087697895e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	P-PE 40:3_26.60 | P-20:0/20:3	0.5662971100145463	NA	P-PE	2	NA	40	3	26.6	NA	20	0	NA	20	3	NA	NA	NA	TRUE	TRUE	P-20:0/20:3	1.4171836520185488e-5	Homo_sapi	1	6	1	NA
