eid	id	rab	struc	class	tails	hydrox	carbon	dbonds	rt	hydrsn1	carbsn1	dbonsn1	hydrsn2	carbsn2	dbonsn2	hydrsn3	carbsn3	dbonsn3	stereo	ms2	annot	frac_molar	sp	pres_gro	time_gro	rep	remarks
K562 1b 6hrs 1	PG 34:0_16.89 | 16:0_18:0	99.61159756022802	NA	PG	2	NA	34	0	16.89	NA	16	0	NA	18	0	NA	NA	NA	FALSE	TRUE	16:0_18:0	0.00249282443998663	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 34:2_14.57 | 16:1_18:1	8.565805665473547	NA	PG	2	NA	34	2	14.57	NA	16	1	NA	18	1	NA	NA	NA	FALSE	TRUE	16:1_18:1	2.143630885766865e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 34:2_14.57 | 16:0_18:2	7.351344695518894	NA	PG	2	NA	34	2	14.57	NA	16	0	NA	18	2	NA	NA	NA	FALSE	TRUE	16:0_18:2	1.8397066378415816e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 34:3_12.08 | 16:1_18:2	12.207253771864233	NA	PG	2	NA	34	3	12.08	NA	16	1	NA	18	2	NA	NA	NA	FALSE	TRUE	16:1_18:2	3.0549194363862066e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 36:0_20.87 | 18:0/18:0	39.96352506527396	NA	PG	2	NA	36	0	20.87	NA	18	0	NA	18	0	NA	NA	NA	TRUE	TRUE	18:0/18:0	0.00100010495194095	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 36:3_12.91 | 18:1_18:2	22.62532369897913	NA	PG	2	NA	36	3	12.91	NA	18	1	NA	18	2	NA	NA	NA	FALSE	TRUE	18:1_18:2	5.662087674612614e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 36:3_12.91 | 16:1_20:2	3.6749274633512305	NA	PG	2	NA	36	3	12.91	NA	16	1	NA	20	2	NA	NA	NA	FALSE	TRUE	16:1_20:2	9.196669082915824e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 36:3_13.26 | 18:1_18:2	86.31695532693863	NA	PG	2	NA	36	3	13.26	NA	18	1	NA	18	2	NA	NA	NA	FALSE	TRUE	18:1_18:2	0.00216012011748056	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 36:3_14.33 | 18:2/18:1	47.85599268618147	NA	PG	2	NA	36	3	14.33	NA	18	2	NA	18	1	NA	NA	NA	TRUE	TRUE	18:2/18:1	0.00119761745710186	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 36:4_13.84 | 16:0_20:4	72.01296777420262	NA	PG	2	NA	36	4	13.84	NA	16	0	NA	20	4	NA	NA	NA	FALSE	TRUE	16:0_20:4	0.00180215648037329	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 36:5_11.94 | 16:1_20:4	4.999465424887443	NA	PG	2	NA	36	5	11.94	NA	16	1	NA	20	4	NA	NA	NA	FALSE	TRUE	16:1_20:4	1.2511384119195766e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 37:3_14.58 | 18:1_19:2	40.51417886767146	NA	PG	2	NA	37	3	14.58	NA	18	1	NA	19	2	NA	NA	NA	FALSE	TRUE	18:1_19:2	0.00101388530774498	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:2_22.05 | 18:0_20:2	67.9295277520262	NA	PG	2	NA	38	2	22.05	NA	18	0	NA	20	2	NA	NA	NA	FALSE	TRUE	18:0_20:2	0.00169996658144766	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:3_15.55 | 18:1_20:2	21.737172342150533	NA	PG	2	NA	38	3	15.55	NA	18	1	NA	20	2	NA	NA	NA	FALSE	TRUE	18:1_20:2	5.439823855646057e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:3_16.17 | 18:1_20:2	52.9291442621935	NA	PG	2	NA	38	3	16.17	NA	18	1	NA	20	2	NA	NA	NA	FALSE	TRUE	18:1_20:2	0.00132457532693015	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:4_14.57 | 18:1_20:3	10.788873430460852	NA	PG	2	NA	38	4	14.57	NA	18	1	NA	20	3	NA	NA	NA	FALSE	TRUE	18:1_20:3	2.699963460691801e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:4_14.57 | 18:2_20:2	2.5447452294321287	NA	PG	2	NA	38	4	14.57	NA	18	2	NA	20	2	NA	NA	NA	FALSE	TRUE	18:2_20:2	6.368337881171189e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:4_17.19 | 18:0_20:4	25.621130244172058	NA	PG	2	NA	38	4	17.19	NA	18	0	NA	20	4	NA	NA	NA	FALSE	TRUE	18:0_20:4	6.411801558963626e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:5_12.78 | 18:1_20:4	35.35352103291267	NA	PG	2	NA	38	5	12.78	NA	18	1	NA	20	4	NA	NA	NA	FALSE	TRUE	18:1_20:4	8.847375549532786e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:5_14.16 | 20:4/18:1	40.05846199447415	NA	PG	2	NA	38	5	14.16	NA	20	4	NA	18	1	NA	NA	NA	TRUE	TRUE	20:4/18:1	0.00100248079073045	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:6_12.01 | 22:6/16:0	46.63248709464757	NA	PG	2	NA	38	6	12.01	NA	22	6	NA	16	0	NA	NA	NA	TRUE	TRUE	22:6/16:0	0.00116699868664	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 38:7_10.67 | 22:6/16:1	18.83815269116624	NA	PG	2	NA	38	7	10.67	NA	22	6	NA	16	1	NA	NA	NA	TRUE	TRUE	22:6/16:1	4.714331321144172e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:2_25.30 | 20:1/20:1	16.113580634218703	NA	PG	2	NA	40	2	25.3	NA	20	1	NA	20	1	NA	NA	NA	TRUE	TRUE	20:1/20:1	4.032495071308212e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:5_14.60 | 18:1_22:4	163.5524864162754	NA	PG	2	NA	40	5	14.6	NA	18	1	NA	22	4	NA	NA	NA	FALSE	TRUE	18:1_22:4	0.00409297356276774	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:6_13.06 | 22:5/18:1	29.954605054226956	NA	PG	2	NA	40	6	13.06	NA	22	5	NA	18	1	NA	NA	NA	TRUE	TRUE	22:5/18:1	7.496272863626694e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:6_13.84 | 22:5/18:1	23.067963103028507	NA	PG	2	NA	40	6	13.84	NA	22	5	NA	18	1	NA	NA	NA	TRUE	TRUE	22:5/18:1	5.772860150061394e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:6_14.53 | 22:6/18:0	48.470265945266675	NA	PG	2	NA	40	6	14.53	NA	22	6	NA	18	0	NA	NA	NA	TRUE	TRUE	22:6/18:0	0.001212989918046	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:6_14.53 | 22:5/18:1	24.05432675196339	NA	PG	2	NA	40	6	14.53	NA	22	5	NA	18	1	NA	NA	NA	TRUE	TRUE	22:5/18:1	6.019702031027373e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:7_12.42 | 22:6/18:1	286.70759039383313	NA	PG	2	NA	40	7	12.42	NA	22	6	NA	18	1	NA	NA	NA	TRUE	TRUE	22:6/18:1	0.00717498470026332	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:7_12.96 | 22:6/18:1	11.164368831401823	NA	PG	2	NA	40	7	12.96	NA	22	6	NA	18	1	NA	NA	NA	TRUE	TRUE	22:6/18:1	2.7939328513545974e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 40:8_11.35 | 22:6/18:2	7.935805787337063	NA	PG	2	NA	40	8	11.35	NA	22	6	NA	18	2	NA	NA	NA	TRUE	TRUE	22:6/18:2	1.985970620107771e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 42:1_27.53 | 18:1_24:0	125.85201979288658	NA	PG	2	NA	42	1	27.53	NA	18	1	NA	24	0	NA	NA	NA	FALSE	TRUE	18:1_24:0	0.00314950265275788	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 42:7_14.60 | 22:6/20:1	9.150549294729611	NA	PG	2	NA	42	7	14.6	NA	22	6	NA	20	1	NA	NA	NA	TRUE	TRUE	22:6/20:1	2.2899655742808863e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 42:8_12.99 | 22:6/20:2	7.264958354845915	NA	PG	2	NA	42	8	12.99	NA	22	6	NA	20	2	NA	NA	NA	TRUE	TRUE	22:6/20:2	1.8180880726759735e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PG 44:12_10.75 | 22:6/22:6	19.55619990560456	NA	PG	2	NA	44	12	10.75	NA	22	6	NA	22	6	NA	NA	NA	TRUE	TRUE	22:6/22:6	4.894025823497063e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 32:1_12.99 | 16:0/16:1	9.807603304080429	NA	PS	2	NA	32	1	12.99	NA	16	0	NA	16	1	NA	NA	NA	TRUE	TRUE	16:0/16:1	2.454396256351875e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 34:1_15.90 | 18:0/16:1	142.664813398401	NA	PS	2	NA	34	1	15.9	NA	18	0	NA	16	1	NA	NA	NA	TRUE	TRUE	18:0/16:1	0.00357025027483006	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 34:1_15.90 | 16:0/18:1	104.1391616628884	NA	PS	2	NA	34	1	15.9	NA	16	0	NA	18	1	NA	NA	NA	TRUE	TRUE	16:0/18:1	0.00260612874114387	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 34:2_13.40 | 18:1/16:1	9.61377090735915	NA	PS	2	NA	34	2	13.4	NA	18	1	NA	16	1	NA	NA	NA	TRUE	TRUE	18:1/16:1	2.405888838777749e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 36:1_19.67 | 18:0/18:1	838.6272988511319	NA	PS	2	NA	36	1	19.67	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	18:0/18:1	0.02098702036529498	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 36:2_16.35 | 18:1/18:1	111.76961744281598	NA	PS	2	NA	36	2	16.35	NA	18	1	NA	18	1	NA	NA	NA	TRUE	TRUE	18:1/18:1	0.00279708428369442	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 36:2_16.89 | 18:1/18:1	15.80010776137825	NA	PS	2	NA	36	2	16.89	NA	18	1	NA	18	1	NA	NA	NA	TRUE	TRUE	18:1/18:1	3.9540470935798134e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 36:2_16.89 | 18:0/18:2	11.21201573788653	NA	PS	2	NA	36	2	16.89	NA	18	0	NA	18	2	NA	NA	NA	TRUE	TRUE	18:0/18:2	2.8058567011757e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 36:2_17.35 | 18:1/18:1	54.73777655464654	NA	PS	2	NA	36	2	17.35	NA	18	1	NA	18	1	NA	NA	NA	TRUE	TRUE	18:1/18:1	0.0013698371527818	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 38:1_23.89 | 18:1/20:0	6.5815295652357095	NA	PS	2	NA	38	1	23.89	NA	18	1	NA	20	0	NA	NA	NA	TRUE	TRUE	18:1/20:0	1.6470569847847551e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 38:2_20.10 | 20:1/18:1	11.982644510819291	NA	PS	2	NA	38	2	20.1	NA	20	1	NA	18	1	NA	NA	NA	TRUE	TRUE	20:1/18:1	2.998709971916809e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 38:2_20.85 | 18:1_20:1	9.18526331199054	NA	PS	2	NA	38	2	20.85	NA	18	1	NA	20	1	NA	NA	NA	FALSE	TRUE	18:1_20:1	2.2986529111731428e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 38:2_20.85 | 18:0/20:2	3.4177452466431077	NA	PS	2	NA	38	2	20.85	NA	18	0	NA	20	2	NA	NA	NA	TRUE	TRUE	18:0/20:2	8.553059170975285e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 38:4_16.73 | 18:0/20:4	47.268429714979725	NA	PS	2	NA	38	4	16.73	NA	18	0	NA	20	4	NA	NA	NA	TRUE	TRUE	18:0/20:4	0.00118291343296695	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:1_26.46 | 18:1/22:0	27.65045277166561	NA	PS	2	NA	40	1	26.46	NA	18	1	NA	22	0	NA	NA	NA	TRUE	TRUE	18:1/22:0	6.919648528297967e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:1_26.46 | 18:0/22:1	11.503198033210673	NA	PS	2	NA	40	1	26.46	NA	18	0	NA	22	1	NA	NA	NA	TRUE	TRUE	18:0/22:1	2.8787263629474183e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:2_23.94 | 18:1_22:1	3.368831910387368	NA	PS	2	NA	40	2	23.94	NA	18	1	NA	22	1	NA	NA	NA	FALSE	TRUE	18:1_22:1	8.430651376053747e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:2_24.44 | 18:0/22:2	32.92029743206703	NA	PS	2	NA	40	2	24.44	NA	18	0	NA	22	2	NA	NA	NA	TRUE	TRUE	18:0/22:2	8.238450543940657e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:2_24.44 | 22:1/18:1	20.13759922881152	NA	PS	2	NA	40	2	24.44	NA	22	1	NA	18	1	NA	NA	NA	TRUE	TRUE	22:1/18:1	5.039523584579119e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:4_19.55 | 18:0/22:4	36.50934913610606	NA	PS	2	NA	40	4	19.55	NA	18	0	NA	22	4	NA	NA	NA	TRUE	TRUE	18:0/22:4	9.1366266623183e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:5_17.12 | 18:0/22:5	101.4356734453087	NA	PS	2	NA	40	5	17.12	NA	18	0	NA	22	5	NA	NA	NA	TRUE	TRUE	18:0/22:5	0.00253847274859818	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:5_18.48 | 22:5/18:0	17.943437299096175	NA	PS	2	NA	40	5	18.48	NA	22	5	NA	18	0	NA	NA	NA	TRUE	TRUE	22:5/18:0	4.490424823224998e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 40:6_16.03 | 18:0/22:6	145.30062767671728	NA	PS	2	NA	40	6	16.03	NA	18	0	NA	22	6	NA	NA	NA	TRUE	TRUE	18:0/22:6	0.00363621269700967	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 42:2_26.48 | 24:1/18:1	8.360452764322872	NA	PS	2	NA	42	2	26.48	NA	24	1	NA	18	1	NA	NA	NA	TRUE	TRUE	24:1/18:1	2.0922404108273337e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 42:2_26.48 | 18:0/24:2	6.490276688380653	NA	PS	2	NA	42	2	26.48	NA	18	0	NA	24	2	NA	NA	NA	TRUE	TRUE	18:0/24:2	1.624220547340226e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	PS 42:2_27.26 | 18:1_24:1	1.427726088113589	NA	PS	2	NA	42	2	27.26	NA	18	1	NA	24	1	NA	NA	NA	FALSE	TRUE	18:1_24:1	3.572947902882639e-5	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	LPS 18:0_6.74	13.425195985386972	NA	LPS	1	NA	18	0	6.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	18:0	3.3597148809653564e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 1	LPS 18:1_5.75	4.337799622249912	NA	LPS	1	NA	18	1	5.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	18:1	1.0855536081098673e-4	Homo_sapi	1	6	1	NA
K562 1b 6hrs 2	P-PE 28:1_12.05 | P-10:0/18:1	0.6184035185765439	NA	P-PE	2	NA	28	1	12.05	NA	10	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-10:0/18:1	1.1689761944387729e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 29:1_13.21 | P-11:0/18:1	0.4985247429650254	NA	P-PE	2	NA	29	1	13.21	NA	11	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-11:0/18:1	9.423677895724815e-6	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 30:0_17.46 | P-16:0/14:0	4.022602279226762	NA	P-PE	2	NA	30	0	17.46	NA	16	0	NA	14	0	NA	NA	NA	TRUE	TRUE	P-16:0/14:0	7.603977278355664e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 30:1_14.57 | P-12:0/18:1	10.192792025454452	NA	P-PE	2	NA	30	1	14.57	NA	12	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-12:0/18:1	1.9267567008752072e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 30:1_14.57 | P-14:0/16:1	4.601151566997177	NA	P-PE	2	NA	30	1	14.57	NA	14	0	NA	16	1	NA	NA	NA	TRUE	TRUE	P-14:0/16:1	8.697616503225971e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 32:0_18.76 | P-16:0	4.518147465355655	NA	P-PE	2	NA	32	0	18.76	NA	16	0	NA	16	0	NA	NA	NA	FALSE	TRUE	P-16:0	8.540712772983523e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 32:0_21.60 | P-16:0	13.48662663848513	NA	P-PE	2	NA	32	0	21.6	NA	16	0	NA	16	0	NA	NA	NA	FALSE	TRUE	P-16:0	2.549394531254033e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 32:0_21.60 | P-18:0/14:0	4.235603092906988	NA	P-PE	2	NA	32	0	21.6	NA	18	0	NA	14	0	NA	NA	NA	TRUE	TRUE	P-18:0/14:0	8.00661547996456e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 32:0_18.76 | P-18:0/14:0	2.460255681146872	NA	P-PE	2	NA	32	0	18.76	NA	18	0	NA	14	0	NA	NA	NA	TRUE	TRUE	P-18:0/14:0	4.650653233851971e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 32:1_18.23 | P-16:0/16:1	134.74949667018043	NA	P-PE	2	NA	32	1	18.23	NA	16	0	NA	16	1	NA	NA	NA	TRUE	TRUE	P-16:0/16:1	0.0025471872181877	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 32:4_12.41 | P-12:0/20:4	1.579944566569494	NA	P-PE	2	NA	32	4	12.41	NA	12	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-12:0/20:4	2.9865897126586584e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 33:1_20.23 | P-16:0/17:1	4.880310804759751	NA	P-PE	2	NA	33	1	20.23	NA	16	0	NA	17	1	NA	NA	NA	TRUE	TRUE	P-16:0/17:1	9.225314832228491e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 33:1_20.23 | P-15:0/18:1	3.47359735658917	NA	P-PE	2	NA	33	1	20.23	NA	15	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-15:0/18:1	6.566186150209603e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:0_22.76 | P-18:0/16:0	94.44114096626512	NA	P-PE	2	NA	34	0	22.76	NA	18	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-18:0/16:0	0.00178523314064124	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:0_25.26 | P-18:0/16:0	37.20496276941029	NA	P-PE	2	NA	34	0	25.26	NA	18	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-18:0/16:0	7.032902382659747e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:1_22.23 | P-16:0/18:1	840.983576866567	NA	P-PE	2	NA	34	1	22.23	NA	16	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-16:0/18:1	0.01589722166416333	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:2_18.85 | P-18:1/16:1	34.887753807055084	NA	P-PE	2	NA	34	2	18.85	NA	18	1	NA	16	1	NA	NA	NA	TRUE	TRUE	P-18:1/16:1	6.594877366119011e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:2_19.28 | P-16:0/18:2	43.4894313612804	NA	P-PE	2	NA	34	2	19.28	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-16:0/18:2	8.220863634158514e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:2_19.98 | P-16:0/18:2	30.836525957178075	NA	P-PE	2	NA	34	2	19.98	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-16:0/18:2	5.829068509524121e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:3_16.67 | P-16:0_18:3	0.5634939606958065	NA	P-PE	2	NA	34	3	16.67	NA	16	0	NA	18	3	NA	NA	NA	FALSE	TRUE	P-16:0_18:3	1.065179944770774e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:3_17.78 | P-16:0/18:3	1.7626902873962116	NA	P-PE	2	NA	34	3	17.78	NA	16	0	NA	18	3	NA	NA	NA	TRUE	TRUE	P-16:0/18:3	3.332036319711792e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 34:4_15.08 | P-14:0/20:4	4.026001058573413	NA	P-PE	2	NA	34	4	15.08	NA	14	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-14:0/20:4	7.610402035050985e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 35:0_25.82 | P-18:0/17:0	0.923389871775971	NA	P-PE	2	NA	35	0	25.82	NA	18	0	NA	17	0	NA	NA	NA	TRUE	TRUE	P-18:0/17:0	1.745495854837013e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 35:1_23.51 | P-17:0/18:1	4.293126777909531	NA	P-PE	2	NA	35	1	23.51	NA	17	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-17:0/18:1	8.11535324804704e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 35:1_24.25 | P-17:0/18:1	6.785408446945138	NA	P-PE	2	NA	35	1	24.25	NA	17	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-17:0/18:1	1.282654562231576e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 35:1_24.25 | P-18:0/17:1	4.038929954066866	NA	P-PE	2	NA	35	1	24.25	NA	18	0	NA	17	1	NA	NA	NA	TRUE	TRUE	P-18:0/17:1	7.634841693943971e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 35:2_20.89 | P-18:1/17:1	1.1925419616782686	NA	P-PE	2	NA	35	2	20.89	NA	18	1	NA	17	1	NA	NA	NA	TRUE	TRUE	P-18:1/17:1	2.2542775424047985e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 35:2_20.89 | P-17:1/18:1	0.7696666906830293	NA	P-PE	2	NA	35	2	20.89	NA	17	1	NA	18	1	NA	NA	NA	TRUE	TRUE	P-17:1/18:1	1.454910931186054e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 35:2_21.94 | P-16:0/19:2	4.327803585079117	NA	P-PE	2	NA	35	2	21.94	NA	16	0	NA	19	2	NA	NA	NA	TRUE	TRUE	P-16:0/19:2	8.180903266542566e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 35:4_16.87 | P-15:0/20:4	1.911239567143997	NA	P-PE	2	NA	35	4	16.87	NA	15	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-15:0/20:4	3.612840950522917e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:0_21.96 | P-19:0/17:0	3.422030061752987	NA	P-PE	2	NA	36	0	21.96	NA	19	0	NA	17	0	NA	NA	NA	TRUE	TRUE	P-19:0/17:0	6.46870782373782e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:0_21.96 | P-18:0	0.6982218158008348	NA	P-PE	2	NA	36	0	21.96	NA	18	0	NA	18	0	NA	NA	NA	FALSE	TRUE	P-18:0	1.319857757258156e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:0_21.96 | P-20:0/16:0	1.0879584807155227	NA	P-PE	2	NA	36	0	21.96	NA	20	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-20:0/16:0	2.0565820314568633e-5	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:0_25.92 | P-18:0	67.90699883944222	NA	P-PE	2	NA	36	0	25.92	NA	18	0	NA	18	0	NA	NA	NA	FALSE	TRUE	P-18:0	0.00128365480943271	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:0_25.92 | P-20:0/16:0	50.96982169235218	NA	P-PE	2	NA	36	0	25.92	NA	20	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-20:0/16:0	9.634891523627988e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:1_25.62 | P-18:0/18:1	540.3320221019815	NA	P-PE	2	NA	36	1	25.62	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-18:0/18:1	0.01021396631739894	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:1_26.14 | P-18:0/18:1	31.067390059747776	NA	P-PE	2	NA	36	1	26.14	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-18:0/18:1	5.872709050359925e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:2_22.82 | P-18:1	353.5555374849411	NA	P-PE	2	NA	36	2	22.82	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	P-18:1	0.00668330619598091	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:2_23.39 | P-18:0/18:2	22.83276796267784	NA	P-PE	2	NA	36	2	23.39	NA	18	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-18:0/18:2	4.316107751610563e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:2_23.39 | P-18:1	5.82136778897507	NA	P-PE	2	NA	36	2	23.39	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	P-18:1	1.1004207058925758e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:2_23.87 | P-16:0/20:2	51.75836900654379	NA	P-PE	2	NA	36	2	23.87	NA	16	0	NA	20	2	NA	NA	NA	TRUE	TRUE	P-16:0/20:2	9.783951645504468e-4	Homo_sapi	1	6	2	NA
K562 1b 6hrs 2	P-PE 36:2_23.87 | P-18:0/18:2	21.81873339338727	NA	P-PE	2	NA	36	2	23.87	NA	18	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-18:0/18:2	4.124423481351688e-4	Homo_sapi	1	6	2	NA
