eid	id	rab	struc	class	tails	hydrox	carbon	dbonds	rt	hydrsn1	carbsn1	dbonsn1	hydrsn2	carbsn2	dbonsn2	hydrsn3	carbsn3	dbonsn3	stereo	ms2	annot	frac_molar
K562 1b 6hrs 1	PC 28:0_12.24 | 14:0/14:0	135.86581161558246		PC	2	NA	28	0	12.24	NA	14	0	NA	14	0	NA	NA	NA	TRUE	TRUE	14:0/14:0	0.0034001022375849564
K562 1b 6hrs 1	PC 28:1_10.76 | 14:0_14:1	0.7993466774961212		PC	2	NA	28	1	10.76	NA	14	0	NA	14	1	NA	NA	NA	FALSE	TRUE	14:0_14:1	2.0004005381799454e-5
K562 1b 6hrs 1	PC 28:1_10.76 | 12:0_16:1	0.43298123236271985		PC	2	NA	28	1	10.76	NA	12	0	NA	16	1	NA	NA	NA	FALSE	TRUE	12:0_16:1	1.0835547511791637e-5
K562 1b 6hrs 1	PC 28:1_10.76 | 10:0_18:1	0.1567338001554934		PC	2	NA	28	1	10.76	NA	10	0	NA	18	1	NA	NA	NA	FALSE	TRUE	10:0_18:1	3.922332912724947e-6
K562 1b 6hrs 1	PC 29:0_13.10 | 14:0_15:0	1.3233709745619184		PC	2	NA	29	0	13.1	NA	14	0	NA	15	0	NA	NA	NA	FALSE	TRUE	14:0_15:0	3.311794599581889e-5
K562 1b 6hrs 1	PC 29:0_13.10 | 13:0_16:0	0.2496242171082346		PC	2	NA	29	0	13.1	NA	13	0	NA	16	0	NA	NA	NA	FALSE	TRUE	13:0_16:0	6.246956824918848e-6
K562 1b 6hrs 1	PC 29:0_13.46 | 14:0_15:0	7.108531969068649		PC	2	NA	29	0	13.46	NA	14	0	NA	15	0	NA	NA	NA	FALSE	TRUE	14:0_15:0	1.7789416753612855e-4
K562 1b 6hrs 1	PC 29:0_13.46 | 13:0_16:0	1.2382986071547608		PC	2	NA	29	0	13.46	NA	13	0	NA	16	0	NA	NA	NA	FALSE	TRUE	13:0_16:0	3.098897224342163e-5
K562 1b 6hrs 1	PC 30:0_14.88 | 16:0/14:0	592.3667371202546		PC	2	NA	30	0	14.88	NA	16	0	NA	14	0	NA	NA	NA	TRUE	TRUE	16:0/14:0	0.014824240509100077
K562 1b 6hrs 1	PC 30:1_12.67 | 14:0/16:1	146.22717192313405		PC	2	NA	30	1	12.67	NA	14	0	NA	16	1	NA	NA	NA	TRUE	TRUE	14:0/16:1	0.003659399878008352
K562 1b 6hrs 1	PC 31:0_16.01 | 16:0/15:0	16.845107888542422		PC	2	NA	31	0	16.01	NA	16	0	NA	15	0	NA	NA	NA	TRUE	TRUE	16:0/15:0	4.215563013471463e-4
K562 1b 6hrs 1	PC 31:0_16.01 | 14:0_17:0	3.0123056495737237		PC	2	NA	31	0	16.01	NA	14	0	NA	17	0	NA	NA	NA	FALSE	TRUE	14:0_17:0	7.538428584509887e-5
K562 1b 6hrs 1	PC 31:0_16.57 | 16:0/15:0	8.766657320644864		PC	2	NA	31	0	16.57	NA	16	0	NA	15	0	NA	NA	NA	TRUE	TRUE	16:0/15:0	2.1938949039219894e-4
K562 1b 6hrs 1	PC 31:0_16.57 | 14:0_17:0	1.0374842968586855		PC	2	NA	31	0	16.57	NA	14	0	NA	17	0	NA	NA	NA	FALSE	TRUE	14:0_17:0	2.5963504999987034e-5
K562 1b 6hrs 1	PC 31:1_13.99 | 15:0/16:1	8.34275774073322		PC	2	NA	31	1	13.99	NA	15	0	NA	16	1	NA	NA	NA	TRUE	TRUE	15:0/16:1	2.0878121526374417e-4
K562 1b 6hrs 1	PC 31:1_13.99 | 14:0_17:1	5.765733285545749		PC	2	NA	31	1	13.99	NA	14	0	NA	17	1	NA	NA	NA	FALSE	TRUE	14:0_17:1	1.4429003450087784e-4
K562 1b 6hrs 1	PC 32:0_18.62 | 16:0/16:0	615.5496162313179		PC	2	NA	32	0	18.62	NA	16	0	NA	16	0	NA	NA	NA	TRUE	TRUE	16:0/16:0	0.015404402348210952
K562 1b 6hrs 1	PC 32:0_21.50 | 16:0/16:0	1.874195802808852		PC	2	NA	32	0	21.5	NA	16	0	NA	16	0	NA	NA	NA	TRUE	TRUE	16:0/16:0	4.69025817976408e-5
K562 1b 6hrs 1	PC 32:1_15.42 | 16:0/16:1	1528.7147462436594		PC	2	NA	32	1	15.42	NA	16	0	NA	16	1	NA	NA	NA	TRUE	TRUE	16:0/16:1	0.03825676502076002
K562 1b 6hrs 1	PC 32:1_15.42 | 14:0/18:1	444.94274505819743		PC	2	NA	32	1	15.42	NA	14	0	NA	18	1	NA	NA	NA	TRUE	TRUE	14:0/18:1	0.011134889675925366
K562 1b 6hrs 1	PC 32:2_13.16 | 16:1/16:1	77.93427936740183		PC	2	NA	32	2	13.16	NA	16	1	NA	16	1	NA	NA	NA	TRUE	TRUE	16:1/16:1	0.0019503399310741906
K562 1b 6hrs 1	PC 33:0_19.58 | 16:0/17:0	4.3166330749602855		PC	2	NA	33	0	19.58	NA	16	0	NA	17	0	NA	NA	NA	TRUE	TRUE	16:0/17:0	1.0802565857062449e-4
K562 1b 6hrs 1	PC 33:0_20.01 | 16:0/17:0	7.582197707761525		PC	2	NA	33	0	20.01	NA	16	0	NA	17	0	NA	NA	NA	TRUE	TRUE	16:0/17:0	1.8974786287601102e-4
K562 1b 6hrs 1	PC 33:0_20.01 | 15:0_18:0	0.8982568333041954		PC	2	NA	33	0	20.01	NA	15	0	NA	18	0	NA	NA	NA	FALSE	TRUE	15:0_18:0	2.2479275930614538e-5
K562 1b 6hrs 1	PC 33:1_17.37 | 16:0/17:1	66.10259000991772		PC	2	NA	33	1	17.37	NA	16	0	NA	17	1	NA	NA	NA	TRUE	TRUE	16:0/17:1	0.0016542466535937948
K562 1b 6hrs 1	PC 33:1_17.37 | 15:0/18:1	39.78728154983686		PC	2	NA	33	1	17.37	NA	15	0	NA	18	1	NA	NA	NA	TRUE	TRUE	15:0/18:1	9.95694379744224e-4
K562 1b 6hrs 1	PC 33:1_17.37 | 16:1_17:0	10.74892224550926		PC	2	NA	33	1	17.37	NA	16	1	NA	17	0	NA	NA	NA	FALSE	TRUE	16:1_17:0	2.68996549934061e-4
K562 1b 6hrs 1	PC 34:0_22.87 | 18:0/16:0	313.5532085414219		PC	2	NA	34	0	22.87	NA	18	0	NA	16	0	NA	NA	NA	TRUE	TRUE	18:0/16:0	0.007846808209412401
K562 1b 6hrs 1	PC 34:0_25.35 | 16:0_18:0	0.9650333925779719		PC	2	NA	34	0	25.35	NA	16	0	NA	18	0	NA	NA	NA	FALSE	TRUE	16:0_18:0	2.4150388964167066e-5
K562 1b 6hrs 1	PC 34:1_19.12 | 16:0/18:1	3993.9370243582193		PC	2	NA	34	1	19.12	NA	16	0	NA	18	1	NA	NA	NA	TRUE	TRUE	16:0/18:1	0.09995004668073772
K562 1b 6hrs 1	PC 34:1_20.44 | 16:0/18:1	139.25904117678527		PC	2	NA	34	1	20.44	NA	16	0	NA	18	1	NA	NA	NA	TRUE	TRUE	16:0/18:1	0.0034850193133856644
K562 1b 6hrs 1	PC 34:2_16.05 | 18:1/16:1	395.450364468214		PC	2	NA	34	2	16.05	NA	18	1	NA	16	1	NA	NA	NA	TRUE	TRUE	18:1/16:1	0.009896320885245806
K562 1b 6hrs 1	PC 34:2_16.46 | 16:1/18:1	192.6693528310967		PC	2	NA	34	2	16.46	NA	16	1	NA	18	1	NA	NA	NA	TRUE	TRUE	16:1/18:1	0.004821636067862155
K562 1b 6hrs 1	PC 34:2_16.46 | 16:0/18:2	162.10977847443527		PC	2	NA	34	2	16.46	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	16:0/18:2	0.004056869156199947
K562 1b 6hrs 1	PC 34:2_17.05 | 18:1/16:1	133.30848435383675		PC	2	NA	34	2	17.05	NA	18	1	NA	16	1	NA	NA	NA	TRUE	TRUE	18:1/16:1	0.00333610398783026
K562 1b 6hrs 1	PC 34:2_17.05 | 16:0/18:2	110.53855009858059		PC	2	NA	34	2	17.05	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	16:0/18:2	0.002766276277015043
K562 1b 6hrs 1	PC 34:3_13.88 | 16:1_18:2	13.380195881112893		PC	2	NA	34	3	13.88	NA	16	1	NA	18	2	NA	NA	NA	FALSE	TRUE	16:1_18:2	3.348453405144878e-4
K562 1b 6hrs 1	PC 34:3_14.23 | 16:1_18:2	11.347521797018281		PC	2	NA	34	3	14.23	NA	16	1	NA	18	2	NA	NA	NA	FALSE	TRUE	16:1_18:2	2.8397676938957665e-4
K562 1b 6hrs 1	PC 34:3_14.23 | 14:0_20:3	1.9652006629031706		PC	2	NA	34	3	14.23	NA	14	0	NA	20	3	NA	NA	NA	FALSE	TRUE	14:0_20:3	4.91800188125779e-5
K562 1b 6hrs 1	PC 34:3_14.23 | 16:0_18:3	2.4686562640344882		PC	2	NA	34	3	14.23	NA	16	0	NA	18	3	NA	NA	NA	FALSE	TRUE	16:0_18:3	6.177921868174458e-5
K562 1b 6hrs 1	PC 34:3_15.24 | 16:0_18:3	2.8328016030350183		PC	2	NA	34	3	15.24	NA	16	0	NA	18	3	NA	NA	NA	FALSE	TRUE	16:0_18:3	7.089211741041808e-5
K562 1b 6hrs 1	PC 34:3_15.24 | 16:2_18:1	1.4761176463968078		PC	2	NA	34	3	15.24	NA	16	2	NA	18	1	NA	NA	NA	FALSE	TRUE	16:2_18:1	3.6940499252696485e-5
K562 1b 6hrs 1	PC 34:3_15.24 | 16:1_18:2	1.4132904944859026		PC	2	NA	34	3	15.24	NA	16	1	NA	18	2	NA	NA	NA	FALSE	TRUE	16:1_18:2	3.53682218912822e-5
K562 1b 6hrs 1	PC 34:4_13.17 | 14:0/20:4	20.912753305530448		PC	2	NA	34	4	13.17	NA	14	0	NA	20	4	NA	NA	NA	TRUE	TRUE	14:0/20:4	5.233509332677565e-4
K562 1b 6hrs 1	PC 34:5_11.80 | 14:0_20:5	0.5212315859860723		PC	2	NA	34	5	11.8	NA	14	0	NA	20	5	NA	NA	NA	FALSE	TRUE	14:0_20:5	1.3044051779748408e-5
K562 1b 6hrs 1	PC 35:0_23.82 | 17:0_18:0	0.40259054423568313		PC	2	NA	35	0	23.82	NA	17	0	NA	18	0	NA	NA	NA	FALSE	TRUE	17:0_18:0	1.0075007052983285e-5
K562 1b 6hrs 1	PC 35:0_24.30	0.6474509935904151		PC	2	NA	35	0	24.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	35:0	1.620274847554729e-5
K562 1b 6hrs 1	PC 35:1_20.92 | 17:0/18:1	27.6541827211591		PC	2	NA	35	1	20.92	NA	17	0	NA	18	1	NA	NA	NA	TRUE	TRUE	17:0/18:1	6.920581964713508e-4
K562 1b 6hrs 1	PC 35:1_21.53 | 17:0/18:1	42.81064642294474		PC	2	NA	35	1	21.53	NA	17	0	NA	18	1	NA	NA	NA	TRUE	TRUE	17:0/18:1	0.0010713554275667276
K562 1b 6hrs 1	PC 35:1_21.53 | 18:0/17:1	15.252788139378401		PC	2	NA	35	1	21.53	NA	18	0	NA	17	1	NA	NA	NA	TRUE	TRUE	18:0/17:1	3.8170779289822343e-4
K562 1b 6hrs 1	PC 35:1_21.53 | 16:0_19:1	7.4398357283812775		PC	2	NA	35	1	21.53	NA	16	0	NA	19	1	NA	NA	NA	FALSE	TRUE	16:0_19:1	1.8618519115689338e-4
K562 1b 6hrs 1	PC 35:1_25.73	9.151875271994868		PC	2	NA	35	1	25.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	35:1	2.2902974059766583e-4
K562 1b 6hrs 1	PC 35:2_18.03 | 17:1/18:1	75.27534823274792		PC	2	NA	35	2	18.03	NA	17	1	NA	18	1	NA	NA	NA	TRUE	TRUE	17:1/18:1	0.0018837989993046843
K562 1b 6hrs 1	PC 35:2_18.94 | 17:1_18:1	3.3407619497794157		PC	2	NA	35	2	18.94	NA	17	1	NA	18	1	NA	NA	NA	FALSE	TRUE	17:1_18:1	8.360405053791263e-5
K562 1b 6hrs 1	PC 35:2_18.94 | 16:0_19:2	2.1926167882565855		PC	2	NA	35	2	18.94	NA	16	0	NA	19	2	NA	NA	NA	FALSE	TRUE	16:0_19:2	5.4871208284619915e-5
K562 1b 6hrs 1	PC 35:2_22.60	3.282369000470738		PC	2	NA	35	2	22.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	35:2	8.214274106467023e-5
K562 1b 6hrs 1	PC 36:0_26.21 | 18:0/18:0	19.58812850975254		PC	2	NA	36	0	26.21	NA	18	0	NA	18	0	NA	NA	NA	TRUE	TRUE	18:0/18:0	4.902016098395186e-4
K562 1b 6hrs 1	PC 36:0_26.21 | 20:0/16:0	12.939617450437835		PC	2	NA	36	0	26.21	NA	20	0	NA	16	0	NA	NA	NA	TRUE	TRUE	20:0/16:0	3.238196697430329e-4
K562 1b 6hrs 1	PC 36:1_23.35 | 18:0/18:1	1573.1323226219308		PC	2	NA	36	1	23.35	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	18:0/18:1	0.0393683345836694
K562 1b 6hrs 1	PC 36:1_24.60 | 18:0/18:1	161.40360249345358		PC	2	NA	36	1	24.6	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	18:0/18:1	0.00403919678885077
K562 1b 6hrs 1	PC 36:2_19.87 | 18:1/18:1	2702.936705225976		PC	2	NA	36	2	19.87	NA	18	1	NA	18	1	NA	NA	NA	TRUE	TRUE	18:1/18:1	0.06764219070425306
K562 1b 6hrs 1	PC 36:3_17.10 | 18:1/18:2	162.14778116285433		PC	2	NA	36	3	17.1	NA	18	1	NA	18	2	NA	NA	NA	TRUE	TRUE	18:1/18:2	0.00405782019034453
K562 1b 6hrs 1	PC 36:3_17.73 | 18:1/18:2	161.59599718294766		PC	2	NA	36	3	17.73	NA	18	1	NA	18	2	NA	NA	NA	TRUE	TRUE	18:1/18:2	0.004044011551346718
K562 1b 6hrs 1	PC 36:3_17.73 | 16:0/20:3	70.21149639687455		PC	2	NA	36	3	17.73	NA	16	0	NA	20	3	NA	NA	NA	TRUE	TRUE	16:0/20:3	0.0017570738596009074
K562 1b 6hrs 1	PC 36:4_16.21 | 16:0/20:4	310.60392437471495		PC	2	NA	36	4	16.21	NA	16	0	NA	20	4	NA	NA	NA	TRUE	TRUE	16:0/20:4	0.007773001064147137
K562 1b 6hrs 1	PC 36:5_13.65 | 16:1/20:4	25.116204824752923		PC	2	NA	36	5	13.65	NA	16	1	NA	20	4	NA	NA	NA	TRUE	TRUE	16:1/20:4	6.285441731721877e-4
K562 1b 6hrs 1	PC 36:5_13.65 | 14:0_22:5	3.5951421009754077		PC	2	NA	36	5	13.65	NA	14	0	NA	22	5	NA	NA	NA	FALSE	TRUE	14:0_22:5	8.99700267242242e-5
K562 1b 6hrs 1	PC 36:5_14.23 | 16:0/20:5	13.559214672358067		PC	2	NA	36	5	14.23	NA	16	0	NA	20	5	NA	NA	NA	TRUE	TRUE	16:0/20:5	3.3932536522007507e-4
K562 1b 6hrs 1	PC 36:5_14.23 | 16:1_20:4	2.2122689197364154		PC	2	NA	36	5	14.23	NA	16	1	NA	20	4	NA	NA	NA	FALSE	TRUE	16:1_20:4	5.5363011597192335e-5
K562 1b 6hrs 1	PC 36:6_12.75 | 14:0/22:6	6.017964559693001		PC	2	NA	36	6	12.75	NA	14	0	NA	22	6	NA	NA	NA	TRUE	TRUE	14:0/22:6	1.506022340852994e-4
K562 1b 6hrs 1	PC 37:1_25.32 | 19:0/18:1	6.11287285667413		PC	2	NA	37	1	25.32	NA	19	0	NA	18	1	NA	NA	NA	TRUE	TRUE	19:0/18:1	1.5297735634080804e-4
K562 1b 6hrs 1	PC 37:1_25.32 | 18:0_19:1	2.763551778885167		PC	2	NA	37	1	25.32	NA	18	0	NA	19	1	NA	NA	NA	FALSE	TRUE	18:0_19:1	6.915910982562205e-5
K562 1b 6hrs 1	PC 37:1_25.32 | 17:0_20:1	0.7615073560719778		PC	2	NA	37	1	25.32	NA	17	0	NA	20	1	NA	NA	NA	FALSE	TRUE	17:0_20:1	1.9057059568772194e-5
K562 1b 6hrs 1	PC 37:1_27.66	1.9562418098375232		PC	2	NA	37	1	27.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	37:1	4.895581953836395e-5
K562 1b 6hrs 1	PC 37:2_21.85 | 19:1/18:1	24.1398703846623		PC	2	NA	37	2	21.85	NA	19	1	NA	18	1	NA	NA	NA	TRUE	TRUE	19:1/18:1	6.041109704782242e-4
K562 1b 6hrs 1	PC 37:2_23.17 | 18:1_19:1	1.0322334873927943		PC	2	NA	37	2	23.17	NA	18	1	NA	19	1	NA	NA	NA	FALSE	TRUE	18:1_19:1	2.5832101162613855e-5
K562 1b 6hrs 1	PC 37:2_23.17 | 18:0_19:2	1.8132593981067404		PC	2	NA	37	2	23.17	NA	18	0	NA	19	2	NA	NA	NA	FALSE	TRUE	18:0_19:2	4.5377621224305e-5
K562 1b 6hrs 1	PC 37:3_18.92 | 18:1_19:2	0.4704696270498908		PC	2	NA	37	3	18.92	NA	18	1	NA	19	2	NA	NA	NA	FALSE	TRUE	18:1_19:2	1.1773711227472845e-5
K562 1b 6hrs 1	PC 37:3_18.92 | 18:2_19:1	0.17136920130838987		PC	2	NA	37	3	18.92	NA	18	2	NA	19	1	NA	NA	NA	FALSE	TRUE	18:2_19:1	4.28859032226895e-6
K562 1b 6hrs 1	PC 37:3_19.58 | 18:1_19:2	2.8292036953134905		PC	2	NA	37	3	19.58	NA	18	1	NA	19	2	NA	NA	NA	FALSE	TRUE	18:1_19:2	7.080207817281206e-5
K562 1b 6hrs 1	PC 37:4_17.62 | 17:0_20:4	0.8901943288384485		PC	2	NA	37	4	17.62	NA	17	0	NA	20	4	NA	NA	NA	FALSE	TRUE	17:0_20:4	2.227750817794334e-5
K562 1b 6hrs 1	PC 37:4_17.62 | 18:1_19:3	0.5699363779282878		PC	2	NA	37	4	17.62	NA	18	1	NA	19	3	NA	NA	NA	FALSE	TRUE	18:1_19:3	1.4262910814958731e-5
K562 1b 6hrs 1	PC 37:4_18.28 | 17:0_20:4	2.0651820543286035		PC	2	NA	37	4	18.28	NA	17	0	NA	20	4	NA	NA	NA	FALSE	TRUE	17:0_20:4	5.1682097508168475e-5
K562 1b 6hrs 1	PC 38:0_27.92 | 16:0_22:0	4.712406500035246		PC	2	NA	38	0	27.92	NA	16	0	NA	22	0	NA	NA	NA	FALSE	TRUE	16:0_22:0	1.179300641909395e-4
K562 1b 6hrs 1	PC 38:0_27.92 | 14:0_24:0	1.371040699164984		PC	2	NA	38	0	27.92	NA	14	0	NA	24	0	NA	NA	NA	FALSE	TRUE	14:0_24:0	3.431090201146862e-5
K562 1b 6hrs 1	PC 38:0_27.92 | 18:0_20:0	1.0101584049408296		PC	2	NA	38	0	27.92	NA	18	0	NA	20	0	NA	NA	NA	FALSE	TRUE	18:0_20:0	2.5279662426575063e-5
K562 1b 6hrs 1	PC 38:1_26.46 | 20:0/18:1	66.58257480555338		PC	2	NA	38	1	26.46	NA	20	0	NA	18	1	NA	NA	NA	TRUE	TRUE	20:0/18:1	0.0016662584861382845
K562 1b 6hrs 1	PC 38:1_26.46 | 18:0/20:1	46.004968314567705		PC	2	NA	38	1	26.46	NA	18	0	NA	20	1	NA	NA	NA	TRUE	TRUE	18:0/20:1	0.001151294750654157
K562 1b 6hrs 1	PC 38:1_26.46 | 16:0/22:1	56.85384988150652		PC	2	NA	38	1	26.46	NA	16	0	NA	22	1	NA	NA	NA	TRUE	TRUE	16:0/22:1	0.0014227928269723662
K562 1b 6hrs 1	PC 38:2_23.83 | 20:1/18:1	173.15744187408157		PC	2	NA	38	2	23.83	NA	20	1	NA	18	1	NA	NA	NA	TRUE	TRUE	20:1/18:1	0.004333341836107853
K562 1b 6hrs 1	PC 38:2_24.51 | 20:1/18:1	130.0802968334191		PC	2	NA	38	2	24.51	NA	20	1	NA	18	1	NA	NA	NA	TRUE	TRUE	20:1/18:1	0.003255317162351517
K562 1b 6hrs 1	PC 38:2_24.51 | 16:0/22:2	48.70039211771016		PC	2	NA	38	2	24.51	NA	16	0	NA	22	2	NA	NA	NA	TRUE	TRUE	16:0/22:2	0.0012187489276492863
K562 1b 6hrs 1	PC 38:2_25.10 | 18:0/20:2	53.06243110564868		PC	2	NA	38	2	25.1	NA	18	0	NA	20	2	NA	NA	NA	TRUE	TRUE	18:0/20:2	0.001327910889344892
K562 1b 6hrs 1	PC 38:2_25.10 | 20:1/18:1	30.585604224858372		PC	2	NA	38	2	25.1	NA	20	1	NA	18	1	NA	NA	NA	TRUE	TRUE	20:1/18:1	7.654183206667846e-4
K562 1b 6hrs 1	PC 38:3_20.96 | 18:1_20:2	14.414100245683258		PC	2	NA	38	3	20.96	NA	18	1	NA	20	2	NA	NA	NA	FALSE	TRUE	18:1_20:2	3.60719256120063e-4
K562 1b 6hrs 1	PC 38:3_20.96 | 18:2_20:1	4.887550019673696		PC	2	NA	38	3	20.96	NA	18	2	NA	20	1	NA	NA	NA	FALSE	TRUE	18:2_20:1	1.2231310850459006e-4
K562 1b 6hrs 1	PC 38:3_20.96 | 16:1_22:2	1.7161204798747822		PC	2	NA	38	3	20.96	NA	16	1	NA	22	2	NA	NA	NA	FALSE	TRUE	16:1_22:2	4.2946676681968175e-5
K562 1b 6hrs 1	PC 38:3_21.69 | 20:2/18:1	98.211536839667275		PC	2	NA	38	3	21.69	NA	20	2	NA	18	1	NA	NA	NA	TRUE	TRUE	20:2/18:1	0.0024577872990596532
K562 1b 6hrs 1	PC 38:3_21.69 | 18:0/20:3	25.448273316930823		PC	2	NA	38	3	21.69	NA	18	0	NA	20	3	NA	NA	NA	TRUE	TRUE	18:0/20:3	6.368543345723207e-4
K562 1b 6hrs 1	PC 38:3_22.71 | 18:1_20:2	5.289634614929539		PC	2	NA	38	3	22.71	NA	18	1	NA	20	2	NA	NA	NA	FALSE	TRUE	18:1_20:2	1.3237545395979535e-4
K562 1b 6hrs 1	PC 38:3_22.71 | 18:0_20:3	1.2891682497638879		PC	2	NA	38	3	22.71	NA	18	0	NA	20	3	NA	NA	NA	FALSE	TRUE	18:0_20:3	3.226200762740636e-5
K562 1b 6hrs 1	PC 38:3_23.08 | 18:0/20:3	4.283931599090689		PC	2	NA	38	3	23.08	NA	18	0	NA	20	3	NA	NA	NA	TRUE	TRUE	18:0/20:3	1.0720728962295177e-4
K562 1b 6hrs 1	PC 38:3_23.08 | 18:1_20:2	1.4359296028496964		PC	2	NA	38	3	23.08	NA	18	1	NA	20	2	NA	NA	NA	FALSE	TRUE	18:1_20:2	3.593477562609856e-5
K562 1b 6hrs 1	PC 38:4_18.39 | 18:1_20:3	46.03625601894027		PC	2	NA	38	4	18.39	NA	18	1	NA	20	3	NA	NA	NA	FALSE	TRUE	18:1_20:3	0.0011520777393426362
K562 1b 6hrs 1	PC 38:4_18.96 | 16:0/22:4	14.70976373436103		PC	2	NA	38	4	18.96	NA	16	0	NA	22	4	NA	NA	NA	TRUE	TRUE	16:0/22:4	3.6811836614981654e-4
K562 1b 6hrs 1	PC 38:4_18.96 | 18:1_20:3	4.297033111830303		PC	2	NA	38	4	18.96	NA	18	1	NA	20	3	NA	NA	NA	FALSE	TRUE	18:1_20:3	1.0753516079416111e-4
K562 1b 6hrs 1	PC 38:4_20.35 | 18:0/20:4	157.570146484124		PC	2	NA	38	4	20.35	NA	18	0	NA	20	4	NA	NA	NA	TRUE	TRUE	18:0/20:4	0.003943262850798101
K562 1b 6hrs 1	PC 38:5_16.67 | 18:1/20:4	190.15247012435503		PC	2	NA	38	5	16.67	NA	18	1	NA	20	4	NA	NA	NA	TRUE	TRUE	18:1/20:4	0.004758649961047115
K562 1b 6hrs 1	PC 38:5_16.67 | 16:0/22:5	56.30485231371595		PC	2	NA	38	5	16.67	NA	16	0	NA	22	5	NA	NA	NA	TRUE	TRUE	16:0/22:5	0.0014090539191744657
K562 1b 6hrs 1	PC 38:5_17.83 | 18:1/20:4	38.73699702640311		PC	2	NA	38	5	17.83	NA	18	1	NA	20	4	NA	NA	NA	TRUE	TRUE	18:1/20:4	9.694105433930165e-4
K562 1b 6hrs 1	PC 38:5_17.83 | 16:0/22:5	11.72631153198343		PC	2	NA	38	5	17.83	NA	16	0	NA	22	5	NA	NA	NA	TRUE	TRUE	16:0/22:5	2.934561506269497e-4
K562 1b 6hrs 1	PC 38:5_17.83 | 18:0/20:5	8.203867254672625		PC	2	NA	38	5	17.83	NA	18	0	NA	20	5	NA	NA	NA	TRUE	TRUE	18:0/20:5	2.053054192057186e-4
K562 1b 6hrs 1	PC 38:6_14.66 | 18:1/20:5	4.999334815403757		PC	2	NA	38	6	14.66	NA	18	1	NA	20	5	NA	NA	NA	TRUE	TRUE	18:1/20:5	1.2511057263165946e-4
K562 1b 6hrs 1	PC 38:6_14.66 | 18:2_20:4	2.353694112931737		PC	2	NA	38	6	14.66	NA	18	2	NA	20	4	NA	NA	NA	FALSE	TRUE	18:2_20:4	5.890223982625439e-5
K562 1b 6hrs 1	PC 38:6_14.66 | 16:1_22:5	0.5652612367335405		PC	2	NA	38	6	14.66	NA	16	1	NA	22	5	NA	NA	NA	FALSE	TRUE	16:1_22:5	1.4145913331572242e-5
K562 1b 6hrs 1	PC 38:6_15.55 | 16:0/22:6	101.48381007051316		PC	2	NA	38	6	15.55	NA	16	0	NA	22	6	NA	NA	NA	TRUE	TRUE	16:0/22:6	0.002539677389008613
K562 1b 6hrs 1	PC 38:7_13.13 | 16:1_22:6	10.852528459193113		PC	2	NA	38	7	13.13	NA	16	1	NA	22	6	NA	NA	NA	FALSE	TRUE	16:1_22:6	2.715893414154889e-4
K562 1b 6hrs 1	PC 39:2_25.51 | 18:1_21:1	1.3797764183469337		PC	2	NA	39	2	25.51	NA	18	1	NA	21	1	NA	NA	NA	FALSE	TRUE	18:1_21:1	3.452951726120857e-5
K562 1b 6hrs 1	PC 39:2_25.51 | 19:1_20:1	0.41223203696232175		PC	2	NA	39	2	25.51	NA	19	1	NA	20	1	NA	NA	NA	FALSE	TRUE	19:1_20:1	1.0316289687692423e-5
K562 1b 6hrs 1	PC 39:2_27.85	1.5653360079501915		PC	2	NA	39	2	27.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	39:2	3.917322834873739e-5
K562 1b 6hrs 1	PC 40:0_29.55 | 24:0/16:0	11.746316957058978		PC	2	NA	40	0	29.55	NA	24	0	NA	16	0	NA	NA	NA	TRUE	TRUE	24:0/16:0	2.939567952685588e-4
K562 1b 6hrs 1	PC 40:1_27.94 | 16:0/24:1	34.41329588370886		PC	2	NA	40	1	27.94	NA	16	0	NA	24	1	NA	NA	NA	TRUE	TRUE	16:0/24:1	8.612080032902989e-4
K562 1b 6hrs 1	PC 40:1_27.94 | 18:0/22:1	25.15585099522308		PC	2	NA	40	1	27.94	NA	18	0	NA	22	1	NA	NA	NA	TRUE	TRUE	18:0/22:1	6.29536336184533e-4
K562 1b 6hrs 1	PC 40:1_27.94 | 22:0/18:1	13.706893406922058		PC	2	NA	40	1	27.94	NA	22	0	NA	18	1	NA	NA	NA	TRUE	TRUE	22:0/18:1	3.4302109109742414e-4
K562 1b 6hrs 1	PC 40:1_27.94 | 16:1_24:0	3.91906470523408		PC	2	NA	40	1	27.94	NA	16	1	NA	24	0	NA	NA	NA	FALSE	TRUE	16:1_24:0	9.807633366375411e-5
K562 1b 6hrs 1	PC 40:2_26.71 | 22:1/18:1	72.14151913686705		PC	2	NA	40	2	26.71	NA	22	1	NA	18	1	NA	NA	NA	TRUE	TRUE	22:1/18:1	0.0018053735352794775
