eid	id	rab	struc	class	tails	hydrox	carbon	dbonds	rt	hydrsn1	carbsn1	dbonsn1	hydrsn2	carbsn2	dbonsn2	hydrsn3	carbsn3	dbonsn3	stereo	ms2	annot	frac_molar
K562 250b 18hrs 3	P-PC 34:2_18.00 | P-18:1/16:1	9.37196069742564		P-PC	2	NA	34	2	18	NA	18	1	NA	16	1	NA	NA	NA	TRUE	TRUE	P-18:1/16:1	3.1333900858118697e-4
K562 250b 18hrs 3	P-PC 34:2_18.00 | P-16:1/18:1	2.085377224128932		P-PC	2	NA	34	2	18	NA	16	1	NA	18	1	NA	NA	NA	TRUE	TRUE	P-16:1/18:1	6.972180667657263e-5
K562 250b 18hrs 3	P-PC 34:2_18.46 | P-16:0/18:2	13.483435122782574		P-PC	2	NA	34	2	18.46	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-16:0/18:2	4.5080067341746e-4
K562 250b 18hrs 3	P-PC 34:2_18.96 | P-16:0/18:2	2.594595922203329		P-PC	2	NA	34	2	18.96	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-16:0/18:2	8.674685481292075e-5
K562 250b 18hrs 3	P-PC 36:0_25.75 | P-20:0/16:0	5.146850963175698		P-PC	2	NA	36	0	25.75	NA	20	0	NA	16	0	NA	NA	NA	TRUE	TRUE	P-20:0/16:0	1.7207809872267084e-4
K562 250b 18hrs 3	P-PC 36:1_25.30 | P-18:0/18:1	90.6635945221291		P-PC	2	NA	36	1	25.3	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-18:0/18:1	0.003031216384611398
K562 250b 18hrs 3	P-PC 36:1_25.92 | P-18:0/18:1	5.938569930201493		P-PC	2	NA	36	1	25.92	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	P-18:0/18:1	1.985481666424955e-4
K562 250b 18hrs 3	P-PC 36:2_21.91 | P-18:1	58.807514931162316		P-PC	2	NA	36	2	21.91	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	P-18:1	0.001966150842983724
K562 250b 18hrs 3	P-PC 36:2_23.12 | P-18:1	6.648034746699362		P-PC	2	NA	36	2	23.12	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	P-18:1	2.2226817672381605e-4
K562 250b 18hrs 3	P-PC 36:2_23.12 | P-16:0/20:2	4.325087533414587		P-PC	2	NA	36	2	23.12	NA	16	0	NA	20	2	NA	NA	NA	TRUE	TRUE	P-16:0/20:2	1.4460353425502944e-4
K562 250b 18hrs 3	P-PC 36:2_23.12 | P-18:0/18:2	4.197482785985288		P-PC	2	NA	36	2	23.12	NA	18	0	NA	18	2	NA	NA	NA	TRUE	TRUE	P-18:0/18:2	1.4033723968331487e-4
K562 250b 18hrs 3	P-PC 36:3_18.71 | P-18:1/18:2	12.885798952485453		P-PC	2	NA	36	3	18.71	NA	18	1	NA	18	2	NA	NA	NA	TRUE	TRUE	P-18:1/18:2	4.308195050004183e-4
K562 250b 18hrs 3	P-PC 36:4_18.07 | P-16:0/20:4	35.11933152359584		P-PC	2	NA	36	4	18.07	NA	16	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-16:0/20:4	0.001174168018508686
K562 250b 18hrs 3	P-PC 38:2_24.30 | P-18:0/20:2	3.325769245835567		P-PC	2	NA	38	2	24.3	NA	18	0	NA	20	2	NA	NA	NA	TRUE	TRUE	P-18:0/20:2	1.1119265988238389e-4
K562 250b 18hrs 3	P-PC 38:2_26.23 | P-18:0/20:2	2.500610869598786		P-PC	2	NA	38	2	26.23	NA	18	0	NA	20	2	NA	NA	NA	TRUE	TRUE	P-18:0/20:2	8.360458990642713e-5
K562 250b 18hrs 3	P-PC 38:4_21.03 | P-16:0/22:4	2.3406034219265432		P-PC	2	NA	38	4	21.03	NA	16	0	NA	22	4	NA	NA	NA	TRUE	TRUE	P-16:0/22:4	7.825495426049462e-5
K562 250b 18hrs 3	P-PC 38:4_22.32 | P-18:0/20:4	9.324992051701694		P-PC	2	NA	38	4	22.32	NA	18	0	NA	20	4	NA	NA	NA	TRUE	TRUE	P-18:0/20:4	3.117686745432321e-4
K562 250b 18hrs 3	P-PC 38:5_18.55 | P-18:1/20:4	10.856026486179692		P-PC	2	NA	38	5	18.55	NA	18	1	NA	20	4	NA	NA	NA	TRUE	TRUE	P-18:1/20:4	3.6295676925374143e-4
K562 250b 18hrs 3	P-PC 38:5_18.55 | P-16:0/22:5	7.82878971169542		P-PC	2	NA	38	5	18.55	NA	16	0	NA	22	5	NA	NA	NA	TRUE	TRUE	P-16:0/22:5	2.6174514446342757e-4
K562 250b 18hrs 3	P-PC 38:6_17.26 | P-16:0/22:6	9.549371385896162		P-PC	2	NA	38	6	17.26	NA	16	0	NA	22	6	NA	NA	NA	TRUE	TRUE	P-16:0/22:6	3.192704983763084e-4
K562 250b 18hrs 3	P-PC 40:2_27.42 | P-16:0/24:2	1.6844869531644733		P-PC	2	NA	40	2	27.42	NA	16	0	NA	24	2	NA	NA	NA	TRUE	TRUE	P-16:0/24:2	5.6318575046679896e-5
K562 250b 18hrs 3	P-PC 40:2_27.42 | P-18:0/22:2	1.2806981404800295		P-PC	2	NA	40	2	27.42	NA	18	0	NA	22	2	NA	NA	NA	TRUE	TRUE	P-18:0/22:2	4.2818434539531544e-5
K562 250b 18hrs 3	P-PC 40:4_25.07 | P-18:0/22:4	1.552246597456768		P-PC	2	NA	40	4	25.07	NA	18	0	NA	22	4	NA	NA	NA	TRUE	TRUE	P-18:0/22:4	5.1897295093675205e-5
K562 250b 18hrs 3	P-PC 40:5_22.67 | P-18:0/22:5	2.0184895254444473		P-PC	2	NA	40	5	22.67	NA	18	0	NA	22	5	NA	NA	NA	TRUE	TRUE	P-18:0/22:5	6.748550566457301e-5
K562 250b 18hrs 3	P-PC 40:6_21.42 | P-18:0/22:6	2.2912489204547044		P-PC	2	NA	40	6	21.42	NA	18	0	NA	22	6	NA	NA	NA	TRUE	TRUE	P-18:0/22:6	7.660485231710376e-5
K562 250b 18hrs 3	P-PC 40:7_17.82 | P-18:1/22:6	2.251114616821395		P-PC	2	NA	40	7	17.82	NA	18	1	NA	22	6	NA	NA	NA	TRUE	TRUE	P-18:1/22:6	7.52630153934799e-5
K562 1b 6hrs 1	O-PC 28:0_13.83 | O-12:0/16:0	17.576735658496034		O-PC	2	NA	28	0	13.83	NA	12	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-12:0/16:0	4.3986561101172175e-4
K562 1b 6hrs 1	O-PC 28:0_13.83 | O-14:0	11.188279901844883		O-PC	2	NA	28	0	13.83	NA	14	0	NA	14	0	NA	NA	NA	FALSE	TRUE	O-14:0	2.799916702858501e-4
K562 1b 6hrs 1	O-PC 28:1_11.89 | O-12:0/16:1	1.1421985328405055		O-PC	2	NA	28	1	11.89	NA	12	0	NA	16	1	NA	NA	NA	TRUE	TRUE	O-12:0/16:1	2.858402523119987e-5
K562 1b 6hrs 1	O-PC 30:0_17.19 | O-16:0/14:0	88.95965968103508		O-PC	2	NA	30	0	17.19	NA	16	0	NA	14	0	NA	NA	NA	TRUE	TRUE	O-16:0/14:0	0.0022262549668646226
K562 1b 6hrs 1	O-PC 30:0_17.19 | O-14:0/16:0	27.174505916161145		O-PC	2	NA	30	0	17.19	NA	14	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-14:0/16:0	6.800540715292664e-4
K562 1b 6hrs 1	O-PC 30:1_14.32 | O-12:0/18:1	4.3217147314717845		O-PC	2	NA	30	1	14.32	NA	12	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-12:0/18:1	1.0815282928023812e-4
K562 1b 6hrs 1	O-PC 30:1_14.32 | O-14:0/16:1	4.539327859648223		O-PC	2	NA	30	1	14.32	NA	14	0	NA	16	1	NA	NA	NA	TRUE	TRUE	O-14:0/16:1	1.1359869439702009e-4
K562 1b 6hrs 1	O-PC 31:0_18.98 | O-15:0/16:0	1.5318909216577223		O-PC	2	NA	31	0	18.98	NA	15	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-15:0/16:0	3.833625022019248e-5
K562 1b 6hrs 1	O-PC 32:0_21.30 | O-16:0	281.06073036142277		O-PC	2	NA	32	0	21.3	NA	16	0	NA	16	0	NA	NA	NA	FALSE	TRUE	O-16:0	0.007033669521682185
K562 1b 6hrs 1	O-PC 32:1_18.00 | O-16:0/16:1	320.7118062198769		O-PC	2	NA	32	1	18	NA	16	0	NA	16	1	NA	NA	NA	TRUE	TRUE	O-16:0/16:1	0.008025955293546801
K562 1b 6hrs 1	O-PC 32:2_14.85 | O-16:1	0.7211859074767594		O-PC	2	NA	32	2	14.85	NA	16	1	NA	16	1	NA	NA	NA	FALSE	TRUE	O-16:1	1.804799742163565e-5
K562 1b 6hrs 1	O-PC 32:4_12.25 | O-12:0/20:4	0.7286074443710606		O-PC	2	NA	32	4	12.25	NA	12	0	NA	20	4	NA	NA	NA	TRUE	TRUE	O-12:0/20:4	1.823372467634804e-5
K562 1b 6hrs 1	O-PC 34:0_25.39 | O-18:0/16:0	151.66528984992306		O-PC	2	NA	34	0	25.39	NA	18	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-18:0/16:0	0.0037954911927494147
K562 1b 6hrs 1	O-PC 34:1_21.98 | O-16:0/18:1	778.3185072344853		O-PC	2	NA	34	1	21.98	NA	16	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-16:0/18:1	0.019477766087979156
K562 1b 6hrs 1	O-PC 34:1_23.12 | O-16:0/18:1	39.453947637115974		O-PC	2	NA	34	1	23.12	NA	16	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-16:0/18:1	9.873525506333659e-4
K562 1b 6hrs 1	O-PC 34:2_18.96 | O-16:0/18:2	15.288959024504152		O-PC	2	NA	34	2	18.96	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	O-16:0/18:2	3.826129853523742e-4
K562 1b 6hrs 1	O-PC 34:2_21.41 | O-18:2/16:0	178.2918844833658		O-PC	2	NA	34	2	21.41	NA	18	2	NA	16	0	NA	NA	NA	TRUE	TRUE	O-18:2/16:0	0.004461833541246843
K562 1b 6hrs 1	O-PC 34:4_14.90 | O-14:0/20:4	0.6287114347612757		O-PC	2	NA	34	4	14.9	NA	14	0	NA	20	4	NA	NA	NA	TRUE	TRUE	O-14:0/20:4	1.5733782698589426e-5
K562 1b 6hrs 1	O-PC 35:1_24.30 | O-17:0/18:1	5.869809529724384		O-PC	2	NA	35	1	24.3	NA	17	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-17:0/18:1	1.4689458870405337e-4
K562 1b 6hrs 1	O-PC 36:0_27.58 | O-20:0/16:0	5.666043672747058		O-PC	2	NA	36	0	27.58	NA	20	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-20:0/16:0	1.4179525769492286e-4
K562 1b 6hrs 1	O-PC 36:1_25.73 | O-18:0/18:1	342.3863856891377		O-PC	2	NA	36	1	25.73	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-18:0/18:1	0.008568371264686478
K562 1b 6hrs 1	O-PC 36:2_22.58 | O-18:1	196.51374092337934		O-PC	2	NA	36	2	22.58	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	O-18:1	0.004917843586142759
K562 1b 6hrs 1	O-PC 36:2_23.26 | O-18:1	24.672810064168544		O-PC	2	NA	36	2	23.26	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	O-18:1	6.174480224947682e-4
K562 1b 6hrs 1	O-PC 36:2_23.26 | O-18:0/18:2	7.380799175701333		O-PC	2	NA	36	2	23.26	NA	18	0	NA	18	2	NA	NA	NA	TRUE	TRUE	O-18:0/18:2	1.8470777522363178e-4
K562 1b 6hrs 1	O-PC 36:2_23.26 | O-16:0/20:2	7.532049394868249		O-PC	2	NA	36	2	23.26	NA	16	0	NA	20	2	NA	NA	NA	TRUE	TRUE	O-16:0/20:2	1.8849287908831634e-4
K562 1b 6hrs 1	O-PC 36:3_19.48 | O-18:1/18:2	2.9645341711620734		O-PC	2	NA	36	3	19.48	NA	18	1	NA	18	2	NA	NA	NA	TRUE	TRUE	O-18:1/18:2	7.418878339522749e-5
K562 1b 6hrs 1	O-PC 36:3_20.32 | O-16:0/20:3	7.065805773282731		O-PC	2	NA	36	3	20.32	NA	16	0	NA	20	3	NA	NA	NA	TRUE	TRUE	O-16:0/20:3	1.7682492552323554e-4
K562 1b 6hrs 1	O-PC 36:3_20.32 | O-18:1/18:2	2.808455176570872		O-PC	2	NA	36	3	20.32	NA	18	1	NA	18	2	NA	NA	NA	TRUE	TRUE	O-18:1/18:2	7.02828372823741e-5
K562 1b 6hrs 1	O-PC 36:3_20.71 | O-16:0/20:3	1.4768937207999298		O-PC	2	NA	36	3	20.71	NA	16	0	NA	20	3	NA	NA	NA	TRUE	TRUE	O-16:0/20:3	3.695992085908304e-5
K562 1b 6hrs 1	O-PC 36:3_21.89 | O-16:0/20:3	1.997753210704422		O-PC	2	NA	36	3	21.89	NA	16	0	NA	20	3	NA	NA	NA	TRUE	TRUE	O-16:0/20:3	4.999466076924091e-5
K562 1b 6hrs 1	O-PC 36:4_18.73 | O-16:0/20:4	74.20758458666705		O-PC	2	NA	36	4	18.73	NA	16	0	NA	20	4	NA	NA	NA	TRUE	TRUE	O-16:0/20:4	0.001857077740151399
K562 1b 6hrs 1	O-PC 36:4_19.58 | O-16:1/20:3	1.4036832535509258		O-PC	2	NA	36	4	19.58	NA	16	1	NA	20	3	NA	NA	NA	TRUE	TRUE	O-16:1/20:3	3.512779642286152e-5
K562 1b 6hrs 1	O-PC 36:5_16.23 | O-16:0/20:5	3.287754909859542		O-PC	2	NA	36	5	16.23	NA	16	0	NA	20	5	NA	NA	NA	TRUE	TRUE	O-16:0/20:5	8.227752583757627e-5
K562 1b 6hrs 1	O-PC 36:6_15.65 | O-16:1/20:5	0.9396644614854391		O-PC	2	NA	36	6	15.65	NA	16	1	NA	20	5	NA	NA	NA	TRUE	TRUE	O-16:1/20:5	2.3515520203975105e-5
K562 1b 6hrs 1	O-PC 38:0_29.39 | O-22:0/16:0	1.4647368508609877		O-PC	2	NA	38	0	29.39	NA	22	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-22:0/16:0	3.665568979322537e-5
K562 1b 6hrs 1	O-PC 38:1_27.64 | O-16:0/22:1	8.952736765436676		O-PC	2	NA	38	1	27.64	NA	16	0	NA	22	1	NA	NA	NA	TRUE	TRUE	O-16:0/22:1	2.240462110865509e-4
K562 1b 6hrs 1	O-PC 38:1_27.64 | O-18:0/20:1	5.594504136861905		O-PC	2	NA	38	1	27.64	NA	18	0	NA	20	1	NA	NA	NA	TRUE	TRUE	O-18:0/20:1	1.400049490576983e-4
K562 1b 6hrs 1	O-PC 38:2_25.83 | O-20:1/18:1	3.399938414296218		O-PC	2	NA	38	2	25.83	NA	20	1	NA	18	1	NA	NA	NA	TRUE	TRUE	O-20:1/18:1	8.508496782698927e-5
K562 1b 6hrs 1	O-PC 38:2_25.83 | O-18:1/20:1	1.0566036790518183		O-PC	2	NA	38	2	25.83	NA	18	1	NA	20	1	NA	NA	NA	TRUE	TRUE	O-18:1/20:1	2.644197602520746e-5
K562 1b 6hrs 1	O-PC 38:2_26.25 | O-16:0/22:2	24.093304159641104		O-PC	2	NA	38	2	26.25	NA	16	0	NA	22	2	NA	NA	NA	TRUE	TRUE	O-16:0/22:2	6.029456300293818e-4
K562 1b 6hrs 1	O-PC 38:2_26.25 | O-20:1/18:1	5.991044677910769		O-PC	2	NA	38	2	26.25	NA	20	1	NA	18	1	NA	NA	NA	TRUE	TRUE	O-20:1/18:1	1.4992855209573262e-4
K562 1b 6hrs 1	O-PC 38:3_24.69 | O-18:0/20:3	6.139812839139445		O-PC	2	NA	38	3	24.69	NA	18	0	NA	20	3	NA	NA	NA	TRUE	TRUE	O-18:0/20:3	1.5365154135889034e-4
K562 1b 6hrs 1	O-PC 38:3_24.69 | O-18:1/20:2	2.125633329930743		O-PC	2	NA	38	3	24.69	NA	18	1	NA	20	2	NA	NA	NA	TRUE	TRUE	O-18:1/20:2	5.3194917510460544e-5
K562 1b 6hrs 1	O-PC 38:3_25.75 | O-16:1/22:2	3.2135478128376818		O-PC	2	NA	38	3	25.75	NA	16	1	NA	22	2	NA	NA	NA	TRUE	TRUE	O-16:1/22:2	8.042046029895056e-5
K562 1b 6hrs 1	O-PC 38:4_20.92 | O-18:1/20:3	1.9766433668245025		O-PC	2	NA	38	4	20.92	NA	18	1	NA	20	3	NA	NA	NA	TRUE	TRUE	O-18:1/20:3	4.946637755687351e-5
K562 1b 6hrs 1	O-PC 38:4_21.73 | O-16:0/22:4	7.020221153095922		O-PC	2	NA	38	4	21.73	NA	16	0	NA	22	4	NA	NA	NA	TRUE	TRUE	O-16:0/22:4	1.7568415017104344e-4
K562 1b 6hrs 1	O-PC 38:4_22.98 | O-18:0/20:4	35.817711728976015		O-PC	2	NA	38	4	22.98	NA	18	0	NA	20	4	NA	NA	NA	TRUE	TRUE	O-18:0/20:4	8.963541331460084e-4
K562 1b 6hrs 1	O-PC 38:5_19.01 | O-18:1/20:4	15.223368452303738		O-PC	2	NA	38	5	19.01	NA	18	1	NA	20	4	NA	NA	NA	TRUE	TRUE	O-18:1/20:4	3.8097155217171424e-4
K562 1b 6hrs 1	O-PC 38:5_19.01 | O-16:0/22:5	8.352929244694986		O-PC	2	NA	38	5	19.01	NA	16	0	NA	22	5	NA	NA	NA	TRUE	TRUE	O-16:0/22:5	2.0903576166484954e-4
K562 1b 6hrs 1	O-PC 38:5_20.44 | O-16:0/22:5	1.6682755671181828		O-PC	2	NA	38	5	20.44	NA	16	0	NA	22	5	NA	NA	NA	TRUE	TRUE	O-16:0/22:5	4.1749336505021753e-5
K562 1b 6hrs 1	O-PC 38:5_20.44 | O-18:0/20:5	1.0858915488982515		O-PC	2	NA	38	5	20.44	NA	18	0	NA	20	5	NA	NA	NA	TRUE	TRUE	O-18:0/20:5	2.7174917967075147e-5
K562 1b 6hrs 1	O-PC 38:6_16.69 | O-18:1/20:5	0.6826543587593402		O-PC	2	NA	38	6	16.69	NA	18	1	NA	20	5	NA	NA	NA	TRUE	TRUE	O-18:1/20:5	1.7083728313359958e-5
K562 1b 6hrs 1	O-PC 38:6_17.91 | O-16:0/22:6	28.29176131358048		O-PC	2	NA	38	6	17.91	NA	16	0	NA	22	6	NA	NA	NA	TRUE	TRUE	O-16:0/22:6	7.080138837259329e-4
K562 1b 6hrs 1	O-PC 40:1_29.33 | O-22:0/18:1	5.775239697345498		O-PC	2	NA	40	1	29.33	NA	22	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-22:0/18:1	1.44527936675438e-4
K562 1b 6hrs 1	O-PC 40:2_27.80 | O-16:0/24:2	3.773031883653945		O-PC	2	NA	40	2	27.8	NA	16	0	NA	24	2	NA	NA	NA	TRUE	TRUE	O-16:0/24:2	9.442179748933865e-5
K562 1b 6hrs 1	O-PC 40:2_27.80 | O-18:0/22:2	3.8635624032659055		O-PC	2	NA	40	2	27.8	NA	18	0	NA	22	2	NA	NA	NA	TRUE	TRUE	O-18:0/22:2	9.668736392317617e-5
K562 1b 6hrs 1	O-PC 40:2_27.80 | O-22:1/18:1	2.6230175621340326		O-PC	2	NA	40	2	27.8	NA	22	1	NA	18	1	NA	NA	NA	TRUE	TRUE	O-22:1/18:1	6.564217867752166e-5
K562 1b 6hrs 1	O-PC 40:2_28.82 | O-18:1/22:1	1.5180423602735331		O-PC	2	NA	40	2	28.82	NA	18	1	NA	22	1	NA	NA	NA	TRUE	TRUE	O-18:1/22:1	3.798968382508684e-5
K562 1b 6hrs 1	O-PC 40:4_25.53 | O-18:0/22:4	2.416093630168024		O-PC	2	NA	40	4	25.53	NA	18	0	NA	22	4	NA	NA	NA	TRUE	TRUE	O-18:0/22:4	6.046381544013743e-5
K562 1b 6hrs 1	O-PC 40:4_26.23 | O-20:0/20:4	2.1122101136936777		O-PC	2	NA	40	4	26.23	NA	20	0	NA	20	4	NA	NA	NA	TRUE	TRUE	O-20:0/20:4	5.2858995566444443e-5
K562 1b 6hrs 1	O-PC 40:5_22.26 | O-18:1/22:4	1.5822840805830438		O-PC	2	NA	40	5	22.26	NA	18	1	NA	22	4	NA	NA	NA	TRUE	TRUE	O-18:1/22:4	3.959736138851018e-5
K562 1b 6hrs 1	O-PC 40:5_23.23 | O-18:0/22:5	3.793072285176176		O-PC	2	NA	40	5	23.23	NA	18	0	NA	22	5	NA	NA	NA	TRUE	TRUE	O-18:0/22:5	9.49233174320497e-5
K562 1b 6hrs 1	O-PC 40:5_24.64 | O-18:0/22:5	0.5323004162962042		O-PC	2	NA	40	5	24.64	NA	18	0	NA	22	5	NA	NA	NA	TRUE	TRUE	O-18:0/22:5	1.3321054170985814e-5
K562 1b 6hrs 1	O-PC 40:6_19.57 | O-18:1/22:5	2.634137916861593		O-PC	2	NA	40	6	19.57	NA	18	1	NA	22	5	NA	NA	NA	TRUE	TRUE	O-18:1/22:5	6.592047049017352e-5
K562 1b 6hrs 1	O-PC 40:7_18.44 | O-18:1/22:6	11.997094500466538		O-PC	2	NA	40	7	18.44	NA	18	1	NA	22	6	NA	NA	NA	TRUE	TRUE	O-18:1/22:6	3.00232614596004e-4
K562 1b 6hrs 1	O-PC 42:1_31.35 | O-24:0/18:1	1.011782582237595		O-PC	2	NA	42	1	31.35	NA	24	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-24:0/18:1	2.5320308184292178e-5
K562 1b 6hrs 1	O-PC 42:2_29.26 | O-24:1/18:1	7.747010979519785		O-PC	2	NA	42	2	29.26	NA	24	1	NA	18	1	NA	NA	NA	TRUE	TRUE	O-24:1/18:1	1.938723881515417e-4
K562 1b 6hrs 1	O-PC 42:4_27.42 | O-20:0/22:4	0.7184381128505459		O-PC	2	NA	42	4	27.42	NA	20	0	NA	22	4	NA	NA	NA	TRUE	TRUE	O-20:0/22:4	1.79792326415492e-5
K562 1b 6hrs 1	O-PC 42:4_27.80 | O-22:0/20:4	1.30163715116309		O-PC	2	NA	42	4	27.8	NA	22	0	NA	20	4	NA	NA	NA	TRUE	TRUE	O-22:0/20:4	3.25740474190473e-5
K562 1b 6hrs 1	O-PC 44:5_27.80 | O-24:1/20:4	1.100290822577373		O-PC	2	NA	44	5	27.8	NA	24	1	NA	20	4	NA	NA	NA	TRUE	TRUE	O-24:1/20:4	2.7535266181786468e-5
K562 1b 6hrs 2	O-PC 28:0_13.83 | O-12:0/16:0	36.094964345606435		O-PC	2	NA	28	0	13.83	NA	12	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-12:0/16:0	6.823077940477073e-4
K562 1b 6hrs 2	O-PC 28:0_13.83 | O-14:0	25.30592086458644		O-PC	2	NA	28	0	13.83	NA	14	0	NA	14	0	NA	NA	NA	FALSE	TRUE	O-14:0	4.7836110533694247e-4
K562 1b 6hrs 2	O-PC 28:1_11.89 | O-12:0/16:1	2.325784363040601		O-PC	2	NA	28	1	11.89	NA	12	0	NA	16	1	NA	NA	NA	TRUE	TRUE	O-12:0/16:1	4.3964603565816956e-5
K562 1b 6hrs 2	O-PC 30:1_14.32 | O-12:0/18:1	5.99008505971329		O-PC	2	NA	30	1	14.32	NA	12	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-12:0/18:1	1.1323135504769083e-4
K562 1b 6hrs 2	O-PC 30:1_14.32 | O-14:0/16:1	6.8977790396096035		O-PC	2	NA	30	1	14.32	NA	14	0	NA	16	1	NA	NA	NA	TRUE	TRUE	O-14:0/16:1	1.303896121154478e-4
K562 1b 6hrs 2	O-PC 30:1_14.32 | O-16:1/14:0	3.267925296976614		O-PC	2	NA	30	1	14.32	NA	16	1	NA	14	0	NA	NA	NA	TRUE	TRUE	O-16:1/14:0	6.177401587499339e-5
K562 1b 6hrs 2	O-PC 31:0_18.98 | O-15:0/16:0	3.0607407511106675		O-PC	2	NA	31	0	18.98	NA	15	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-15:0/16:0	5.785757952401034e-5
K562 1b 6hrs 2	O-PC 32:0_21.30 | O-16:0	434.1103923290854		O-PC	2	NA	32	0	21.3	NA	16	0	NA	16	0	NA	NA	NA	FALSE	TRUE	O-16:0	0.008206045068425087
K562 1b 6hrs 2	O-PC 32:1_18.00 | O-16:0/16:1	503.03248703334515		O-PC	2	NA	32	1	18	NA	16	0	NA	16	1	NA	NA	NA	TRUE	TRUE	O-16:0/16:1	0.009508888366690728
K562 1b 6hrs 2	O-PC 32:4_12.25 | O-12:0/20:4	1.30528713380731		O-PC	2	NA	32	4	12.25	NA	12	0	NA	20	4	NA	NA	NA	TRUE	TRUE	O-12:0/20:4	2.4674012040555654e-5
K562 1b 6hrs 2	O-PC 33:1_19.78 | O-15:0/18:1	4.331919660017888		O-PC	2	NA	33	1	19.78	NA	15	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-15:0/18:1	8.18868393640199e-5
K562 1b 6hrs 2	O-PC 33:1_19.78 | O-16:0/17:1	1.2621911074482866		O-PC	2	NA	33	1	19.78	NA	16	0	NA	17	1	NA	NA	NA	TRUE	TRUE	O-16:0/17:1	2.3859362262938505e-5
K562 1b 6hrs 2	O-PC 34:1_23.12 | O-16:0/18:1	46.16362321958154		O-PC	2	NA	34	1	23.12	NA	16	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-16:0/18:1	8.726369590675655e-4
K562 1b 6hrs 2	O-PC 34:2_18.96 | O-16:0/18:2	21.61999915829572		O-PC	2	NA	34	2	18.96	NA	16	0	NA	18	2	NA	NA	NA	TRUE	TRUE	O-16:0/18:2	4.08685649105112e-4
K562 1b 6hrs 2	O-PC 34:2_21.41 | O-18:2/16:0	22.561971863513232		O-PC	2	NA	34	2	21.41	NA	18	2	NA	16	0	NA	NA	NA	TRUE	TRUE	O-18:2/16:0	4.264918813649964e-4
K562 1b 6hrs 2	O-PC 34:4_14.90 | O-14:0/20:4	1.677835721534199		O-PC	2	NA	34	4	14.9	NA	14	0	NA	20	4	NA	NA	NA	TRUE	TRUE	O-14:0/20:4	3.171634632945109e-5
K562 1b 6hrs 2	O-PC 36:0_27.58 | O-20:0/16:0	21.144802553290315		O-PC	2	NA	36	0	27.58	NA	20	0	NA	16	0	NA	NA	NA	TRUE	TRUE	O-20:0/16:0	3.997029460278706e-4
K562 1b 6hrs 2	O-PC 36:1_25.73 | O-18:0/18:1	364.30626315876555		O-PC	2	NA	36	1	25.73	NA	18	0	NA	18	1	NA	NA	NA	TRUE	TRUE	O-18:0/18:1	0.006886528558210842
K562 1b 6hrs 2	O-PC 36:2_22.58 | O-18:1	251.54661848234866		O-PC	2	NA	36	2	22.58	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	O-18:1	0.00475501836526244
K562 1b 6hrs 2	O-PC 36:2_23.26 | O-18:1	19.14831050022245		O-PC	2	NA	36	2	23.26	NA	18	1	NA	18	1	NA	NA	NA	FALSE	TRUE	O-18:1	3.6196299772041856e-4
K562 1b 6hrs 2	O-PC 36:2_23.26 | O-18:0/18:2	7.6947862375519955		O-PC	2	NA	36	2	23.26	NA	18	0	NA	18	2	NA	NA	NA	TRUE	TRUE	O-18:0/18:2	1.454555425832365e-4
K562 1b 6hrs 2	O-PC 36:3_19.48 | O-18:1/18:2	2.241317557607619		O-PC	2	NA	36	3	19.48	NA	18	1	NA	18	2	NA	NA	NA	TRUE	TRUE	O-18:1/18:2	4.2367916583848794e-5
K562 1b 6hrs 2	O-PC 36:3_20.71 | O-16:0/20:3	2.3584181438504968		O-PC	2	NA	36	3	20.71	NA	16	0	NA	20	3	NA	NA	NA	TRUE	TRUE	O-16:0/20:3	4.458148415842922e-5
