eid,id,rab,class,tails,hydrox,carbon,dbonds,rt,hydrsn1,carbsn1,dbonsn1,hydrsn2,carbsn2,dbonsn2,hydrsn3,carbsn3,dbonsn3,stereo,annot,frac_molar,group
1C,CL 67:3_28.96 | 16:0_17:1_17:1_17:1,0.069627705,CL,1,NA,67,3,28.96,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_17:1,0.148681507,1bar
250A,CL 67:3_28.96 | 16:0_17:1_17:1_17:1,0.126168192,CL,1,NA,67,3,28.96,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_17:1,0.269416852,250bar
250B,CL 67:3_28.96 | 16:0_17:1_17:1_17:1,0.098835054,CL,1,NA,67,3,28.96,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_17:1,0.211050255,250bar
1A,CL 67:4_29.12,0.189360654,CL,1,NA,67,4,29.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,67:04:00,0.180735672,1bar
1B,CL 67:4_29.12,0.183399195,CL,1,NA,67,4,29.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,67:04:00,0.175045745,1bar
1C,CL 67:4_29.12,0.194162775,CL,1,NA,67,4,29.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,67:04:00,0.185319067,1bar
250A,CL 67:4_29.12,0.159792228,CL,1,NA,67,4,29.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,67:04:00,0.152514027,250bar
250B,CL 67:4_29.12,0.236029109,CL,1,NA,67,4,29.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,67:04:00,0.225278477,250bar
250C,CL 67:4_29.12,0.084977562,CL,1,NA,67,4,29.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,67:04:00,0.081107012,250bar
1A,CL 68:2_29.35 | 16:0_16:0_17:1_19:1,2.248118777,CL,1,NA,68,2,29.35,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_17:1_19:1,0.196997628,1bar
1B,CL 68:2_29.35 | 16:0_16:0_17:1_19:1,2.064002258,CL,1,NA,68,2,29.35,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_17:1_19:1,0.180863909,1bar
1C,CL 68:2_29.35 | 16:0_16:0_17:1_19:1,1.79406978,CL,1,NA,68,2,29.35,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_17:1_19:1,0.157210328,1bar
250A,CL 68:2_29.35 | 16:0_16:0_17:1_19:1,1.949055497,CL,1,NA,68,2,29.35,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_17:1_19:1,0.170791381,250bar
250B,CL 68:2_29.35 | 16:0_16:0_17:1_19:1,2.815551734,CL,1,NA,68,2,29.35,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_17:1_19:1,0.246720511,250bar
250C,CL 68:2_29.35 | 16:0_16:0_17:1_19:1,0.5411098,CL,1,NA,68,2,29.35,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_17:1_19:1,0.047416243,250bar
1A,CL 68:5_29.03,0.183065338,CL,1,NA,68,5,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,68:05:00,0.154433619,1bar
1B,CL 68:5_29.03,0.21416568,CL,1,NA,68,5,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,68:05:00,0.180669818,1bar
1C,CL 68:5_29.03,0.227757353,CL,1,NA,68,5,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,68:05:00,0.192135731,1bar
250A,CL 68:5_29.03,0.194727489,CL,1,NA,68,5,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,68:05:00,0.164271792,250bar
250B,CL 68:5_29.03,0.262441048,CL,1,NA,68,5,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,68:05:00,0.221394839,250bar
250C,CL 68:5_29.03,0.103241312,CL,1,NA,68,5,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,68:05:00,0.087094202,250bar
1A,CL 69:2_29.53 | 16:0_16:0_18:1_19:1,0.025147174,CL,1,NA,69,2,29.53,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_18:1_19:1,0.271158906,1bar
1B,CL 69:2_29.53 | 16:0_16:0_18:1_19:1,0.024231639,CL,1,NA,69,2,29.53,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_18:1_19:1,0.261286802,1bar
250A,CL 69:2_29.53 | 16:0_16:0_18:1_19:1,0.043360807,CL,1,NA,69,2,29.53,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_18:1_19:1,0.467554292,250bar
1A,CL 69:2_29.53 | 16:0_17:0_17:1_19:1,0.026082877,CL,1,NA,69,2,29.53,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0_17:1_19:1,0.125268253,1bar
1B,CL 69:2_29.53 | 16:0_17:0_17:1_19:1,0.037226038,CL,1,NA,69,2,29.53,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0_17:1_19:1,0.178785522,1bar
250A,CL 69:2_29.53 | 16:0_17:0_17:1_19:1,0.072825898,CL,1,NA,69,2,29.53,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0_17:1_19:1,0.349760996,250bar
250B,CL 69:2_29.53 | 16:0_17:0_17:1_19:1,0.072081366,CL,1,NA,69,2,29.53,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0_17:1_19:1,0.346185228,250bar
1A,CL 69:3_29.28 | 14:0_17:1_19:1_19:1,0.025209172,CL,1,NA,69,3,29.28,NA,14,0,NA,17,1,NA,NA,NA,FALSE,14:0_17:1_19:1_19:1,0.169143409,1bar
250A,CL 69:3_29.28 | 14:0_17:1_19:1_19:1,0.048151022,CL,1,NA,69,3,29.28,NA,14,0,NA,17,1,NA,NA,NA,FALSE,14:0_17:1_19:1_19:1,0.323074002,250bar
250B,CL 69:3_29.28 | 14:0_17:1_19:1_19:1,0.075680032,CL,1,NA,69,3,29.28,NA,14,0,NA,17,1,NA,NA,NA,FALSE,14:0_17:1_19:1_19:1,0.507782589,250bar
1A,CL 69:3_29.28 | 16:0_17:1_17:1_19:1,0.399718034,CL,1,NA,69,3,29.28,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_19:1,0.140309003,1bar
1B,CL 69:3_29.28 | 16:0_17:1_17:1_19:1,0.452068998,CL,1,NA,69,3,29.28,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_19:1,0.158685235,1bar
1C,CL 69:3_29.28 | 16:0_17:1_17:1_19:1,0.515340817,CL,1,NA,69,3,29.28,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_19:1,0.180894905,1bar
250A,CL 69:3_29.28 | 16:0_17:1_17:1_19:1,0.704075945,CL,1,NA,69,3,29.28,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_19:1,0.2471447,250bar
250B,CL 69:3_29.28 | 16:0_17:1_17:1_19:1,0.6129751,CL,1,NA,69,3,29.28,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_19:1,0.215166486,250bar
250C,CL 69:3_29.28 | 16:0_17:1_17:1_19:1,0.164662071,CL,1,NA,69,3,29.28,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_17:1_19:1,0.057799671,250bar
1A,CL 69:4_29.44,0.061139344,CL,1,NA,69,4,29.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,69:04:00,0.244033164,1bar
1B,CL 69:4_29.44,0.066034066,CL,1,NA,69,4,29.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,69:04:00,0.263570086,1bar
1C,CL 69:4_29.44,0.062439259,CL,1,NA,69,4,29.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,69:04:00,0.249221678,1bar
250A,CL 69:4_29.44,0.021880118,CL,1,NA,69,4,29.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,69:04:00,0.087332869,250bar
250B,CL 69:4_29.44,0.039044242,CL,1,NA,69,4,29.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,69:04:00,0.155842203,250bar
1A,CL 70:2_29.71 | 16:0_16:0_19:1_19:1,0.576250817,CL,1,NA,70,2,29.71,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_19:1_19:1,0.198693324,1bar
1B,CL 70:2_29.71 | 16:0_16:0_19:1_19:1,0.766182299,CL,1,NA,70,2,29.71,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_19:1_19:1,0.264182372,1bar
1C,CL 70:2_29.71 | 16:0_16:0_19:1_19:1,0.447199615,CL,1,NA,70,2,29.71,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_19:1_19:1,0.154196012,1bar
250A,CL 70:2_29.71 | 16:0_16:0_19:1_19:1,0.348054358,CL,1,NA,70,2,29.71,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_19:1_19:1,0.120010376,250bar
250B,CL 70:2_29.71 | 16:0_16:0_19:1_19:1,0.666634061,CL,1,NA,70,2,29.71,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_19:1_19:1,0.229857786,250bar
250C,CL 70:2_29.71 | 16:0_16:0_19:1_19:1,0.095881063,CL,1,NA,70,2,29.71,NA,16,0,NA,16,0,NA,NA,NA,FALSE,16:0_16:0_19:1_19:1,0.03306013,250bar
1A,CL 70:2_29.71 | 16:0_17:1_18:0_19:1,0.040091546,CL,1,NA,70,2,29.71,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_18:0_19:1,0.184160732,1bar
1B,CL 70:2_29.71 | 16:0_17:1_18:0_19:1,0.055983415,CL,1,NA,70,2,29.71,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_18:0_19:1,0.257160115,1bar
250A,CL 70:2_29.71 | 16:0_17:1_18:0_19:1,0.03540963,CL,1,NA,70,2,29.71,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_18:0_19:1,0.162654325,250bar
250B,CL 70:2_29.71 | 16:0_17:1_18:0_19:1,0.086214078,CL,1,NA,70,2,29.71,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_18:0_19:1,0.396024828,250bar
1A,CL 70:5_29.35,0.217918543,CL,1,NA,70,5,29.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,70:05:00,0.188648946,1bar
1B,CL 70:5_29.35,0.241042418,CL,1,NA,70,5,29.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,70:05:00,0.208666952,1bar
1C,CL 70:5_29.35,0.232903982,CL,1,NA,70,5,29.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,70:05:00,0.201621624,1bar
250A,CL 70:5_29.35,0.18462945,CL,1,NA,70,5,29.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,70:05:00,0.159831057,250bar
250B,CL 70:5_29.35,0.278659388,CL,1,NA,70,5,29.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,70:05:00,0.241231421,250bar
1A,CL 71:3_29.62 | 16:0_17:1_19:1_19:1,0.426390742,CL,1,NA,71,3,29.62,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_19:1_19:1,0.127969834,1bar
1B,CL 71:3_29.62 | 16:0_17:1_19:1_19:1,0.532973083,CL,1,NA,71,3,29.62,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_19:1_19:1,0.159957687,1bar
1C,CL 71:3_29.62 | 16:0_17:1_19:1_19:1,0.474382534,CL,1,NA,71,3,29.62,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_19:1_19:1,0.142373293,1bar
250A,CL 71:3_29.62 | 16:0_17:1_19:1_19:1,0.791223352,CL,1,NA,71,3,29.62,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_19:1_19:1,0.237464632,250bar
250B,CL 71:3_29.62 | 16:0_17:1_19:1_19:1,0.886236203,CL,1,NA,71,3,29.62,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_19:1_19:1,0.265980211,250bar
250C,CL 71:3_29.62 | 16:0_17:1_19:1_19:1,0.220757015,CL,1,NA,71,3,29.62,NA,16,0,NA,17,1,NA,NA,NA,FALSE,16:0_17:1_19:1_19:1,0.066254343,250bar
1A,CL 71:6_29.28,0.046090307,CL,1,NA,71,6,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,71:06:00,0.178363931,1bar
1B,CL 71:6_29.28,0.04355023,CL,1,NA,71,6,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,71:06:00,0.168534141,1bar
1C,CL 71:6_29.28,0.042241304,CL,1,NA,71,6,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,71:06:00,0.163468755,1bar
250A,CL 71:6_29.28,0.053915728,CL,1,NA,71,6,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,71:06:00,0.208647369,250bar
250B,CL 71:6_29.28,0.072608413,CL,1,NA,71,6,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,71:06:00,0.280985804,250bar
1A,CL 72:5_29.71,0.061322297,CL,1,NA,72,5,29.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,72:05:00,0.247055863,1bar
1B,CL 72:5_29.71,0.069741549,CL,1,NA,72,5,29.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,72:05:00,0.280975428,1bar
1C,CL 72:5_29.71,0.046843303,CL,1,NA,72,5,29.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,72:05:00,0.188722753,1bar
250B,CL 72:5_29.71,0.070305122,CL,1,NA,72,5,29.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,72:05:00,0.283245956,250bar
1A,CL 73:3_29.96 | 16:0_19:1_19:1_19:1,0.18089061,CL,1,NA,73,3,29.96,NA,16,0,NA,19,1,NA,NA,NA,FALSE,16:0_19:1_19:1_19:1,0.12149138,1bar
1B,CL 73:3_29.96 | 16:0_19:1_19:1_19:1,0.267933541,CL,1,NA,73,3,29.96,NA,16,0,NA,19,1,NA,NA,NA,FALSE,16:0_19:1_19:1_19:1,0.179951938,1bar
1C,CL 73:3_29.96 | 16:0_19:1_19:1_19:1,0.233796326,CL,1,NA,73,3,29.96,NA,16,0,NA,19,1,NA,NA,NA,FALSE,16:0_19:1_19:1_19:1,0.157024394,1bar
250A,CL 73:3_29.96 | 16:0_19:1_19:1_19:1,0.316878846,CL,1,NA,73,3,29.96,NA,16,0,NA,19,1,NA,NA,NA,FALSE,16:0_19:1_19:1_19:1,0.212825024,250bar
250B,CL 73:3_29.96 | 16:0_19:1_19:1_19:1,0.405191202,CL,1,NA,73,3,29.96,NA,16,0,NA,19,1,NA,NA,NA,FALSE,16:0_19:1_19:1_19:1,0.272138163,250bar
250C,CL 73:3_29.96 | 16:0_19:1_19:1_19:1,0.084226709,CL,1,NA,73,3,29.96,NA,16,0,NA,19,1,NA,NA,NA,FALSE,16:0_19:1_19:1_19:1,0.056569101,250bar
1A,CL 73:6_29.62,0.03839229,CL,1,NA,73,6,29.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,73:06:00,0.171314848,1bar
1B,CL 73:6_29.62,0.045409847,CL,1,NA,73,6,29.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,73:06:00,0.202628735,1bar
250A,CL 73:6_29.62,0.054753709,CL,1,NA,73,6,29.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,73:06:00,0.244323104,250bar
250B,CL 73:6_29.62,0.085547844,CL,1,NA,73,6,29.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,73:06:00,0.381733314,250bar
1A,CL 74:4_29.87 | 17:1_19:1_19:1_19:1,0.030195015,CL,1,NA,74,4,29.87,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1_19:1_19:1,0.148880117,1bar
250A,CL 74:4_29.87 | 17:1_19:1_19:1_19:1,0.061995212,CL,1,NA,74,4,29.87,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1_19:1_19:1,0.305674768,250bar
250B,CL 74:4_29.87 | 17:1_19:1_19:1_19:1,0.110624064,CL,1,NA,74,4,29.87,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1_19:1_19:1,0.545445115,250bar
1B,PE 28:0_11.58 | 14:0/14:0,3.160231792,PE,2,NA,28,0,11.58,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.114137224,1bar
1C,PE 28:0_11.58 | 14:0/14:0,3.851168876,PE,2,NA,28,0,11.58,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.139091609,1bar
250A,PE 28:0_11.58 | 14:0/14:0,6.589967713,PE,2,NA,28,0,11.58,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.238008054,250bar
250B,PE 28:0_11.58 | 14:0/14:0,6.931485909,PE,2,NA,28,0,11.58,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.250342573,250bar
250C,PE 28:0_11.58 | 14:0/14:0,7.155148686,PE,2,NA,28,0,11.58,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.25842054,250bar
1B,PE 28:0_11.58 | 16:0/12:0,1.237290431,PE,2,NA,28,0,11.58,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.079268261,1bar
1C,PE 28:0_11.58 | 16:0/12:0,1.677817619,PE,2,NA,28,0,11.58,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.10749108,1bar
250A,PE 28:0_11.58 | 16:0/12:0,3.991967779,PE,2,NA,28,0,11.58,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.255749448,250bar
250B,PE 28:0_11.58 | 16:0/12:0,4.216577903,PE,2,NA,28,0,11.58,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.270139322,250bar
250C,PE 28:0_11.58 | 16:0/12:0,4.485247138,PE,2,NA,28,0,11.58,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.287351888,250bar
1B,PE 29:0_12.53 | 15:0/14:0,1.306439517,PE,2,NA,29,0,12.53,NA,15,0,NA,14,0,NA,NA,NA,TRUE,15:0/14:0,0.188949456,1bar
1C,PE 29:0_12.53 | 15:0/14:0,1.542969216,PE,2,NA,29,0,12.53,NA,15,0,NA,14,0,NA,NA,NA,TRUE,15:0/14:0,0.223158585,1bar
250A,PE 29:0_12.53 | 15:0/14:0,1.39991583,PE,2,NA,29,0,12.53,NA,15,0,NA,14,0,NA,NA,NA,TRUE,15:0/14:0,0.202468871,250bar
250B,PE 29:0_12.53 | 15:0/14:0,1.407034724,PE,2,NA,29,0,12.53,NA,15,0,NA,14,0,NA,NA,NA,TRUE,15:0/14:0,0.203498472,250bar
250C,PE 29:0_12.53 | 15:0/14:0,1.25786818,PE,2,NA,29,0,12.53,NA,15,0,NA,14,0,NA,NA,NA,TRUE,15:0/14:0,0.181924617,250bar
1B,PE 29:0_12.53 | 16:0/13:0,1.254299549,PE,2,NA,29,0,12.53,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,0.219622548,1bar
1C,PE 29:0_12.53 | 16:0/13:0,1.260802361,PE,2,NA,29,0,12.53,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,0.220761163,1bar
250A,PE 29:0_12.53 | 16:0/13:0,1.042457614,PE,2,NA,29,0,12.53,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,0.182529921,250bar
250B,PE 29:0_12.53 | 16:0/13:0,1.089953228,PE,2,NA,29,0,12.53,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,0.190846202,250bar
250C,PE 29:0_12.53 | 16:0/13:0,1.063647417,PE,2,NA,29,0,12.53,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,0.186240166,250bar
1B,PE 29:1_11.25 | 12:0/17:1,0.404868661,PE,2,NA,29,1,11.25,NA,12,0,NA,17,1,NA,NA,NA,TRUE,12:0/17:1,0.341466232,1bar
250A,PE 29:1_11.25 | 12:0/17:1,0.269599611,PE,2,NA,29,1,11.25,NA,12,0,NA,17,1,NA,NA,NA,TRUE,12:0/17:1,0.227380314,250bar
250B,PE 29:1_11.25 | 12:0/17:1,0.269591128,PE,2,NA,29,1,11.25,NA,12,0,NA,17,1,NA,NA,NA,TRUE,12:0/17:1,0.22737316,250bar
250C,PE 29:1_11.25 | 12:0/17:1,0.241617609,PE,2,NA,29,1,11.25,NA,12,0,NA,17,1,NA,NA,NA,TRUE,12:0/17:1,0.203780293,250bar
250A,PE 29:1_11.25 | 14:0_15:1,0.035082121,PE,2,NA,29,1,11.25,NA,14,0,NA,15,1,NA,NA,NA,FALSE,14:0_15:1,0.340953265,250bar
250B,PE 29:1_11.25 | 14:0_15:1,0.032622952,PE,2,NA,29,1,11.25,NA,14,0,NA,15,1,NA,NA,NA,FALSE,14:0_15:1,0.317053295,250bar
250C,PE 29:1_11.25 | 14:0_15:1,0.035189149,PE,2,NA,29,1,11.25,NA,14,0,NA,15,1,NA,NA,NA,FALSE,14:0_15:1,0.34199344,250bar
1B,PE 30:0_13.67 | 16:0/14:0,89.6971163,PE,2,NA,30,0,13.67,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.155029088,1bar
1C,PE 30:0_13.67 | 16:0/14:0,124.4165705,PE,2,NA,30,0,13.67,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.215036873,1bar
250A,PE 30:0_13.67 | 16:0/14:0,109.9747252,PE,2,NA,30,0,13.67,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.190076136,250bar
250B,PE 30:0_13.67 | 16:0/14:0,129.9639407,PE,2,NA,30,0,13.67,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.224624737,250bar
250C,PE 30:0_13.67 | 16:0/14:0,124.5301421,PE,2,NA,30,0,13.67,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.215233166,250bar
1B,PE 30:1_11.94 | 16:1/14:0,0.328785404,PE,2,NA,30,1,11.94,NA,16,1,NA,14,0,NA,NA,NA,TRUE,16:1/14:0,0.309902083,1bar
1C,PE 30:1_11.94 | 16:1/14:0,0.301054058,PE,2,NA,30,1,11.94,NA,16,1,NA,14,0,NA,NA,NA,TRUE,16:1/14:0,0.283763447,1bar
250A,PE 30:1_11.94 | 16:1/14:0,0.206698552,PE,2,NA,30,1,11.94,NA,16,1,NA,14,0,NA,NA,NA,TRUE,16:1/14:0,0.194827115,250bar
250B,PE 30:1_11.94 | 16:1/14:0,0.224395172,PE,2,NA,30,1,11.94,NA,16,1,NA,14,0,NA,NA,NA,TRUE,16:1/14:0,0.211507355,250bar
1B,PE 30:1_12.22 | 16:0/14:1,2.360464283,PE,2,NA,30,1,12.22,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.132151736,1bar
1C,PE 30:1_12.22 | 16:0/14:1,2.603343471,PE,2,NA,30,1,12.22,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.145749445,1bar
250A,PE 30:1_12.22 | 16:0/14:1,4.352456699,PE,2,NA,30,1,12.22,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.243674397,250bar
250B,PE 30:1_12.22 | 16:0/14:1,4.085835575,PE,2,NA,30,1,12.22,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.228747484,250bar
250C,PE 30:1_12.22 | 16:0/14:1,4.459672707,PE,2,NA,30,1,12.22,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.249676937,250bar
1B,PE 31:0_15.01 | 16:0/15:0,8.804612181,PE,2,NA,31,0,15.01,NA,16,0,NA,15,0,NA,NA,NA,TRUE,16:0/15:0,0.229625308,1bar
1C,PE 31:0_15.01 | 16:0/15:0,9.187587471,PE,2,NA,31,0,15.01,NA,16,0,NA,15,0,NA,NA,NA,TRUE,16:0/15:0,0.239613348,1bar
250A,PE 31:0_15.01 | 16:0/15:0,6.158097526,PE,2,NA,31,0,15.01,NA,16,0,NA,15,0,NA,NA,NA,TRUE,16:0/15:0,0.160603899,250bar
250B,PE 31:0_15.01 | 16:0/15:0,7.823066456,PE,2,NA,31,0,15.01,NA,16,0,NA,15,0,NA,NA,NA,TRUE,16:0/15:0,0.204026482,250bar
250C,PE 31:0_15.01 | 16:0/15:0,6.370023914,PE,2,NA,31,0,15.01,NA,16,0,NA,15,0,NA,NA,NA,TRUE,16:0/15:0,0.166130963,250bar
1B,PE 31:1_13.18 | 14:0/17:1,8.500436628,PE,2,NA,31,1,13.18,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.213303662,1bar
1C,PE 31:1_13.18 | 14:0/17:1,9.7318364,PE,2,NA,31,1,13.18,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.244203496,1bar
250A,PE 31:1_13.18 | 14:0/17:1,6.498821148,PE,2,NA,31,1,13.18,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.163076605,250bar
250B,PE 31:1_13.18 | 14:0/17:1,7.651010595,PE,2,NA,31,1,13.18,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.191988794,250bar
250C,PE 31:1_13.18 | 14:0/17:1,7.469234654,PE,2,NA,31,1,13.18,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.187427443,250bar
1B,PE 32:0_16.64 | 16:0/16:0,61.84724045,PE,2,NA,32,0,16.64,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.161218699,1bar
1C,PE 32:0_16.64 | 16:0/16:0,86.52107307,PE,2,NA,32,0,16.64,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.225536576,1bar
250A,PE 32:0_16.64 | 16:0/16:0,72.76239941,PE,2,NA,32,0,16.64,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.189671508,250bar
250B,PE 32:0_16.64 | 16:0/16:0,86.65397062,PE,2,NA,32,0,16.64,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.225883003,250bar
250C,PE 32:0_16.64 | 16:0/16:0,75.8385613,PE,2,NA,32,0,16.64,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.197690214,250bar
1B,PE 32:1_14.36 | 15:0/17:1,5.840727708,PE,2,NA,32,1,14.36,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.217568673,1bar
1C,PE 32:1_14.36 | 15:0/17:1,6.877329971,PE,2,NA,32,1,14.36,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.256182385,1bar
250A,PE 32:1_14.36 | 15:0/17:1,5.108656172,PE,2,NA,32,1,14.36,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.190298812,250bar
250B,PE 32:1_14.36 | 15:0/17:1,4.544155895,PE,2,NA,32,1,14.36,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.169271025,250bar
