eid,id,rab,class,tails,hydrox,carbon,dbonds,rt,hydrsn1,carbsn1,dbonsn1,hydrsn2,carbsn2,dbonsn2,hydrsn3,carbsn3,dbonsn3,stereo,annot,frac_molar,group
250A,PG 32:0_13.77 | 16:0/16:0,8.026713209,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.198464219,250bar
250B,PG 32:0_13.77 | 16:0/16:0,11.02578477,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.272617658,250bar
250C,PG 32:0_13.77 | 16:0/16:0,8.235279741,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.203621123,250bar
1C,PG 32:1_12.11 | 15:0/17:1,0.341165759,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.152843497,1bar
250A,PG 32:1_12.11 | 15:0/17:1,0.576808048,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.258412097,250bar
250B,PG 32:1_12.11 | 15:0/17:1,0.647505506,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.290084815,250bar
250C,PG 32:1_12.11 | 15:0/17:1,0.666645477,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.298659591,250bar
1B,PG 32:1_12.11 | 16:0/16:1,3.873747218,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.2516292,1bar
1C,PG 32:1_12.11 | 16:0/16:1,2.655719323,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.17250907,1bar
250A,PG 32:1_12.11 | 16:0/16:1,2.882537448,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.187242624,250bar
250B,PG 32:1_12.11 | 16:0/16:1,2.404687065,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.156202625,250bar
250C,PG 32:1_12.11 | 16:0/16:1,3.577973867,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.232416482,250bar
1C,PG 32:2_10.81,0.056028973,PG,2,NA,32,2,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32:02:00,0.552816685,1bar
250A,PG 32:2_10.81,0.01210606,PG,2,NA,32,2,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32:02:00,0.119445917,250bar
250B,PG 32:2_10.81,0.014362046,PG,2,NA,32,2,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32:02:00,0.141704881,250bar
250C,PG 32:2_10.81,0.018854733,PG,2,NA,32,2,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32:02:00,0.186032518,250bar
1B,PG 33:0_15.11 | 16:0_17:0,0.071325235,PG,2,NA,33,0,15.11,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0,0.276979008,1bar
250A,PG 33:0_15.11 | 16:0_17:0,0.082959111,PG,2,NA,33,0,15.11,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0,0.32215712,250bar
250B,PG 33:0_15.11 | 16:0_17:0,0.103226992,PG,2,NA,33,0,15.11,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0,0.400863872,250bar
1B,PG 33:1_13.31 | 16:0/17:1,30.35607829,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.159478527,1bar
1C,PG 33:1_13.31 | 16:0/17:1,27.09174603,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.142329048,1bar
250A,PG 33:1_13.31 | 16:0/17:1,41.57785117,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.218433171,250bar
250B,PG 33:1_13.31 | 16:0/17:1,44.74658932,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.235080436,250bar
250C,PG 33:1_13.31 | 16:0/17:1,46.57360145,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.244678817,250bar
1B,PG 34:0_16.75 | 16:0_18:0,0.167651995,PG,2,NA,34,0,16.75,NA,16,0,NA,18,0,NA,NA,NA,FALSE,16:0_18:0,0.331334766,1bar
250A,PG 34:0_16.75 | 16:0_18:0,0.194207068,PG,2,NA,34,0,16.75,NA,16,0,NA,18,0,NA,NA,NA,FALSE,16:0_18:0,0.383816211,250bar
250C,PG 34:0_16.75 | 16:0_18:0,0.144130685,PG,2,NA,34,0,16.75,NA,16,0,NA,18,0,NA,NA,NA,FALSE,16:0_18:0,0.284849023,250bar
1B,PG 34:1_14.11 | 16:0/18:1,2.084684252,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.213367927,1bar
1C,PG 34:1_14.11 | 16:0/18:1,1.510275831,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.154577089,1bar
250A,PG 34:1_14.11 | 16:0/18:1,1.862027485,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.190578954,250bar
250B,PG 34:1_14.11 | 16:0/18:1,1.688336119,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.172801602,250bar
250C,PG 34:1_14.11 | 16:0/18:1,2.625049387,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.268674427,250bar
1B,PG 34:1_14.53 | 15:0/19:1,0.131254098,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.141334055,1bar
250A,PG 34:1_14.53 | 15:0/19:1,0.234109115,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.252088057,250bar
250B,PG 34:1_14.53 | 15:0/19:1,0.316292678,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.340583094,250bar
250C,PG 34:1_14.53 | 15:0/19:1,0.247024022,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.265994794,250bar
1B,PG 34:1_14.53 | 16:0/18:1,0.179812068,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.134130642,1bar
1C,PG 34:1_14.53 | 16:0/18:1,0.144064508,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.107464783,1bar
250A,PG 34:1_14.53 | 16:0/18:1,0.333261766,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.248596299,250bar
250B,PG 34:1_14.53 | 16:0/18:1,0.356497997,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.265929343,250bar
250C,PG 34:1_14.53 | 16:0/18:1,0.326937786,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.243878932,250bar
1B,PG 34:1_14.53 | 17:0/17:1,0.250419751,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.115926657,1bar
1C,PG 34:1_14.53 | 17:0/17:1,0.181207147,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.08388611,1bar
250A,PG 34:1_14.53 | 17:0/17:1,0.590663051,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.273435273,250bar
250B,PG 34:1_14.53 | 17:0/17:1,0.613632999,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.284068736,250bar
250C,PG 34:1_14.53 | 17:0/17:1,0.524233807,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.242683225,250bar
1B,PG 34:2_12.38 | 18:1/16:1,0.755639655,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.367972978,1bar
1C,PG 34:2_12.38 | 18:1/16:1,0.464829314,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.226357399,1bar
250A,PG 34:2_12.38 | 18:1/16:1,0.277764584,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.135262702,250bar
250B,PG 34:2_12.38 | 18:1/16:1,0.212435813,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.103449625,250bar
250C,PG 34:2_12.38 | 18:1/16:1,0.34285005,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.166957296,250bar
1B,PG 34:2_12.85 | 17:1/17:1,0.469574294,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.140607358,1bar
1C,PG 34:2_12.85 | 17:1/17:1,0.375476299,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.112431049,1bar
250A,PG 34:2_12.85 | 17:1/17:1,0.772365755,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.231273964,250bar
250B,PG 34:2_12.85 | 17:1/17:1,0.833979133,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.249723215,250bar
250C,PG 34:2_12.85 | 17:1/17:1,0.888218467,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.265964414,250bar
1B,PG 35:1_15.90 | 16:0/19:1,9.951848733,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.157114634,1bar
1C,PG 35:1_15.90 | 16:0/19:1,9.215364912,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.145487408,1bar
250A,PG 35:1_15.90 | 16:0/19:1,14.55531469,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.22979177,250bar
250B,PG 35:1_15.90 | 16:0/19:1,15.39431082,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.243037406,250bar
250C,PG 35:1_15.90 | 16:0/19:1,14.22448373,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.224568782,250bar
1B,PG 36:1_17.66 | 16:0/20:1,0.030536633,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,0.190747196,1bar
250A,PG 36:1_17.66 | 16:0/20:1,0.047922878,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,0.299350442,250bar
250B,PG 36:1_17.66 | 16:0/20:1,0.044608321,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,0.278646046,250bar
250C,PG 36:1_17.66 | 16:0/20:1,0.03702172,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,0.231256316,250bar
1B,PG 36:1_17.66 | 17:0/19:1,0.128131436,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.140878054,1bar
250A,PG 36:1_17.66 | 17:0/19:1,0.251255785,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.276250912,250bar
250B,PG 36:1_17.66 | 17:0/19:1,0.287331117,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.315915046,250bar
250C,PG 36:1_17.66 | 17:0/19:1,0.242801863,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.266955987,250bar
1B,PG 36:2_14.46 | 18:1/18:1,0.563049322,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.239857788,1bar
1C,PG 36:2_14.46 | 18:1/18:1,0.314774812,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.134093386,1bar
250A,PG 36:2_14.46 | 18:1/18:1,0.361592931,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.154037803,250bar
250B,PG 36:2_14.46 | 18:1/18:1,0.437999125,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.186586676,250bar
250C,PG 36:2_14.46 | 18:1/18:1,0.670013617,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.285424346,250bar
1B,PG 36:2_15.33 | 17:1_19:1,2.451698242,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.118276169,1bar
1C,PG 36:2_15.33 | 17:1_19:1,2.041601865,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.098492075,1bar
250A,PG 36:2_15.33 | 17:1_19:1,5.287706518,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.255092432,250bar
250B,PG 36:2_15.33 | 17:1_19:1,5.494696738,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.265078168,250bar
250C,PG 36:2_15.33 | 17:1_19:1,5.452886929,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.263061156,250bar
250A,PG 37:1_19.53 | 18:0/19:1,0.331040838,PG,2,NA,37,1,19.53,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,0.351850358,250bar
250B,PG 37:1_19.53 | 18:0/19:1,0.316544346,PG,2,NA,37,1,19.53,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,0.336442604,250bar
250C,PG 37:1_19.53 | 18:0/19:1,0.293271718,PG,2,NA,37,1,19.53,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,0.311707038,250bar
1B,PG 38:2_18.64 | 19:1/19:1,1.910276904,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.10119219,1bar
1C,PG 38:2_18.64 | 19:1/19:1,1.623696294,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.086011291,1bar
250A,PG 38:2_18.64 | 19:1/19:1,5.117812865,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.271103467,250bar
250B,PG 38:2_18.64 | 19:1/19:1,5.682781573,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.301031285,250bar
250C,PG 38:2_18.64 | 19:1/19:1,4.543143263,PG,2,NA,38,2,18.64,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.240661767,250bar
