### DATA:
#
# 1802
#      Q             I(Q)           Error     
1.16130467E-02  2.41751308E+01  2.75432259E-01
1.19070479E-02  2.16046867E+01  2.62349516E-01
1.22010491E-02  1.96496964E+01  2.05147922E-01
1.24950503E-02  1.78358383E+01  1.89377263E-01
1.27890515E-02  1.61155109E+01  1.52753383E-01
1.30830527E-02  1.48668270E+01  1.38032168E-01
1.33770538E-02  1.35963001E+01  1.15996100E-01
1.36710550E-02  1.23517284E+01  1.07039891E-01
1.39650562E-02  1.16666050E+01  9.52672958E-02
1.42590574E-02  1.07293997E+01  8.43463391E-02
1.45530586E-02  9.82128429E+00  8.02586079E-02
1.48470598E-02  9.25570202E+00  6.52783066E-02
1.51410609E-02  8.76312351E+00  6.25714511E-02
1.54350621E-02  8.39061451E+00  6.01679422E-02
1.57290633E-02  7.58254719E+00  5.26779741E-02
1.60230645E-02  7.23133755E+00  4.73233350E-02
1.63170657E-02  6.86220884E+00  4.73153517E-02
1.66110669E-02  6.44589710E+00  4.45200056E-02
1.69050680E-02  6.08242130E+00  3.73646431E-02
1.71990692E-02  5.67316628E+00  3.68985869E-02
1.74930704E-02  5.54495668E+00  3.46890241E-02
1.77870716E-02  5.21477795E+00  3.53225619E-02
1.80810728E-02  5.00781536E+00  3.39886881E-02
1.83750740E-02  4.67950249E+00  2.78364848E-02
1.86690751E-02  4.46821690E+00  2.72394605E-02
1.89630763E-02  4.05016136E+00  2.45761499E-02
1.92570775E-02  3.80025792E+00  2.38630846E-02
1.95510787E-02  3.54816294E+00  2.29055323E-02
1.98450799E-02  3.42329955E+00  2.06412561E-02
2.01390811E-02  3.20678139E+00  2.00031530E-02
2.04330822E-02  3.05100036E+00  1.97203793E-02
2.07270834E-02  2.87797236E+00  1.74334310E-02
2.10210846E-02  2.80895329E+00  1.48813967E-02
2.13150858E-02  2.65348363E+00  1.45928748E-02
2.16090870E-02  2.54999352E+00  1.48983244E-02
2.19030882E-02  2.45379424E+00  1.42645724E-02
2.21970893E-02  2.39467549E+00  1.33114047E-02
2.24910905E-02  2.23925686E+00  1.19301155E-02
2.27850917E-02  2.21329761E+00  1.15389070E-02
2.30790929E-02  2.07859468E+00  1.15743987E-02
