### DATA:
#
# 1802
#      Q             I(Q)           Error     
1.16130467E-02  4.39946842E+00  5.87908216E-02
1.19070479E-02  3.99823308E+00  5.72375059E-02
1.22010491E-02  3.64349174E+00  4.57629897E-02
1.24950503E-02  3.54858136E+00  4.71476205E-02
1.27890515E-02  3.03978944E+00  3.74148898E-02
1.30830527E-02  2.86336374E+00  3.61461937E-02
1.33770538E-02  2.61406207E+00  3.12819555E-02
1.36710550E-02  2.49620366E+00  2.64154915E-02
1.39650562E-02  2.18300748E+00  2.81050764E-02
1.42590574E-02  1.95814884E+00  2.12713871E-02
1.45530586E-02  1.86287987E+00  1.86342411E-02
1.48470598E-02  1.76760006E+00  1.84346903E-02
1.51410609E-02  1.68451798E+00  1.88885983E-02
1.54350621E-02  1.59922636E+00  1.59974676E-02
1.57290633E-02  1.39714766E+00  1.38171688E-02
1.60230645E-02  1.33188653E+00  1.44839250E-02
1.63170657E-02  1.27467072E+00  1.28563913E-02
1.66110669E-02  1.26761568E+00  1.22872619E-02
1.69050680E-02  1.13724554E+00  1.06875869E-02
1.71990692E-02  1.06965721E+00  1.06602889E-02
1.74930704E-02  1.02578413E+00  9.54952743E-03
1.77870716E-02  1.00248814E+00  9.38080717E-03
1.80810728E-02  9.38752413E-01  8.35762732E-03
1.83750740E-02  8.78301740E-01  7.32734520E-03
1.86690751E-02  8.74993265E-01  7.54769705E-03
1.89630763E-02  7.57978976E-01  6.43978128E-03
1.92570775E-02  7.27670193E-01  5.98427886E-03
1.95510787E-02  6.70774460E-01  5.95090725E-03
1.98450799E-02  6.69288516E-01  5.40104648E-03
2.01390811E-02  6.44933343E-01  5.67369349E-03
2.04330822E-02  6.33061349E-01  5.09394519E-03
2.07270834E-02  5.91652513E-01  5.09101339E-03
2.10210846E-02  5.86520493E-01  4.73111728E-03
2.13150858E-02  5.46222746E-01  4.63884743E-03
2.16090870E-02  5.47134221E-01  4.38374886E-03
2.19030882E-02  5.14883280E-01  4.26825695E-03
2.21970893E-02  5.22091627E-01  4.24698414E-03
2.24910905E-02  5.07293642E-01  4.21864353E-03
2.27850917E-02  5.00425398E-01  3.81783186E-03
