Sample4_Ex340_Em440,,Sample4_Ex340_Em490,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
48.00416565,596.6647949,48.01447678,357.0967712,
48.50416565,599.7025146,48.51447678,356.9512024,
49.00416565,604.996582,49.01447678,356.4069214,
49.50416565,590.7872314,49.51447678,358.0708923,
50.00416565,600.2237549,50.01447678,359.9048157,
50.50416565,590.3708496,50.51447678,360.5222778,
51.00416565,599.2800903,51.01447678,358.3344727,
51.50416565,601.635437,51.51447678,357.1732483,
52.00416565,590.5692139,52.01447678,363.3146057,
52.50416565,585.1965942,52.51447678,362.6895447,
53.00416565,572.4746094,53.01454163,365.4095764,
53.50416565,574.687561,53.51447678,367.8786926,
54.00416565,571.4859619,54.01450348,367.4116821,
54.50416565,560.5745239,54.51447678,364.9576416,
55.00416565,563.9127197,55.01447678,366.9604797,
55.50416565,550.2810669,55.51447678,365.1010132,
56.00416565,547.6068726,56.01447678,366.4061584,
56.50416565,532.7108765,56.51447678,376.8334961,
57.00416565,531.0541382,57.01447678,375.3865051,
57.50416565,517.2576294,57.51447678,365.5464783,
58.00416565,518.027771,58.01447678,372.8101196,
58.50416565,505.8370361,58.51447678,377.9010925,
59.00416565,502.2051392,59.01447678,372.9160461,
59.50416565,484.1263123,59.51447678,383.4535217,
60.00416565,483.4476929,60.01447678,382.2928772,
60.50416565,472.644165,60.51447678,375.1082764,
61.00416565,475.3314209,61.01447678,385.6551208,
61.50416565,479.0733643,61.51447678,379.5951233,
62.00416565,468.7756958,62.01447678,387.3276978,
62.50416565,480.5666199,62.51447678,376.8200378,
63.00416565,482.1679382,63.01447678,378.3012695,
63.50416565,497.3907471,63.51447678,376.6574402,
64.00416565,497.6763916,64.01448059,378.6263123,
64.50416565,514.3690796,64.51448059,371.9755249,
65.00416565,508.9905396,65.01448059,364.8177795,
65.50416565,516.9464111,65.51448059,376.3004761,
66.00416565,523.8471069,66.01448059,367.8786316,
66.50416565,536.5256348,66.51448059,368.4895935,
67.00416565,541.5198975,67.01448059,374.2250366,
67.50416565,552.7536011,67.51448059,366.3865967,
68.00416565,548.2156982,68.01448059,366.8484802,
68.50416565,564.5421753,68.51448059,370.0936279,
