time (s),POPE A,POPE B,POPE C,SoyPI A,SoyPI B,SoyPI C,xPE A,xPE B,xPE C,POPG A,POPG B,POPG C
37.35,0.293064563,0.334374167,0.327720738,0.178792574,0.163037801,0.198674682,0.002873298,-0.001074231,-0.016314318,0.014890666,0.020927842,0.017039128
37.45,0.261281666,0.339336889,0.306074633,0.166148817,0.180717098,0.18325824,0.008188814,0.007120391,-0.020067904,0.008024181,0.024084228,0.012089149
37.55,0.29096042,0.324295806,0.29506611,0.164437514,0.149833667,0.200346127,-0.006738249,0.003309489,-0.015634254,0.029968784,0.031558028,0.005187784
37.65,0.281384125,0.327104924,0.292383495,0.164912147,0.171428214,0.186809623,6.269E-06,-0.011803667,-0.015772469,0.018495757,0.022679692,0.001682756
37.75,0.273923677,0.330044456,0.328022737,0.171549339,0.165817246,0.177268028,0.003634864,0.000971263,-0.014189261,0.023746959,0.024400918,0.027648092
37.85,0.290497513,0.318866801,0.328936841,0.187361087,0.159894767,0.208849412,-0.005395025,-0.008246902,-0.016049427,0.016354959,0.025880715,0.008379
37.95,0.282169363,0.33214561,0.311819705,0.161983138,0.174615059,0.171819351,0.001481326,-0.001606822,-0.01138448,0.005492886,0.025352008,0.020172528
38.05,0.274809747,0.339410134,0.321051129,0.162400214,0.151967331,0.201598621,0.005767295,0.011648125,-0.017076883,0.016187659,0.028151375,0.00610431
38.15,0.287408308,0.323635283,0.316258583,0.166236,0.161645597,0.191333891,-0.004542303,0.000355894,-0.018976906,0.010714774,0.023649656,0.021343966
38.25,0.280078965,0.343276631,0.319294486,0.155246479,0.15667517,0.180605063,-0.006968934,0.002393808,-0.026499136,0.012731039,0.031862028,0.020133207
38.35,0.291304821,0.328337212,0.303474637,0.184950464,0.152439315,0.180759501,0.005567627,0.011195228,-0.011749052,0.017868383,0.030993652,0.008643728
38.45,0.298564132,0.338758754,0.328374307,0.170671672,0.155095088,0.185051058,0.002824497,0.008213708,-0.008042292,0.007123378,0.024045599,0.018052646
38.55,0.285373132,0.322808999,0.322237732,0.157934688,0.166820037,0.186821664,-9.64E-05,0.005083424,-0.006948872,0.0238228,0.021772439,0.005537487
38.65,0.281464706,0.331005801,0.323190687,0.157324735,0.159842631,0.191635071,-0.008308677,0.003300269,-0.019001438,0.00628282,0.028939172,0.019234866
38.75,0.309326814,0.363755714,0.311438972,0.182847797,0.156345745,0.195752407,0.01278173,-0.0021635,-0.016335956,0.01117528,0.021929245,0.011172227
38.85,0.299142444,0.343808708,0.323420934,0.16407137,0.181603362,0.219369769,0.00786001,0.013634065,-0.005043421,0.023382817,0.03087741,0.019272862
38.95,0.289623791,0.360853086,0.34478261,0.166386308,0.158657293,0.181173348,-0.001413226,-0.004633248,-0.017379225,0.019584242,0.034765837,0.009857229
39.05,0.290668183,0.356141094,0.311664024,0.162753214,0.171630325,0.208735308,-0.006343461,-0.004947184,-0.015136589,0.014463241,0.020725367,0.017029972
39.15,0.280979357,0.342635105,0.327155513,0.181894858,0.163267872,0.196744055,-0.003732655,0.008039017,-0.016468236,0.014632318,0.028162976,0.017957499
39.25,0.284519942,0.344843095,0.322505866,0.185522113,0.150292124,0.195331291,-0.002737323,0.003058349,-0.010603908,0.016195495,0.01760484,0.014012048
39.35,0.315810756,0.322157663,0.33188433,0.170227512,0.163936003,0.190591663,0.000936536,-0.000116149,-0.01473074,0.015412809,0.027112741,0.021622012
39.45,0.270645087,0.363099113,0.304070303,0.171572073,0.16695275,0.21098606,-0.00812961,-0.004090684,-0.009675095,0.02459057,0.029528151,0.009069302
39.55,0.279987767,0.339570975,0.310234525,0.180747019,0.168608964,0.196922866,-0.006169599,0.001851056,-0.023243965,0.015173767,0.027733145,0.002873364
39.65,0.290755218,0.331124783,0.339089641,0.183458876,0.160243927,0.19371318,-0.004721361,0.003765391,-0.012238275,0.011141924,0.028802456,0.010726084
39.75,0.287841628,0.342500209,0.321013559,0.196035691,0.167491683,0.199953595,-0.002887249,-0.002467316,-0.009624224,0.012104384,0.034485943,0.012235873
39.85,0.28041212,0.346212309,0.317822057,0.183741057,0.180251351,0.194386208,-0.003208994,0.004378468,-0.015786322,0.020645263,0.020000932,0.015683336
39.95,0.283144588,0.355927584,0.347626234,0.177682567,0.156475955,0.196188065,-0.000423159,0.001961211,-0.012092207,0.019685412,0.035913671,0.010151299
40.05,0.285533327,0.352444167,0.317634759,0.172038156,0.154287222,0.187845185,0.003351198,0.003592041,-0.01576412,0.010980221,0.008700168,0.012764624
40.15,0.282761971,0.37005635,0.338781394,0.180676778,0.173695183,0.188909849,0.000144041,-0.000457311,-0.015758108,0.002476952,0.025710412,0.003435336
40.25,0.291889558,0.36856709,0.334134056,0.167941855,0.178038333,0.194635673,0.01044347,0.004517901,-0.013677552,0.021982428,0.012229296,0.014014765
40.35,0.278450456,0.333913438,0.327372056,0.176921219,0.179491918,0.185918956,-0.001544759,0.009137884,-0.014811254,0.001422292,0.035299891,0.014906175
40.45,0.288905105,0.354383246,0.333742556,0.168775041,0.177992194,0.197847752,-0.000589378,0.007719282,-0.020133385,0.01452803,0.033623573,0.011370412
40.55,0.308638,0.366824794,0.342814759,0.178112877,0.17478827,0.203054623,-0.004378847,0.001939349,-0.01436587,0.018635764,0.02388528,0.01888841
40.65,0.306305899,0.358889811,0.331962868,0.166950058,0.17279384,0.199551145,-0.002995457,0.003905073,-0.01564626,0.024716101,0.030551343,0.017200953
40.75,0.291642333,0.352078827,0.336212088,0.191935173,0.17689819,0.178538149,-0.005232456,0.003117466,-0.014071701,0.017058454,0.022164714,0.007656569
40.85,0.289712775,0.37844117,0.337394584,0.172257236,0.175619805,0.194405273,-0.007378365,0.001071002,-0.014613382,0.010450947,0.02660661,0.007052787
40.95,0.305657075,0.35072088,0.340985535,0.180278993,0.165901017,0.200034813,-0.005449613,0.003047307,-0.016101432,0.011159618,0.037953027,0.004601418
41.05,0.293357477,0.356546063,0.312256927,0.174195386,0.177961199,0.211759646,-0.001120278,0.009578557,-0.017239291,0.020632872,0.030389912,0.019466579
41.15,0.281266895,0.362175108,0.340956367,0.186743687,0.178934336,0.218733543,-0.001518595,0.006966794,-0.013593609,0.010619342,0.024812927,0.014955784
41.25,0.296627476,0.356986224,0.320669754,0.195214711,0.157551672,0.210626271,0.003029814,-0.002909559,-0.022022033,0.020898801,0.02058643,0.022907294
41.35,0.309339672,0.361723577,0.316068692,0.186380981,0.169772509,0.200156198,-0.012226091,-0.003824793,-0.024114292,0.008467731,0.025186931,0.015593123
41.45,0.294465313,0.381771522,0.328126085,0.184201645,0.165852877,0.204178883,-0.008644081,-0.002056063,-0.018002919,0.021549447,0.020112749,0.016306786
41.55,0.307840459,0.349376519,0.317965995,0.174924499,0.174982715,0.186869543,-0.000208192,0.00524762,-0.018669217,0.019688752,0.024804656,0.007946568
41.65,0.283369776,0.358560799,0.336206462,0.174168916,0.176761368,0.188874045,-0.000431394,0.010066113,-0.012181478,0.023120631,0.022148075,0.02063383
41.75,0.290524287,0.386348538,0.330073213,0.178671535,0.177112477,0.206202181,-0.005559155,0.001661775,-0.008392738,0.01775131,0.035867613,0.013709978
41.85,0.296584353,0.357495357,0.321310217,0.184009397,0.170847261,0.203315764,0.002632994,0.006849236,-0.023797602,0.015262255,0.031743692,0.009928824
41.95,0.28639851,0.351651529,0.328517647,0.194996515,0.157755137,0.192232074,-0.001908916,0.011922257,-0.010918242,0.014003802,0.021314226,0.020646011
42.05,0.317356126,0.374559839,0.337109027,0.181879704,0.172551868,0.215940979,-0.015412864,0.009453005,-0.012637028,0.016666273,0.021369522,0.023467226
42.15,0.323027361,0.351385827,0.33467579,0.18560345,0.179455669,0.208682847,0.002560323,0.012227704,-0.007047692,0.01934922,0.015226288,0.013220791
42.25,0.300678311,0.379108012,0.342350897,0.194688283,0.183245566,0.199738267,0.006135972,0.00449463,0.001838889,0.019718452,0.032425579,0.020781701
42.35,0.310757367,0.362430273,0.339808722,0.174379805,0.179471768,0.209942084,-0.003085443,0.001951165,-0.003955067,0.019278519,0.028209869,0.013898131
42.45,0.304047792,0.354164133,0.330248845,0.170218458,0.186787418,0.201066625,-0.007844538,-0.003383903,-0.021745494,0.018452276,0.019288581,0.017622766
42.55,0.312361783,0.364434142,0.354608996,0.178815222,0.183565859,0.199376257,0.006542848,0.003431278,-0.010578754,0.01493567,0.021014729,0.023470184
42.65,0.320302058,0.366209801,0.327564355,0.17218774,0.183412826,0.195089337,-4.15E-05,7.77825E-05,-0.020032422,0.01368695,0.014144858,0.023985099
42.75,0.302601475,0.355328334,0.330460307,0.209389066,0.176642615,0.195001988,0.002925779,0.007361349,-0.01539273,0.010295492,0.024854638,-0.003269598
42.85,0.319228481,0.363865876,0.315412653,0.195421358,0.178193919,0.208321472,0.007970781,0.000864546,-0.006624171,0.00835403,0.020984303,-0.003263501
42.95,0.316572676,0.370353829,0.320589884,0.187548732,0.197651146,0.20858093,-0.001719962,0.003586636,-0.012237815,0.016623215,0.022409,0.014927927
43.05,0.296199127,0.361674082,0.327934405,0.213941448,0.183971778,0.209534391,-0.00881805,0.011608198,-0.016227125,0.007073623,0.024023307,0.009356996
43.15,0.315392125,0.358650154,0.341233697,0.176051544,0.162405174,0.210072541,0.000369836,0.01042043,-0.022155536,0.020236281,0.02408348,0.008708313
43.25,0.321718506,0.36115194,0.341946679,0.186307337,0.187663824,0.21150131,-0.00802684,0.00834833,-0.021050056,0.021417418,0.016791586,0.034846755
43.35,0.312335672,0.367826512,0.341838451,0.17790239,0.183355692,0.216116179,0.009546045,0.012009009,-0.013460029,0.016100857,0.030130593,0.009669585
43.45,0.319825339,0.36741039,0.364162653,0.201157573,0.172895198,0.207795669,-0.004601036,0.004343409,-0.013642392,0.010976298,0.03226819,0.025316054
43.55,0.31496877,0.394295524,0.369000318,0.176291455,0.176269431,0.209535007,0.001030867,0.009517224,-0.016080811,0.020486105,0.035750591,0.013473902
43.65,0.299259965,0.357161129,0.337936839,0.197193896,0.178514939,0.206734874,-0.00215877,0.001494475,-0.025515526,0.013154483,0.007641593,0.007780903
43.75,0.323087281,0.351466947,0.357857959,0.192214759,0.173815865,0.21101235,-0.000212718,0.011464326,-0.016231274,0.01961105,0.022839074,0.013409071
43.85,0.314252277,0.360118413,0.341662845,0.210085439,0.191688476,0.217868015,0.002572849,0.00381397,-0.010283123,0.04136793,0.027487548,0.013637908
43.95,0.312638953,0.367669505,0.345913942,0.184566404,0.177894947,0.209153503,-0.008328734,0.007757334,-0.012967093,0.014571723,0.030038509,0.013567304
44.05,0.317117101,0.385700841,0.347830966,0.19884174,0.196206696,0.23652155,-0.00095612,0.003140864,-0.018870607,0.019293602,0.035960397,0.021270844
44.15,0.316721798,0.386836603,0.362029529,0.193976623,0.203206277,0.20453381,-0.001461133,0.007704308,-0.017380027,0.003479667,0.022395323,0.010064343
44.25,0.310066254,0.379121639,0.353044557,0.176708557,0.188337635,0.223434128,-0.010174719,0.003112328,-0.01714907,0.022533338,0.0338669,0.014385762
44.35,0.308531097,0.378208323,0.348831042,0.208698194,0.176799016,0.197767848,0.013119894,-0.001283028,-0.020077456,0.011536763,0.031845046,0.010477298
44.45,0.308550472,0.365043037,0.357376068,0.179705525,0.201553733,0.20837339,-0.003707121,0.007506235,-0.004350556,0.016937976,0.035479209,0.011210901
44.55,0.33724514,0.367048573,0.346869663,0.20000877,0.180696537,0.20199902,0.002123867,0.007874515,-0.014902991,0.02180291,0.023754119,0.007871388
44.65,0.318871438,0.368439353,0.330562195,0.189356115,0.195649919,0.229125654,-0.000618404,0.000637654,-0.012034457,0.019118556,0.019348663,0.008224308
44.75,0.324468358,0.362551389,0.348655629,0.20641396,0.19291747,0.214821736,-0.008215544,0.007173883,-0.019026899,0.008783074,0.025426982,0.020270465
44.85,0.314435277,0.378335095,0.348576591,0.198786123,0.183067847,0.211371169,-0.001940755,0.00658487,-0.026325165,0.015567279,0.023102508,0.009943291
44.95,0.302094636,0.384260377,0.335869988,0.198540477,0.187615568,0.192851054,-0.011968244,0.003721928,-0.013072556,0.012420973,0.025715392,0.007614662
45.05,0.324031895,0.389024628,0.352223854,0.193009207,0.169189531,0.220007734,0.001705015,0.002292852,-0.007498541,0.014314072,0.017099664,0.019149768
45.15,0.295627378,0.36268883,0.361043198,0.200555079,0.198340724,0.226546362,-0.00248377,-0.000341072,-0.021592275,0.017332644,0.027805613,0.013259326
45.25,0.313079953,0.363016622,0.349339106,0.19197388,0.195176656,0.223588415,-0.005320414,-0.004651429,-0.012406029,0.01528638,0.029520478,0.024948973
45.35,0.323334666,0.377182362,0.347366674,0.213616409,0.175701372,0.206960278,0.001721095,0.003195121,-0.010072329,0.006660863,0.030185598,0.013274797
45.45,0.308513696,0.381758638,0.353247212,0.201766145,0.195243781,0.23105395,0.003844867,-0.001791607,-0.012324563,0.023409004,0.017853904,0.015468915
45.55,0.311530809,0.367068219,0.350340332,0.212794598,0.205344907,0.207050087,0.010711324,0.011649493,-0.023351659,0.025684821,0.021056821,0.017093533
45.65,0.305368327,0.373944342,0.349077198,0.196130988,0.18675681,0.224905996,0.000781553,0.002048549,-0.021824004,0.012846806,0.02778256,0.015480894
45.75,0.314202787,0.38401833,0.358716134,0.227353639,0.201969447,0.222723886,0.001848772,0.006402706,-0.022615237,0.018041986,0.026904523,0.019980956
45.85,0.302690273,0.368244566,0.362385281,0.205818578,0.17592567,0.217547004,-0.002825394,0.002436647,-0.0187126,0.018115801,0.017130439,0.015610215
45.95,0.324759752,0.39250624,0.371924694,0.194061409,0.193674891,0.220324981,0.003250498,0.005937818,-0.006788173,0.023833546,0.022426012,0.012225207
46.05,0.319614468,0.384127603,0.343856128,0.222247421,0.204096156,0.214742766,-0.003372667,-0.003420664,-0.025178272,0.013235673,0.03055213,0.017619314
46.15,0.323004053,0.390927871,0.381994091,0.199373348,0.2011856,0.207789018,-0.008991599,0.002590587,-0.021982224,0.022436251,0.031625573,0.018601708
46.25,0.304234541,0.380594501,0.358415854,0.233404094,0.189897149,0.240336469,-0.003355632,0.002043642,-0.018538809,0.016337644,0.030704203,0.009248056
46.35,0.336380186,0.392302107,0.34911673,0.193342657,0.197109669,0.2172869,0.000891115,0.008664175,-0.020960203,0.013828216,0.036641099,0.018627916
46.45,0.298126161,0.377271004,0.352533214,0.205681263,0.193557961,0.223048752,-0.002529607,0.011268535,-0.01018324,0.01418101,0.020001491,0.005632323
46.55,0.326940917,0.391786822,0.352539152,0.202670165,0.192887895,0.203319781,-0.007474339,0.007957529,-0.012148697,0.009117602,0.024495357,0.010655819
46.65,0.326358009,0.380268264,0.361322345,0.193827599,0.18717893,0.224946889,-0.000578034,-0.012413828,-0.009865524,0.024971873,0.042408039,0.005388418
46.75,0.317949757,0.372981546,0.347623594,0.198634421,0.197219334,0.216926256,-0.002420107,0.013283812,-0.014477355,0.023895829,0.035750368,0.018219327
46.85,0.308316083,0.388006031,0.363973027,0.188267959,0.195381052,0.22098026,0.002901593,0.002252515,-0.012835525,0.025925255,0.032965373,0.015125429
46.95,0.318662789,0.406240065,0.353699895,0.20941837,0.20799968,0.209639986,-0.005082935,0.004547445,-0.01629227,0.010953456,0.024257697,0.02264559
47.05,0.319945622,0.373825816,0.362720383,0.204858421,0.197234087,0.206439782,-0.004394198,-0.002368446,-0.020801516,0.019064822,0.02499242,0.013378178
47.15,0.322965584,0.379929981,0.377448788,0.206193516,0.208888907,0.234271298,-0.003369029,0.005125501,-0.021410679,0.018682264,0.015986453,0.006003764
47.25,0.335973937,0.36984951,0.343064927,0.22203745,0.205874092,0.23169768,-0.001979206,0.000478658,-0.011307141,0.011685134,0.018165996,0.005156095
47.35,0.344660419,0.392250794,0.358063464,0.212310783,0.202153793,0.222920765,0.003716762,0.01156581,-0.018883179,0.019836725,0.03550949,0.01888255
47.45,0.331629624,0.391936128,0.344129618,0.209601761,0.204187166,0.226794432,-0.007459851,0.006869603,-0.010404878,0.019159367,0.024190106,0.017600405
47.55,0.33193225,0.383622541,0.35760295,0.217239175,0.185068468,0.219876238,-0.001147616,0.006354274,-0.015755026,0.028990078,0.022482984,0.005315179
47.65,0.331585008,0.37279881,0.355067997,0.196892806,0.21343162,0.220477645,0.000536887,0.002912492,-0.010963836,0.015714178,0.034934834,0.019604568
47.75,0.330821351,0.378396824,0.379993556,0.202948319,0.213631641,0.219213097,-0.011835293,0.005137743,-0.019379337,0.014999781,0.029002699,0.004978326
47.85,0.319761131,0.384216491,0.370363032,0.213756949,0.200326645,0.205868117,-0.00022314,0.008335808,-0.017042641,0.019021911,0.032192142,0.024858057
47.95,0.333157703,0.385697693,0.358027157,0.193105078,0.210967652,0.211060153,-0.001886221,-0.000863277,-0.016816047,0.021431901,0.018354165,0.017688003
48.05,0.322354338,0.390450529,0.370000565,0.207604708,0.20523705,0.23118354,0.002724631,0.006314482,-0.021183346,0.010365079,0.029684972,0.017955117
48.15,0.321435221,0.399518003,0.368898537,0.210339948,0.195563423,0.243330144,-0.008114006,1.20634E-05,-0.016294249,0.013609679,0.03346958,0.01405397
48.25,0.338212803,0.396117047,0.378929138,0.217039303,0.193911807,0.218469294,0.003280648,0.002579499,-0.022122436,0.010781277,0.028484093,0.018317054
48.35,0.325912752,0.381332081,0.364170007,0.204700749,0.205149199,0.22785074,-0.001460276,0.006067146,-0.0242518,0.02714538,0.026351165,0.00935272
48.45,0.318968915,0.413121129,0.353122569,0.194078596,0.197774384,0.225939739,0.000306199,0.008733314,-0.014665623,0.027818708,0.033340621,0.019475409
48.55,0.345439914,0.390735495,0.363013304,0.206399443,0.208128318,0.225123352,0.006249623,0.004270104,-0.014773683,0.023352638,0.021772431,0.009133995
48.65,0.32382136,0.414863229,0.363393976,0.203736823,0.201479993,0.218103583,-0.007115758,0.003733809,-0.019395798,0.018651163,0.030250596,0.014073825
48.75,0.313514881,0.401555177,0.356316946,0.212456145,0.207804141,0.223922938,-0.006756993,-0.003952283,-0.020715063,0.011592044,0.035900597,0.013110252
48.85,0.322487962,0.41210543,0.382311005,0.239821314,0.213390176,0.234199927,0.000943814,-0.000798146,-0.01956418,0.030626266,0.021687744,0.014594186
48.95,0.337636049,0.386068276,0.36719263,0.220406862,0.201686303,0.221308899,-0.005757347,0.002793235,-0.021274216,0.018108545,0.025978142,0.009203984
49.05,0.327341779,0.400862689,0.385012533,0.219719949,0.214463542,0.230068702,0.001256867,-0.001566625,-0.015415539,0.013319963,0.048013693,0.002413296
49.15,0.314026427,0.389490764,0.366621369,0.219562035,0.204710321,0.230789253,0.001248866,-0.002303188,-0.019445468,0.020064674,0.023470819,0.024804099
49.25,0.339624317,0.3881086,0.348237697,0.221997632,0.213978118,0.222027696,-0.009485597,0.003584454,-0.011633222,0.014379678,0.024320957,0.011912251
49.35,0.319379054,0.397557503,0.394477123,0.213717916,0.201402146,0.217966609,0.00076709,0.000838829,-0.010603954,0.020238574,0.02809893,0.02434487
49.45,0.315096627,0.379590611,0.384753633,0.22066273,0.202609857,0.231080353,-0.002160855,0.004830186,-0.018774539,0.009887073,0.031226861,0.009159054
49.55,0.344208727,0.403458408,0.370301969,0.214244345,0.204064288,0.223637161,2.96303E-05,0.00623389,-0.016249975,0.014089172,0.0283381,0.015339327
49.65,0.348277498,0.400971553,0.38136037,0.22558612,0.207505353,0.23457027,0.00150328,0.002477072,-0.020211788,0.010944368,0.018920402,0.014423297
49.75,0.323839049,0.38282845,0.365544145,0.20708958,0.205421273,0.25042578,0.003913923,0.002240544,-0.015136037,0.01725899,0.038276477,0.017207106
49.85,0.346074665,0.401041845,0.382872999,0.206859985,0.194020966,0.229388909,-0.005213356,0.000671037,-0.021912949,0.014180422,0.029676734,0.017525473
49.95,0.334189373,0.387188751,0.369931026,0.218076436,0.206987111,0.233830272,-0.00328354,-0.004438499,-0.016325795,0.012578148,0.029917492,0.014045961
50.05,0.333680228,0.379506102,0.358076932,0.220015578,0.204007374,0.228375801,0.001771164,-0.005534262,-0.01798089,0.01247201,0.028617757,0.018469051
50.15,0.343570935,0.412120263,0.382371137,0.196595308,0.198496085,0.232047819,-0.004568004,-0.004696608,-0.02515716,0.011412584,0.043543266,0.00965592
50.25,0.335645826,0.39524305,0.393969179,0.225521811,0.192336369,0.22805139,-0.005393324,0.001056042,-0.024862096,0.029190721,0.026143596,0.011672477
50.35,0.334721677,0.406858133,0.388477662,0.203141033,0.214467963,0.241168194,-0.012568575,-0.004831489,-0.02199605,0.010254585,0.026230818,0.023180534
50.45,0.332129172,0.394408186,0.394242028,0.228568536,0.215090691,0.230818705,-0.007084136,-0.002956264,-0.020346413,0.00967585,0.022742844,0.009996923
50.55,0.337855972,0.409494502,0.381455168,0.224840051,0.220048855,0.246214114,-0.016624012,-0.001980593,-0.026778658,0.006093567,0.030995115,0.023712346
50.65,0.345569347,0.382379537,0.359413331,0.223676517,0.208886994,0.256917962,-0.002191017,0.011115064,-0.01279087,0.019259974,0.029035221,0.018619558
50.75,0.345528523,0.400122138,0.359031836,0.225364268,0.20911988,0.249881549,-0.004267759,0.006319845,-0.021263648,0.02834706,0.017037469,0.004674216
50.85,0.335036688,0.395613341,0.364184415,0.210877906,0.22623231,0.244653565,-0.003985683,0.009294419,-0.021063025,0.00956944,0.01998779,0.010112108
50.95,0.321089199,0.399390454,0.357331392,0.226749605,0.215502888,0.243111395,-0.001601555,0.00210067,-0.01991626,0.018129547,0.039287744,0.015939001
51.05,0.305785603,0.412428967,0.384849865,0.217769663,0.205567863,0.247384039,-0.013942332,0.008566036,-0.023272434,0.002765893,0.029907053,0.014047985
51.15,0.330752483,0.422905154,0.356127339,0.250357131,0.219423126,0.237836727,-0.00320361,0.016731555,-0.015547631,0.022659787,0.01808583,0.0119747
51.25,0.361676807,0.375740806,0.375743266,0.217005584,0.215717574,0.242725397,-0.009115412,-0.004813421,-0.02095622,0.011672074,0.021927451,0.024464491
51.35,0.333257376,0.399685303,0.364172716,0.207233778,0.228547738,0.249977269,-0.010568748,0.002665812,-0.029218158,-0.000428581,0.020971243,0.018480935
51.45,0.335198042,0.391946659,0.383531531,0.223697193,0.208847998,0.226769351,-0.008406199,-0.001486582,-0.02126894,0.022530833,0.029248383,0.01100606
51.55,0.333913289,0.430857957,0.371995445,0.217985712,0.199741003,0.238508434,-0.001735571,-0.00460342,-0.023502076,0.0147581,0.035441529,0.018206974
51.65,0.325396198,0.392195022,0.364705405,0.214789072,0.209066,0.250457086,-0.003078162,0.005297543,-0.015992565,0.023037263,0.032747371,0.012578276
51.75,0.325301653,0.401519687,0.374618127,0.226597842,0.208497146,0.253166323,-0.009210187,-0.008395449,-0.022657812,-0.000140386,0.02921745,0.01185905
51.85,0.319326512,0.41283606,0.379243519,0.223846378,0.219184468,0.24128436,-0.00396991,0.000835384,-0.019237087,0.007349383,0.037553598,0.010321497
51.95,0.339195098,0.417596011,0.386748867,0.233677369,0.224698823,0.252571954,0.000896547,-0.002567194,-0.024373235,0.008358001,0.028794834,0.008105454
52.05,0.35566557,0.407416256,0.388743359,0.221018244,0.218403481,0.235923586,-0.006125427,-7.79E-05,-0.016743238,0.019804478,0.032738459,0.023377627
52.15,0.339009176,0.3882732,0.368579872,0.223800765,0.229382803,0.245741012,0.001434947,0.002433202,-0.025879943,0.016586901,0.02849348,0.003312627
52.25,0.338942658,0.40412362,0.375761918,0.220338854,0.209692992,0.240007008,0.00348679,0.003030518,-0.011922156,0.020614291,0.022503546,0.023351621
52.35,0.363680208,0.417585378,0.375436433,0.255955298,0.219970955,0.243898649,-0.005168356,0.007009677,-0.019565433,0.019481336,0.019090273,0.008448873
52.45,0.341490817,0.410619421,0.40526543,0.221755382,0.209627583,0.227113215,-0.00181445,-0.00262714,-0.013700431,0.019356992,0.02161676,0.011052959
52.55,0.365809268,0.415926156,0.375214025,0.246350191,0.206685264,0.240763823,-0.001701113,-0.003903016,-0.024591415,0.015459172,0.0109137,0.018010008
52.65,0.338004663,0.410410023,0.363581306,0.217252245,0.227756471,0.26052632,0.002025477,0.002782701,-0.019229663,0.010221095,0.021349709,0.011298503
52.75,0.356875977,0.407763352,0.382649304,0.225149006,0.227842852,0.246360076,-0.003197036,0.000318329,-0.023348167,0.016589032,0.024242567,0.008956066
52.85,0.331151294,0.41290233,0.391786713,0.230873341,0.200263044,0.250147766,-0.00751757,-0.000551987,-0.02696789,0.007468929,0.019311759,0.012223061
52.95,0.351617934,0.395892452,0.358988607,0.228238649,0.207325147,0.242609684,-0.004553519,0.002283984,-0.014251375,0.01075959,0.025397826,0.025418924
53.05,0.350287869,0.401894859,0.377808669,0.219779077,0.21929009,0.241361689,-0.001275173,0.009530644,-0.019378486,0.009950731,0.037403379,0.004806412
53.15,0.350519143,0.389186071,0.379058278,0.222291408,0.230177117,0.240054848,-0.002010969,0.000237332,-0.014079059,0.012330311,0.032371801,0.020277063
53.25,0.355519391,0.409253633,0.383600018,0.225286555,0.224756938,0.23012778,-0.012338109,0.008339052,-0.022017352,0.012975073,0.03008255,0.013627991
53.35,0.354429621,0.427348071,0.384435808,0.231685066,0.217089268,0.258745454,-0.009334426,-0.001585581,-0.013378626,0.004990959,0.025587058,0.01776398
53.45,0.341377836,0.415021129,0.379282587,0.238450449,0.208623021,0.247400096,-0.012461987,0.004048528,-0.022083208,0.010387141,0.018350538,0.008524751
53.55,0.351598911,0.414272119,0.37020248,0.212374551,0.230527573,0.243516306,-0.006032359,0.000868488,-0.021544576,0.021941593,0.021796536,0.012902261
53.65,0.337295122,0.405693126,0.369404261,0.236087977,0.216800388,0.237668158,0.002757838,0.000667988,-0.016402731,0.013523885,0.029617674,0.029134301
53.75,0.337961553,0.416519371,0.391556913,0.248215682,0.218000757,0.249203259,-0.004927919,0.002226505,-0.022108774,0.016179887,0.029310169,0.024761904
53.85,0.349999757,0.407275106,0.414288596,0.227082451,0.213575919,0.242075711,0.006584269,0.007421681,-0.019219819,0.013745713,0.036421977,0.005862064
53.95,0.360004419,0.404723222,0.366035388,0.23167677,0.229446627,0.25641491,-0.011973632,0.002031851,-0.022280377,0.008791146,0.022726841,0.016422544
54.05,0.374205358,0.396056417,0.405566163,0.23567888,0.21641302,0.24936007,-0.010324927,-0.001055513,-0.025753338,0.019131534,0.027905237,0.015033148
54.15,0.338346918,0.389889226,0.393726959,0.243060296,0.2218294,0.25635452,0.002876161,0.00212009,-0.024524998,0.013946954,0.022666982,0.013307085
54.25,0.35423643,0.426440707,0.388209128,0.240226077,0.228188799,0.235774011,-0.005075815,0.003864699,-0.010455654,0.007516729,0.036884481,0.02264274
54.35,0.349655405,0.403171069,0.384486643,0.226137133,0.203650452,0.243073332,-0.001738835,0.005888939,-0.027403171,0.02156273,0.045754494,0.013533518
54.45,0.342123249,0.445189444,0.368421177,0.241061483,0.223740225,0.245614916,0.002474681,-0.007157519,-0.018162473,0.014852295,0.028286908,0.017456493
54.55,0.344045825,0.410517613,0.399246568,0.231176421,0.224065888,0.254432582,-0.005064586,-0.005672841,-0.023800407,0.014450975,0.024256506,0.018754658
54.65,0.349906939,0.396673347,0.387543378,0.231026515,0.231785273,0.244491125,0.004013364,0.001108174,-0.023293342,0.010478023,0.033672674,0.019566563
54.75,0.337611645,0.422914923,0.390858941,0.232133647,0.207994411,0.245328645,-0.001845462,-0.007548963,-0.019394309,0.015077979,0.027070111,0.016482668
54.85,0.357994801,0.400915956,0.389159644,0.2439637,0.233164133,0.242051695,0.001830679,-0.002097869,-0.017819587,0.007437639,0.039088521,0.014488216
54.95,0.364958568,0.399465984,0.407856105,0.239191642,0.229076177,0.243940586,-0.008374627,-0.004343315,-0.027517528,0.019456791,0.025420815,0.017488485
55.05,0.357316626,0.433014041,0.385924064,0.226109911,0.219018182,0.262695433,-0.006312295,0.00908979,-0.028086721,0.022917239,0.019295344,0.018285855
