time (s),POPE A,POPE B,POPE C,SoyPI A,SoyPI B,SoyPI C,xPE A,xPE B,xPE C,POPG A,POPG B,POPG C
120.55,0.467460736,0.587358107,0.579472738,0.382645334,0.39984289,0.396750796,-0.025203842,0.000167857,-0.017635322,0.030552385,0.042610219,0.026642751
120.65,0.477199764,0.63243178,0.581548648,0.402635889,0.375034513,0.397666649,-0.016677119,-0.008797922,-0.019420711,0.041141693,0.035904061,0.029857006
120.75,0.482040462,0.607183145,0.611440549,0.388406514,0.364045267,0.406935285,-0.015120141,-0.009186334,-0.027618923,0.038383875,0.040675051,0.022062396
120.85,0.466001787,0.587666802,0.582497913,0.377391691,0.376600434,0.408067022,-0.017806745,-0.001119598,-0.017653754,0.026725025,0.030633047,0.016703934
120.95,0.463295011,0.60413351,0.582173236,0.389279739,0.388612076,0.431268046,-0.012622202,-0.00695461,-0.013416809,0.033400034,0.035941626,0.017336402
121.05,0.478732049,0.584174028,0.58077842,0.370173867,0.385857343,0.40383256,-0.008675316,-0.011501131,-0.016921333,0.033665116,0.048722258,0.023875466
121.15,0.46647161,0.584048297,0.573258907,0.403631094,0.379627542,0.396723505,-0.016555912,0.001176115,-0.022691547,0.033652236,0.027296452,0.023776764
121.25,0.470676735,0.596350659,0.606946942,0.391647292,0.374074996,0.407792181,-0.023083438,-0.004760753,-0.012055883,0.030220234,0.042888479,0.01994488
121.35,0.487176954,0.599070039,0.586985921,0.395621408,0.379355473,0.412522898,-0.012582849,-0.000195689,-0.033729051,0.02041377,0.039351395,0.023542923
121.45,0.486206225,0.570697099,0.587239207,0.39124388,0.371782823,0.406067983,-0.016543952,-0.00720638,-0.024894722,0.03068053,0.033721543,0.019945362
121.55,0.451050855,0.597177711,0.572949926,0.372274344,0.356944258,0.393791242,-0.014468906,-0.002738628,-0.032714949,0.025084655,0.033794385,0.020772061
121.65,0.479178859,0.572507944,0.587566961,0.374425459,0.383438118,0.400864068,-0.014871915,-0.005837094,-0.017391555,0.025624854,0.041667938,0.016178154
121.75,0.476627268,0.591451276,0.568596496,0.391770597,0.372247666,0.414586365,-0.014539104,-0.011236871,-0.027469581,0.02008892,0.039370774,0.024436387
121.85,0.464984045,0.58419133,0.594127301,0.393585894,0.368356693,0.406310615,-0.012665931,-0.004752864,-0.027057741,0.030038429,0.037718841,0.017803679
121.95,0.444848378,0.582633109,0.577071649,0.381460537,0.380059548,0.406041064,-0.006701579,-0.013059395,-0.023525068,0.026870998,0.036118369,0.029064119
122.05,0.485055719,0.598187163,0.572458986,0.373553249,0.368884069,0.388372493,-0.02512185,-0.003719412,-0.017201052,0.026172456,0.042277117,0.025986673
122.15,0.46613539,0.587740754,0.571619586,0.415751044,0.380117853,0.398641928,-0.012565005,-0.004354269,-0.013304211,0.028703611,0.030402858,0.025599188
122.25,0.483707205,0.597535324,0.558435708,0.387779898,0.392879401,0.440198833,-0.008039373,-0.006485496,-0.02649554,0.03128261,0.039192131,0.017888974
122.35,0.459916997,0.582754909,0.575374673,0.398181398,0.370606411,0.405469158,-0.021584461,-0.01271286,-0.014906798,0.024381544,0.046728507,0.019494944
122.45,0.489746147,0.61322881,0.572098994,0.399788544,0.389632522,0.399286181,-0.006991273,-0.005118777,-0.008629367,0.028874854,0.031052004,0.023334426
122.55,0.459537376,0.588110288,0.576488734,0.406363998,0.378493488,0.413788976,-0.022743118,-0.012957523,-0.025460592,0.021367343,0.044915097,0.014633297
122.65,0.469345582,0.566959611,0.565360604,0.417663611,0.385258447,0.416694624,-0.021687864,-0.009864796,-0.019453551,0.019341834,0.034045098,0.018097078
122.75,0.475751842,0.580458604,0.575806457,0.385249946,0.355874704,0.383538629,-0.017485094,-0.011027935,-0.014848576,0.028248565,0.02740927,0.027603783
122.85,0.481311402,0.598631009,0.581007144,0.402064599,0.381053206,0.399371951,-0.010006561,-0.003397097,-0.017990125,0.013610046,0.043913338,0.028243957
122.95,0.465986047,0.573549763,0.583909487,0.396293394,0.384223826,0.405672527,-0.020316902,-0.00355255,-0.021368045,0.0100326,0.026862604,0.027217152
123.05,0.480525498,0.577445988,0.555815506,0.398470494,0.404595234,0.409313135,-0.00967859,-0.002375483,-0.016802008,0.029502984,0.039297365,0.015023401
123.15,0.464091534,0.607220114,0.595906413,0.409028153,0.396700392,0.402826743,-0.012621069,-0.00860228,-0.019887195,0.034072031,0.041166254,0.025585422
123.25,0.456269792,0.584264568,0.587064646,0.400391322,0.38099511,0.424066469,-0.015362134,-0.008758516,-0.019765308,0.021363916,0.04567078,0.026901348
123.35,0.46853282,0.608095784,0.566555251,0.413469374,0.380194549,0.426060412,-0.009596824,-0.003890886,-0.023923577,0.023539504,0.03706706,0.025026414
123.45,0.470436151,0.611753933,0.595361225,0.400972506,0.374181839,0.394989776,-0.015359422,-0.004411926,-0.0135832,0.034799403,0.043417255,0.0290327
123.55,0.473452667,0.582226221,0.587733063,0.393186219,0.360656281,0.41039655,-0.017229938,-0.015314324,-0.021394876,0.02261973,0.0455146,0.02414099
123.65,0.474897554,0.590359178,0.576123109,0.406398086,0.378341304,0.407597809,-0.015423078,-0.017112626,-0.021732679,0.029991835,0.038962301,0.018408933
123.75,0.462113893,0.604043356,0.587132466,0.393816362,0.373832772,0.414784732,-0.023438727,-0.003634122,-0.024484715,0.023187276,0.052991223,0.029843098
123.85,0.469522736,0.621093213,0.592265047,0.377561651,0.385964586,0.419457488,-0.013963892,-0.010954976,-0.022706086,0.023597066,0.042086396,0.021142919
123.95,0.474709229,0.604136301,0.559490062,0.400682999,0.399214934,0.418068089,-0.016891755,-0.007037312,-0.015364884,0.023651248,0.03168479,0.023432766
124.05,0.47325697,0.642138463,0.594625458,0.397782626,0.375681316,0.425766691,-0.016853686,-0.010777454,-0.024160895,0.01688466,0.039695567,0.026512569
124.15,0.473677317,0.616392178,0.58089302,0.392994256,0.382777321,0.423304863,-0.010388815,-0.004343202,-0.024599334,0.014175801,0.038998882,0.030089664
124.25,0.485118855,0.590079423,0.57911926,0.381988582,0.385506119,0.398102904,-0.012239526,0.00071642,-0.009679806,0.023948482,0.034393154,0.021956686
124.35,0.477562033,0.580141079,0.587966753,0.389686939,0.397561822,0.416553786,-0.017346755,-0.007772018,-0.012336739,0.026425603,0.038807328,0.02459707
124.45,0.476467368,0.583103117,0.596519279,0.371729956,0.377731959,0.40843332,-0.014856198,-0.011337755,-0.01679241,0.020261018,0.029212384,0.029999319
124.55,0.460314219,0.607007679,0.588206251,0.417964261,0.387783645,0.404801201,-0.016281287,-0.008397889,-0.020549153,0.040230612,0.048976641,0.034553679
124.65,0.501856331,0.60127002,0.603217193,0.38453806,0.367848171,0.426930354,-0.016276854,0.000198125,-0.01853946,0.033499642,0.028422737,0.022181892
124.75,0.469764058,0.608817597,0.580712208,0.387902482,0.375107588,0.432073703,-0.019796257,-0.004347984,-0.022635462,0.027944177,0.039150731,0.01544424
124.85,0.489704238,0.611222638,0.567173621,0.396519988,0.384714627,0.400198907,-0.013247574,-0.009639799,-0.014276054,0.018736772,0.036454874,0.021324277
124.95,0.477384479,0.599572486,0.600904767,0.412035517,0.375105381,0.418449849,-0.014599807,-0.000624307,-0.014896084,0.024434242,0.038444497,0.026275019
125.05,0.478116869,0.582935744,0.582330479,0.394254663,0.393822452,0.422955627,-0.012302239,-0.009242727,-0.016065849,0.027181114,0.045880608,0.016865847
125.15,0.484271329,0.59264487,0.594366461,0.382385931,0.394770504,0.422467104,-0.017714161,-0.011629486,-0.017182254,0.026657521,0.045864208,0.022221269
125.25,0.475922556,0.622338007,0.604447854,0.390681041,0.380061374,0.40340619,-0.006896998,-0.000344329,-0.010289098,0.018585584,0.034645058,0.039214575
125.35,0.49250997,0.587475388,0.594167818,0.388887638,0.3952088,0.406666899,-0.019169068,-0.011353692,-0.021410745,0.025414247,0.035503364,0.026614104
125.45,0.480119405,0.601609088,0.576032728,0.397725039,0.383646429,0.395272305,-0.014298261,-0.011147225,-0.019119485,0.021903416,0.034111642,0.017973224
125.55,0.478973025,0.624926833,0.601874306,0.395601572,0.370924243,0.411205724,-0.025780572,-0.003890457,-0.023406174,0.030046549,0.03960795,0.015612381
125.65,0.48617785,0.62123995,0.573468912,0.407654437,0.403800527,0.425248674,-0.016351151,-0.004370921,-0.019734928,0.027387104,0.031735348,0.018523203
125.75,0.480847367,0.554105719,0.586593379,0.391029857,0.396783747,0.401885143,-0.012723996,-0.004249036,-0.010161345,0.038287253,0.034024025,0.02806876
125.85,0.465036373,0.610300857,0.594759514,0.388897989,0.389729326,0.439612122,-0.019946747,-0.010372123,-0.018618427,0.025358765,0.045691808,0.028055039
125.95,0.481880118,0.599259023,0.579961852,0.396217838,0.380412449,0.412669928,-0.012710556,-0.001469331,-0.016876278,0.034370854,0.038159334,0.015248767
126.05,0.472169604,0.604849279,0.60136741,0.386140675,0.378853653,0.42582644,-0.010806907,-4.79E-05,-0.013213943,0.029606943,0.036718173,0.033545917
126.15,0.491810039,0.575100938,0.594399858,0.389152604,0.388896769,0.422430663,-0.017518927,-0.013410711,-0.019462284,0.037958638,0.045966019,0.012300703
126.25,0.491984632,0.600901888,0.596173428,0.408015457,0.390245521,0.416524281,-0.017998228,-0.012913981,-0.027486723,0.015469107,0.036803601,0.032134756
126.35,0.462338399,0.608561685,0.582147542,0.394769723,0.4056084,0.399273343,-0.022253978,-0.012197787,-0.028111949,0.026430613,0.045237022,0.025798421
126.45,0.492305517,0.603049242,0.57173847,0.400603141,0.371162138,0.411185181,-0.009568307,-0.012852549,-0.018169252,0.042662158,0.059727879,0.032924446
126.55,0.48853608,0.590061831,0.60971791,0.407217303,0.379340887,0.405773434,-0.009649516,0.001131507,-0.015972369,0.017099101,0.052028953,0.02164027
126.65,0.485399614,0.577109277,0.605589626,0.401852149,0.394402009,0.41208777,-0.010463845,-0.012373521,-0.014111553,0.024514595,0.03852422,0.024117555
126.75,0.492129299,0.618678816,0.562292681,0.411653338,0.393208733,0.413685157,-0.014180447,-0.002596614,-0.02195242,0.032295626,0.039414265,0.018992068
126.85,0.477014806,0.624336499,0.596129604,0.396382838,0.385494988,0.417480835,-0.011069046,-0.009389318,-0.017014975,0.020147627,0.031401714,0.027908475
126.95,0.487454093,0.596055945,0.590980242,0.395291484,0.393999706,0.420213793,-0.016493509,-0.004558848,-0.020743149,0.027241045,0.042258947,0.019799553
127.05,0.498156395,0.580996668,0.59042178,0.401562241,0.400924648,0.42706828,-0.016430406,-0.009393581,-0.01386211,0.038411794,0.02785953,0.032777513
127.15,0.475334291,0.611449571,0.573180839,0.405143953,0.392358275,0.41310918,-0.017708211,0.002084278,-0.006367396,0.017294958,0.027594261,0.014114311
127.25,0.483566722,0.576444712,0.607748644,0.406855371,0.39077533,0.422721191,-0.017058492,-0.000804786,-0.01224756,0.020489006,0.039206586,0.027339557
127.35,0.481393245,0.619613523,0.591588099,0.386033644,0.409826209,0.431765485,-0.017355395,-0.014670972,-0.013909583,0.037542878,0.033883539,0.029101109
127.45,0.488772438,0.615021005,0.591766863,0.410352393,0.39861837,0.412948202,-0.013751992,-0.015742963,-0.019210666,0.023178462,0.044429213,0.027219539
127.55,0.452731244,0.578623752,0.585225695,0.390072032,0.39830746,0.429979006,-0.021822555,-0.013014775,-0.023592997,0.029986076,0.049498718,0.021711206
127.65,0.466702559,0.58147175,0.591582713,0.411292529,0.390888852,0.420943961,-0.021116139,-0.008451287,-0.013053404,0.02961267,0.03596734,0.028726903
127.75,0.466246522,0.620917536,0.610449362,0.416336241,0.39066373,0.42955885,-0.018748138,-0.007873753,-0.013817093,0.017202158,0.045567404,0.020572594
127.85,0.491280042,0.602272842,0.596056729,0.382232635,0.390800413,0.403691611,-0.014085246,-0.008383982,-0.016103987,0.020326969,0.048772127,0.018529346
127.95,0.467597861,0.603914348,0.577073443,0.38316389,0.393787939,0.418994914,-0.021043595,-0.004158434,-0.013287494,0.026239794,0.047920796,0.024086156
128.05,0.471383909,0.59132501,0.580101527,0.397149853,0.383094556,0.421857475,-0.012516754,-0.006247597,-0.020372891,0.016771073,0.043125215,0.024114314
128.15,0.494150335,0.623156784,0.601906702,0.436469837,0.390732529,0.414898672,-0.008165781,-0.012241507,-0.022478539,0.023339638,0.0457983,0.01452531
128.25,0.470442204,0.618757207,0.592550562,0.409999888,0.384476642,0.434571095,-0.019077176,-0.005678078,-0.020559735,0.016923747,0.048216708,0.028170786
128.35,0.475478763,0.598753431,0.593272436,0.419490926,0.385311672,0.429250869,-0.023653679,-0.008618274,-0.017823978,0.028372571,0.046982605,0.032087399
128.45,0.493611016,0.607420404,0.578032899,0.409834693,0.415475555,0.398450816,-0.008013679,-0.014907302,-0.015296966,0.01928069,0.038079219,0.029282336
128.55,0.473044404,0.599814217,0.570089496,0.412346968,0.399553929,0.426120765,-0.020036351,-0.005851198,-0.015659513,0.021216914,0.033352818,0.029109183
128.65,0.470080721,0.613073804,0.603532114,0.384904637,0.387018963,0.395021019,-0.01948268,-0.006544678,-0.016966363,0.027264368,0.047694125,0.017028814
128.75,0.503003858,0.577238814,0.559404925,0.405352843,0.389543739,0.419904399,-0.006688348,-0.005915167,-0.014867336,0.019970654,0.03790796,0.014648905
128.85,0.485205505,0.59606839,0.605995993,0.40179823,0.395243426,0.418371807,-0.014802591,-0.014244269,-0.028622714,0.037086923,0.047716003,0.023535568
128.95,0.461843984,0.594560959,0.618387348,0.384082531,0.394813599,0.428288337,-0.005161741,-0.012106362,-0.016105831,0.024574671,0.029259609,0.022118466
129.05,0.467879433,0.616303076,0.602631269,0.38081013,0.392266962,0.411322763,-0.013411784,-0.004599066,-0.021548052,0.027342207,0.046528087,0.021792187
129.15,0.475646361,0.602324212,0.584375963,0.39571162,0.399625173,0.429309499,-0.01421037,-0.015663241,-0.011104782,0.019898165,0.037133004,0.016147234
129.25,0.489107743,0.620134623,0.588634603,0.400193433,0.398633898,0.400923831,-0.016532639,-0.008266739,-0.011324872,0.011889599,0.038066288,0.01302043
129.35,0.472288826,0.622669845,0.600506675,0.384577239,0.414164504,0.419095976,-0.024754369,-0.017263519,-0.018637427,0.026818162,0.053935187,0.023104956
129.45,0.473626342,0.580913779,0.575224805,0.413759148,0.382469675,0.41556796,-0.010234598,-0.00628759,-0.020475598,0.028766845,0.025079984,0.030470962
129.55,0.462949748,0.618888599,0.564200729,0.418507606,0.385874999,0.412297517,-0.024751013,-0.009155975,-0.013891552,0.023291203,0.034661687,0.03076998
129.65,0.479667623,0.596828939,0.597512252,0.400629129,0.390800347,0.411233046,-0.021788213,-0.009781586,-0.015048316,0.022895347,0.039893903,0.022368457
129.75,0.476514777,0.617899376,0.590807746,0.394976526,0.398961017,0.415580089,-0.019836302,-0.007686252,-0.021902149,0.016562236,0.037025276,0.01917797
129.85,0.45321989,0.613128712,0.588637949,0.409478904,0.374927686,0.4118373,-0.010105724,0.003573969,-0.017086149,0.024063822,0.039424298,0.026957296
129.95,0.474850633,0.609743735,0.564736472,0.394812972,0.383352991,0.423198847,-0.008677768,-0.014312733,-0.015788432,0.03034709,0.030582861,0.029574925
130.05,0.483966781,0.596582751,0.595170463,0.383988512,0.370794671,0.413353731,-0.016990671,-0.010421661,-0.027500421,0.020653873,0.032975873,0.023609339
130.15,0.478777968,0.605387845,0.604133007,0.395119031,0.383897608,0.415823256,-0.028442149,-0.012163649,-0.023370535,0.028294575,0.03681637,0.03176434
130.25,0.486695825,0.591705932,0.605437231,0.398993565,0.406227799,0.410486801,-0.01828071,-0.005624812,-0.020718447,0.030702223,0.038079089,0.032370842
130.35,0.493248481,0.615745298,0.580190808,0.393113556,0.3928962,0.399028557,-0.019492321,-0.010915673,-0.019227592,0.024541653,0.05427589,0.021270991
130.45,0.501366283,0.620658485,0.587589076,0.409613163,0.405796409,0.411349627,-0.017851091,-0.012383082,-0.026447834,0.014112364,0.046326571,0.028485858
130.55,0.447506298,0.589490941,0.586061342,0.393331721,0.378309783,0.44426786,-0.014159069,-0.001942057,-0.022963325,0.026746972,0.044854322,0.026119879
130.65,0.464292896,0.624894799,0.592588965,0.391050906,0.381442981,0.429894356,-0.013546835,-0.000936562,-0.018170073,0.02665621,0.036838796,0.019181773
130.75,0.483795394,0.594152802,0.588086952,0.386654585,0.383287417,0.421778918,-0.01727739,-0.005458167,-0.01798858,0.036103738,0.034778126,0.024656263
130.85,0.485357083,0.611087124,0.591689143,0.391754449,0.380899586,0.415825579,-0.014620673,-0.004695016,-0.012001918,0.021352005,0.042702659,0.02438051
130.95,0.466346743,0.615201666,0.584317259,0.412340685,0.40561029,0.432880504,-0.008438458,-0.01013412,-0.011432478,0.017247886,0.038863305,0.020866815
131.05,0.467249132,0.607234748,0.594458328,0.415094255,0.387637469,0.430231613,-0.014056274,-0.006712843,-0.015006238,0.019979248,0.040440036,0.018718797
131.15,0.48135561,0.589665705,0.578024598,0.411978014,0.398297913,0.402409513,-0.01154599,-0.002151527,-0.016714705,0.025816968,0.042576215,0.017708118
131.25,0.488753657,0.59566387,0.577867143,0.435411957,0.395775542,0.422992216,-0.014062458,-0.006731565,-0.02299519,0.029576939,0.044803041,0.030091921
131.35,0.482493177,0.611632431,0.630037821,0.412981085,0.409845244,0.403569441,-0.00617798,-0.013124953,-0.016398495,0.020965544,0.0422903,0.030690812
131.45,0.484209504,0.583635785,0.597817175,0.417336043,0.399001896,0.407552038,-0.024125798,-0.001142205,-0.021971906,0.024727863,0.041608255,0.033584439
131.55,0.488426883,0.629891987,0.579100675,0.410622938,0.402393563,0.427403385,-0.028666721,-0.000838063,-0.018056853,0.019439585,0.046329454,0.024853109
131.65,0.474646383,0.572214053,0.569029753,0.416383006,0.380164254,0.411869305,-0.025720556,-0.012110083,-0.017171398,0.027263459,0.036506378,0.018831666
131.75,0.481810382,0.608665345,0.587481913,0.403357056,0.389142865,0.40876403,-0.013044697,-0.000611301,-0.02395552,0.024718197,0.034886719,0.029988391
131.85,0.477175389,0.604883307,0.591338231,0.407215939,0.377058806,0.440394091,-0.02145535,-0.00336245,-0.014888209,0.030730881,0.047961161,0.016530967
131.95,0.486641966,0.596597241,0.58996283,0.40894247,0.375839286,0.410959711,-0.021054341,-0.001292023,-0.012703338,0.030059351,0.04196285,0.020737357
132.05,0.507150251,0.610173511,0.616230404,0.429215591,0.373647817,0.417597773,-0.015318268,-0.014217198,-0.024723094,0.032187842,0.049423903,0.01911051
132.15,0.480038352,0.590313286,0.591087274,0.409863865,0.38102553,0.420622531,-0.019859784,-0.008952927,-0.020951633,0.021582366,0.04151633,0.015954703
132.25,0.502391419,0.59875636,0.57787802,0.40660728,0.386199431,0.41828444,-0.011775162,-0.000188857,-0.016036583,0.025076945,0.031053344,0.015968672
132.35,0.488745335,0.615531734,0.600247731,0.408217571,0.402631262,0.416892662,-0.010636115,-0.006469321,-0.009522773,0.027115517,0.04137783,0.008256029
132.45,0.468814923,0.572624585,0.590322501,0.39430476,0.377681859,0.422307587,-0.0175035,-0.01568154,-0.015633674,0.022570436,0.038124081,0.020266932
132.55,0.464287867,0.60209692,0.581295175,0.40710463,0.396254739,0.423282239,-0.013681231,-0.003727181,-0.008936885,0.011628985,0.043732613,0.027767323
132.65,0.488283405,0.608341675,0.577333878,0.405671331,0.392991522,0.407859486,-0.023406139,-0.018538236,-0.026518644,0.03958033,0.030355564,0.03067568
132.75,0.448047575,0.591840796,0.586004993,0.405183502,0.379835137,0.434129415,-0.014696682,-0.010259122,-0.017903244,0.030155736,0.036501367,0.016971964
132.85,0.468653525,0.603167554,0.596166984,0.379187174,0.384645225,0.408867502,-0.012425889,-0.013782532,-0.00957734,0.031857785,0.046552755,0.007787505
132.95,0.44477304,0.597372793,0.596063603,0.406615638,0.374563714,0.428241144,-0.008557351,-0.005372591,-0.014566923,0.014909125,0.03685247,0.023604536
133.05,0.477625497,0.610811505,0.605874614,0.404632376,0.385732973,0.427378338,-0.012299134,-0.007650677,-0.010883263,0.035922322,0.037360036,0.01493638
133.15,0.499780266,0.593190892,0.576644505,0.394088262,0.387318107,0.426777139,-0.007980565,-0.002522677,-0.013542761,0.024934568,0.044851328,0.020669801
133.25,0.486533073,0.602100528,0.593436238,0.412365349,0.388050749,0.401443774,-0.028706759,-0.015495512,-0.012225199,0.028776583,0.047133593,0.022979132
133.35,0.461685032,0.60635918,0.59812535,0.39009282,0.401154236,0.429333163,-0.00968172,-0.008731548,-0.013740534,0.025675242,0.042732635,0.025805576
133.45,0.493816733,0.601175578,0.574998955,0.391258762,0.388350111,0.416317709,-0.020650089,-0.006974408,-0.016092164,0.026662836,0.029740458,0.017913129
133.55,0.461429419,0.593507066,0.60096252,0.395393276,0.403633401,0.421134902,-0.017597006,0.003544176,-0.019328568,0.032292952,0.036361066,0.022716685
133.65,0.481896652,0.604669057,0.596630861,0.426597776,0.379564616,0.405645467,-0.012514703,-0.01158721,-0.017826086,0.010113703,0.043764264,0.022894766
133.75,0.469376138,0.62209259,0.60257833,0.403263463,0.402894186,0.436884183,-0.017043015,-0.005638352,-0.017733645,0.023628055,0.04571244,0.016238677
133.85,0.474642588,0.622944398,0.591595911,0.403812397,0.396368282,0.451784677,-0.018667986,-0.007842353,-0.017560663,0.020905776,0.032825199,0.015439275
133.95,0.47634387,0.599745375,0.58270986,0.423073639,0.390073469,0.416004234,-0.013550665,-0.010568459,-0.019128149,0.022057809,0.044905616,0.016143039
134.05,0.483685366,0.616720342,0.592051217,0.409745596,0.40966336,0.431148902,-0.021005611,-0.008772467,-0.008021188,0.032919326,0.057334037,0.023967704
134.15,0.469548396,0.613341254,0.578934999,0.418691407,0.398613559,0.419492523,-0.01437427,-0.011808635,-0.016256017,0.035403529,0.024627008,0.027548379
134.25,0.492120721,0.591771746,0.609428279,0.400716627,0.396265741,0.417640454,-0.007445319,-0.010528121,-0.0173694,0.033670538,0.047548304,0.01766471
134.35,0.474503995,0.598610721,0.605380018,0.392119731,0.398538219,0.445767114,-0.01576356,-0.008884999,-0.010976011,0.027727467,0.034488365,0.016233259
134.45,0.46675966,0.61725415,0.572310877,0.400429715,0.409861213,0.428269683,-0.013596806,-0.010857402,-0.023201328,0.035774714,0.051818592,0.024619097
134.55,0.502586727,0.616705629,0.588510781,0.395612868,0.397235825,0.412220963,-0.011814318,-0.004041591,-0.021344162,0.027248147,0.034302768,0.012652398
134.65,0.475955455,0.628974247,0.597258668,0.397290672,0.40852385,0.445955354,-0.011966173,-0.0186145,-0.017985876,0.032481807,0.021739037,0.01635389
134.75,0.494351974,0.603495374,0.598099074,0.410481356,0.401639417,0.428526275,-0.01607572,-0.020363353,-0.02191701,0.027168219,0.038734142,0.02112142
134.85,0.496632821,0.618784109,0.60572489,0.408541825,0.394365792,0.429105894,-0.013578846,-0.012897385,-0.011018576,0.031402427,0.045059632,0.021497956
134.95,0.482259056,0.595379954,0.569550308,0.400329817,0.411400676,0.43700051,-0.009239725,-0.003511701,-0.006706848,0.031340186,0.044834413,0.030079334
135.05,0.470697883,0.609523786,0.596691753,0.398868117,0.43412874,0.43583222,-0.014113749,-0.006274838,-0.021596774,0.034990112,0.029824058,0.01736026
135.15,0.490656042,0.624058289,0.597805055,0.408973879,0.407203193,0.428493713,-0.016514334,-0.008198396,-0.019842457,0.025350353,0.037981562,0.009715118
135.25,0.467171748,0.574565558,0.577204805,0.415076654,0.411049826,0.430669087,-0.015237813,-0.000871292,-0.017120652,0.021143448,0.044366325,0.025366429
135.35,0.4686619,0.627489305,0.589855111,0.42909699,0.404980307,0.416230543,-0.022564844,-0.015833879,-0.02274291,0.023549696,0.025752359,0.027936734
135.45,0.492546771,0.590901094,0.58832593,0.419904403,0.38225686,0.430878701,-0.018581065,-0.005336721,-0.016843019,0.024823538,0.041872117,0.018744836
135.55,0.483712887,0.607304616,0.604503054,0.421216683,0.397767429,0.426406324,-0.017392215,-0.007123414,-0.016585945,0.039845438,0.050672227,0.015053192
135.65,0.474644336,0.621536976,0.609657968,0.398648108,0.394925657,0.436492859,-0.021754818,-0.004753218,-0.013281947,0.031173407,0.047187788,0.019216724
135.75,0.490140461,0.59521314,0.593569363,0.40453413,0.400048902,0.42177658,-0.011426382,-0.014136264,-0.012861671,0.037563645,0.030129196,0.014528083
135.85,0.488084361,0.59674172,0.583133464,0.414129581,0.372785357,0.414965369,-0.009634827,-0.004389984,-0.018873518,0.028092121,0.043675076,0.017393414
135.95,0.506106601,0.60827346,0.616237846,0.405380183,0.386034123,0.424115535,-0.010792166,-0.00552829,-0.015322875,0.017661651,0.03132981,0.015669299
136.05,0.47120714,0.611558333,0.591776034,0.397187678,0.391279107,0.430939203,-0.017730536,-0.004188545,-0.01814114,0.019622781,0.058279452,0.026579405
136.15,0.473224812,0.606004516,0.583063197,0.407309176,0.396018881,0.433969971,-0.015809304,-0.01139341,-0.014336705,0.018268478,0.042580424,0.013135213
136.25,0.516276574,0.622179104,0.59150806,0.404661635,0.394211551,0.447097403,-0.012545943,-0.000316926,-0.01715801,0.018686869,0.051880829,0.019648675
136.35,0.495181788,0.616227057,0.608632943,0.41139892,0.390302666,0.41665042,-0.013563708,-0.002369889,-0.021917732,0.028055996,0.032882749,0.02479936
136.45,0.51099587,0.60990977,0.566082962,0.40691093,0.409956561,0.451443963,-0.019418817,-0.006552767,-0.016531055,0.028793479,0.036091949,0.024674529
136.55,0.498291704,0.600461386,0.591932049,0.433372468,0.405885359,0.405634616,-0.013576448,-0.011485737,-0.01301729,0.02149235,0.046581372,0.009052916
136.65,0.478958485,0.606393099,0.609904315,0.414180284,0.410261589,0.430522985,-0.017775251,-0.008313049,-0.028363462,0.026663954,0.048107322,0.020792235
136.75,0.484164832,0.611360713,0.607104441,0.412846722,0.409239179,0.435848688,-0.01368368,-0.013035819,-0.019512335,0.034004264,0.036390008,0.034343373
136.85,0.501767007,0.617211731,0.628886202,0.422117644,0.398614449,0.438348398,-0.007685382,0.00017871,-0.018299014,0.01731967,0.04778246,0.014284182
136.95,0.465785739,0.615766897,0.594328512,0.425984897,0.401040632,0.432859759,-0.018653914,-0.015640379,-0.001521039,0.015940699,0.044664334,0.011722191
137.05,0.490043083,0.58813783,0.583924813,0.415527141,0.396917562,0.430984255,-0.015096333,-0.014893558,-0.018773394,0.019315117,0.044231996,0.029404981
137.15,0.491827318,0.605246199,0.579476758,0.401021539,0.412764579,0.428650114,-0.022713988,-0.007238609,-0.015271698,0.022424081,0.044832294,0.025925058
137.25,0.507281339,0.617190471,0.596491467,0.415465852,0.391097865,0.434168579,-0.009850352,-0.012436209,-0.01299063,0.010430973,0.039690302,0.032023604
137.35,0.484859483,0.630472999,0.595035062,0.393872587,0.409962862,0.429119575,-0.014927117,-0.005225276,-0.010189591,0.012897411,0.039204965,0.018731302
137.45,0.502192649,0.592267936,0.600544158,0.424025805,0.383341109,0.460129782,-0.00838304,-0.019193838,-0.011141918,0.017440518,0.051236441,0.020692723
137.55,0.488858063,0.60886335,0.587275382,0.423094189,0.424439106,0.417589981,-0.013282587,-0.010857539,-0.021395138,0.021962257,0.043607844,0.025519762
137.65,0.489904656,0.587637412,0.587143503,0.420042266,0.400012314,0.424419423,-0.019533369,-0.004064189,-0.015238346,0.03147848,0.047570706,0.012426764
137.75,0.479789105,0.588340009,0.612763205,0.422371686,0.413262905,0.442678244,-0.00386431,-0.007013718,-0.014682635,0.01697882,0.046051676,0.018581646
137.85,0.460612332,0.612416538,0.57467893,0.419801568,0.407524404,0.43824428,-0.015168701,-0.008151359,-0.018993136,0.023991963,0.043985864,0.013301791
137.95,0.473899454,0.602284154,0.596359364,0.408984137,0.411977074,0.432489529,-0.010369168,-0.014919894,-0.007151172,0.022760768,0.052685411,0.027164828
138.05,0.493664184,0.636198997,0.617418544,0.424148624,0.406134391,0.429657835,-0.016747397,-0.010870379,-0.015277421,0.023699388,0.052809937,0.024736878
