clock	press_act	press_set	state	temp_ext	temp_int	temp_set	time	watch
20250509 185947	1000.0	1000	1	20.0	22.1	20	300	0.07000017166137695
20250509 185948	1000.0	1000	1	20.0	22.1	20	300	1.0600013732910156
20250509 185949	1000.0	1000	1	20.0	22.1	20	300	2.0600028038024902
20250509 185950	1000.0	1000	1	20.0	22.1	20	300	3.060004234313965
20250509 185951	1000.0	1000	1	20.0	22.1	20	300	4.0600056648254395
20250509 185952	1000.0	1000	1	20.0	22.1	20	300	5.060007095336914
20250509 185953	1000.0	1000	1	20.0	22.1	20	300	6.060008525848389
20250509 185954	1000.0	1000	1	20.0	22.1	20	300	7.060009717941284
20250509 185955	1000.0	1000	1	20.0	22.1	20	300	8.060011386871338
20250509 185956	1000.0	1000	1	20.0	22.1	20	300	9.060012578964233
20250509 185957	1000.0	1000	1	20.0	22.1	20	300	10.060014247894287
20250509 185958	1000.0	1000	1	20.0	22.1	20	300	11.060015439987183
20250509 185959	1000.0	1000	1	20.0	22.1	20	300	12.060016632080078
20250509 190000	1000.0	1000	1	20.0	22.1	20	300	13.060018301010132
20250509 190001	1000.0	1000	1	20.0	22.1	20	300	14.070019721984863
20250509 190002	1000.0	1000	1	20.0	22.1	20	300	15.060021162033081
20250509 190003	1000.0	1000	1	20.0	22.1	20	300	16.060022354125977
20250509 190004	1000.0	1000	1	20.0	22.1	20	300	17.06002402305603
20250509 190005	1000.0	1000	1	20.0	22.1	20	300	18.060025215148926
20250509 190006	1000.0	1000	1	20.0	22.1	20	300	19.0600266456604
20250509 190007	1000.0	1000	1	20.0	22.1	20	300	20.060028076171875
20250509 190008	1000.0	1000	1	20.0	22.1	20	300	21.06002950668335
20250509 190009	1000.0	1000	1	20.0	22.1	20	300	22.060030937194824
20250509 190010	1000.0	1000	1	20.0	22.1	20	300	23.0600323677063
20250509 190011	1000.0	1000	1	20.0	22.1	20	300	24.060033559799194
20250509 190012	1000.0	1000	1	20.0	22.1	20	300	25.070034980773926
20250509 190013	1000.0	1000	1	20.0	22.1	20	300	26.060036420822144
20250509 190014	1000.0	1000	1	20.0	22.1	20	300	27.060037851333618
20250509 190015	1000.0	1000	1	20.0	22.1	20	300	28.060039281845093
20250509 190016	1000.0	1000	1	20.0	22.1	20	300	29.06004047393799
20250509 190017	1000.0	1000	1	20.0	22.1	20	300	30.060042142868042
20250509 190018	1000.0	1000	1	20.0	22.1	20	300	31.060043334960938
20250509 190019	1000.0	1000	1	20.0	22.1	20	300	32.06004500389099
20250509 190020	1000.0	1000	1	20.0	22.1	20	300	33.06004619598389
20250509 190021	1000.0	1000	1	20.0	22.1	20	300	34.06004762649536
20250509 190022	1000.0	1000	1	20.0	22.1	20	300	35.060049057006836
20250509 190023	1000.0	1000	1	20.0	22.1	20	300	36.06005048751831
20250509 190024	1000.0	1000	1	20.0	22.1	20	300	37.07005190849304
20250509 190025	1000.0	1000	1	20.0	22.1	20	300	38.06005334854126
20250509 190026	1000.0	1000	1	20.0	22.1	20	300	39.060054540634155
20250509 190027	1000.0	1000	1	20.0	22.1	20	300	40.07005596160889
20250509 190028	1000.0	1000	1	20.0	22.1	20	300	41.060057401657104
20250509 190029	1000.0	1000	1	20.0	22.1	20	300	42.070058822631836
20250509 190030	1000.0	1000	1	20.0	22.1	20	300	43.07006049156189
20250509 190031	1000.0	1000	1	20.0	22.1	20	300	44.06006145477295
20250509 190032	1000.0	1000	1	20.0	22.1	20	300	45.07006311416626
20250509 190033	1000.0	1000	1	20.0	22.1	20	300	46.070064544677734
20250509 190034	1000.0	1000	1	20.0	22.1	20	300	47.07006597518921
20250509 190035	1000.0	1000	1	20.0	22.1	20	300	48.070067405700684
20250509 190036	1000.0	1000	1	20.0	22.1	20	300	49.07006883621216
20250509 190037	1000.0	1000	1	20.0	22.1	20	300	50.070070028305054
20250509 190038	1000.0	1000	1	20.0	22.1	20	300	51.07007169723511
20250509 190039	1000.0	1000	1	20.0	22.1	20	300	52.070072889328
20250509 190040	1000.0	1000	1	20.0	22.1	20	300	53.07007455825806
20250509 190041	1000.0	1000	1	20.0	22.1	20	300	54.07007575035095
20250509 190042	1000.0	1000	1	20.0	22.1	20	300	55.07007694244385
20250509 190043	1000.0	1000	1	20.0	22.1	20	300	56.0700786113739
20250509 190044	1000.0	1000	1	20.0	22.1	20	300	57.0700798034668
20250509 190045	1000.0	1000	1	20.0	22.1	20	300	58.07008147239685
20250509 190046	1000.0	1000	1	20.0	22.1	20	300	59.070082664489746
20250509 190047	1000.0	1000	1	20.0	22.1	20	300	60.07008409500122
20250509 190048	1000.0	1000	1	20.0	22.1	20	300	61.070085525512695
20250509 190049	1000.0	1000	1	20.0	22.1	20	300	62.07008695602417
20250509 190050	1000.0	1000	1	20.0	22.1	20	300	63.070088386535645
20250509 190051	1000.0	1000	1	20.0	22.1	20	300	64.07008981704712
20250509 190052	1000.0	1000	1	20.0	22.1	20	300	65.07009100914001
20250509 190053	1000.0	1000	1	20.0	22.1	20	300	66.06009244918823
20250509 190054	1000.0	1000	1	20.0	22.1	20	300	67.07009387016296
20250509 190055	1000.0	1000	1	20.0	22.0	20	300	68.07009553909302
20250509 190056	1000.0	1000	1	20.0	22.0	20	300	69.07009673118591
20250509 190057	1000.0	1000	1	20.0	22.0	20	300	70.07009840011597
20250509 190058	1000.0	1000	1	20.0	22.0	20	300	71.07009959220886
20250509 190059	1000.0	1000	1	20.0	22.0	20	300	72.07010078430176
20250509 190100	1000.0	1000	1	20.0	22.0	20	300	73.07010245323181
20250509 190101	1000.0	1000	1	20.0	22.0	20	300	74.0701036453247
20250509 190102	1000.0	1000	1	20.0	22.0	20	300	75.07010507583618
20250509 190103	1000.0	1000	1	20.0	22.0	20	300	76.07010650634766
