250bar_Ex340_Em440,,250bar_Ex340_Em490,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
166.5041656,321.9837341,166.5144806,240.2919159,
167.0041656,332.1523438,167.0144806,241.9980011,
167.5041656,333.7695007,167.5144806,242.962677,
168.0041656,332.3733215,168.0144958,244.5753021,
168.5041656,344.3658752,168.5144806,243.4663696,
169.0041656,348.5319824,169.0144806,238.843338,
169.5041656,353.8892822,169.5144806,239.456543,
170.0041656,346.6661987,170.0145416,240.2266846,
170.5041656,356.7890625,170.5144806,245.3688812,
171.0041656,357.8327026,171.0144806,243.4946289,
171.5041656,368.2357178,171.5144806,242.4305573,
172.0041656,376.8499146,172.0144806,247.4039917,
172.5041656,376.3011169,172.5145416,243.1885986,
173.0041656,376.7816162,173.0144806,240.8073883,
173.5041656,377.5267029,173.5144806,241.4765625,
174.0041656,385.3842468,174.0144806,234.0811768,
